net,length_um
_0046_,17.555µm
net141,17.52µm
m_wdata[7],17.495µm
s_awready[2],17.47µm
_0114_,17.46µm
s_awaddr[54],17.46µm
m_wdata[20],17.4µm
net291,17.28µm
s_awaddr[122],17.28µm
s_araddr[48],17.255µm
net332,17.235µm
net181,17.23µm
net172,17.21µm
net426,17.205µm
net431,17.205µm
s_araddr[125],17.205µm
s_arready[0],17.195µm
s_rdata[97],17.195µm
s_rresp[0],17.195µm
_0135_,17.11µm
s_rdata[19],17.1µm
s_rdata[21],17.1µm
s_rdata[98],17.1µm
s_rdata[15],17.085µm
s_rdata[62],17.085µm
net563,17.05µm
_0063_,17.045µm
m_wdata[18],16.98µm
m_wdata[21],16.98µm
m_wdata[3],16.98µm
m_awaddr[22],16.98µm
s_rdata[109],16.98µm
s_rdata[77],16.98µm
net611,16.965µm
s_rresp[7],16.965µm
s_awaddr[53],16.965µm
s_awaddr[57],16.965µm
net575,16.92µm
net570,16.905µm
s_araddr[36],16.875µm
net87,16.86µm
m_awaddr[14],16.86µm
m_awaddr[25],16.86µm
s_awaddr[12],16.86µm
s_awprot[9],16.835µm
net73,16.8µm
s_wdata[38],16.8µm
m_awprot[0],16.775µm
s_wdata[107],16.775µm
net582,16.74µm
s_awaddr[111],16.74µm
s_awaddr[124],16.74µm
_0077_,16.68µm
s_awprot[1],16.68µm
net548,16.665µm
s_bvalid[3],16.62µm
m_rready,16.595µm
s_rdata[33],16.595µm
s_rdata[57],16.595µm
_0016_,16.58µm
net138,16.56µm
net807,16.53µm
net620,16.52µm
_0120_,16.51µm
net216,16.5µm
s_bresp[7],16.5µm
s_rresp[6],16.475µm
m_awprot[1],16.44µm
s_awaddr[123],16.425µm
s_rdata[58],16.355µm
m_bresp[0],16.33µm
net372,16.32µm
net677,16.305µm
net358,16.27µm
s_rdata[75],16.26µm
s_rresp[2],16.235µm
s_araddr[16],16.175µm
net484,16.14µm
net488,16.14µm
s_bresp[5],16.14µm
s_awaddr[118],16.14µm
s_awaddr[45],16.14µm
s_rdata[111],16.125µm
s_rdata[125],16.125µm
_0306_,16.09µm
s_rdata[51],16.02µm
m_wready,16.02µm
net352,16.005µm
s_awaddr[117],15.97µm
m_wstrb[1],15.96µm
s_awaddr[87],15.96µm
m_wdata[16],15.935µm
m_wdata[26],15.935µm
net395,15.9µm
net126,15.9µm
m_awvalid,15.9µm
net798,15.9µm
net425,15.85µm
net309,15.84µm
s_awaddr[14],15.84µm
s_awaddr[90],15.84µm
net559,15.79µm
_0298_,15.78µm
net209,15.78µm
s_rdata[118],15.755µm
net331,15.72µm
m_rdata[24],15.705µm
m_rdata[9],15.705µm
s_bresp[2],15.66µm
s_awaddr[79],15.6µm
s_awaddr[76],15.525µm
s_rdata[4],15.515µm
s_rdata[91],15.515µm
s_rdata[92],15.515µm
s_rdata[95],15.515µm
m_rdata[13],15.48µm
net29,15.46µm
net507,15.45µm
net224,15.43µm
s_wdata[124],15.38µm
net641,15.36µm
m_rresp[0],15.335µm
net270,15.31µm
s_rresp[5],15.285µm
s_araddr[114],15.285µm
net791,15.28µm
net694,15.25µm
_0054_,15.24µm
_0212_,15.24µm
_0263_,15.24µm
m_bvalid,15.24µm
m_wdata[9],15.215µm
net271,15.19µm
net497,15.19µm
net525,15.19µm
m_bready,15.18µm
s_rdata[13],15.18µm
s_awaddr[46],15.18µm
s_rdata[93],15.155µm
net157,15.12µm
net149,15.08µm
_0248_,15.045µm
s_awaddr[110],15.045µm
net544,14.95µm
net373,14.925µm
_0007_,14.92µm
net367,14.89µm
s_awvalid[2],14.88µm
net238,14.83µm
net854,14.83µm
net804,14.8µm
s_rdata[30],14.795µm
net662,14.77µm
s_awvalid[1],14.76µm
net546,14.7µm
s_arready[3],14.675µm
s_rdata[22],14.675µm
m_rdata[31],14.675µm
_0085_,14.65µm
_0133_,14.65µm
net473,14.65µm
net402,14.64µm
s_awaddr[13],14.53µm
m_awaddr[15],14.47µm
m_rdata[11],14.46µm
net324,14.4µm
net420,14.4µm
s_bready[2],14.4µm
net362,14.35µm
s_rdata[6],14.34µm
net584,14.275µm
net249,14.23µm
net123,14.23µm
net655,14.23µm
net526,14.16µm
s_araddr[19],14.135µm
net106,14.12µm
net795,14.03µm
net792,14.02µm
net554,13.98µm
net589,13.98µm
net176,13.92µm
net240,13.87µm
net683,13.87µm
_0082_,13.86µm
net443,13.86µm
net448,13.86µm
s_rdata[38],13.86µm
s_rdata[31],13.835µm
s_rresp[1],13.835µm
s_wdata[43],13.785µm
net256,13.74µm
net670,13.74µm
net153,13.735µm
m_rdata[15],13.715µm
_0091_,13.68µm
_0176_,13.68µm
s_wdata[89],13.68µm
net300,13.63µm
net72,13.62µm
_0028_,13.5µm
net386,13.5µm
net513,13.5µm
s_rdata[102],13.5µm
s_rdata[29],13.475µm
net528,13.45µm
net556,13.45µm
_0291_,13.39µm
net223,13.39µm
_0149_,13.38µm
net613,13.38µm
s_bready[3],13.38µm
_0061_,13.34µm
net301,13.33µm
net90,13.32µm
net487,13.315µm
_0255_,13.27µm
net93,13.26µm
net196,13.22µm
_0170_,13.09µm
net380,13.08µm
_0072_,12.98µm
net212,12.97µm
net404,12.97µm
net414,12.96µm
net524,12.96µm
net537,12.96µm
net95,12.96µm
_0020_,12.91µm
_0178_,12.91µm
net661,12.91µm
net182,12.9µm
_0069_,12.85µm
net659,12.85µm
_0124_,12.78µm
net247,12.78µm
_0141_,12.72µm
s_bvalid[1],12.66µm
_0123_,12.62µm
net674,12.585µm
net580,12.54µm
_0278_,12.525µm
net801,12.525µm
_0181_,12.42µm
net532,12.42µm
net190,12.37µm
net56,12.355µm
m_wdata[27],12.345µm
net282,12.3µm
m_rresp[1],12.285µm
s_rdata[105],12.275µm
_0008_,12.26µm
net171,12.24µm
net319,12.19µm
net462,12.19µm
net638,12.12µm
net651,12.06µm
net818,12.035µm
net648,11.95µm
net335,11.94µm
net688,11.94µm
s_arready[1],11.85µm
net206,11.77µm
net103,11.765µm
m_awaddr[7],11.735µm
s_wdata[75],11.72µm
net251,11.71µm
net71,11.7µm
net369,11.64µm
_0062_,11.59µm
net55,11.58µm
net296,11.52µm
net189,11.52µm
net493,11.47µm
net418,11.46µm
net214,11.4µm
net549,11.4µm
m_rdata[6],11.4µm
net305,11.395µm
net637,11.395µm
net449,11.22µm
_0155_,11.18µm
_0009_,11.17µm
net482,11.04µm
net60,11.04µm
_0166_,10.98µm
net231,10.98µm
net340,10.98µm
net634,10.87µm
net673,10.81µm
m_wdata[25],10.8µm
net313,10.76µm
net454,10.76µm
net591,10.75µm
net322,10.725µm
net666,10.68µm
net328,10.62µm
s_awaddr[109],10.62µm
net543,10.605µm
net502,10.57µm
net608,10.57µm
net398,10.56µm
net447,10.56µm
net682,10.51µm
net519,10.45µm
net239,10.435µm
_0159_,10.33µm
_0200_,10.33µm
_0338_,10.32µm
net382,10.245µm
_0329_,10.2µm
net105,10.14µm
net676,10.14µm
net479,10.08µm
net693,10.08µm
m_wstrb[0],10.055µm
net351,10.03µm
net520,10.03µm
net581,9.98µm
net599,9.96µm
_0317_,9.85µm
net539,9.8µm
net590,9.73µm
_0308_,9.6µm
net84,9.6µm
net410,9.55µm
net606,9.55µm
_0268_,9.535µm
net812,9.53µm
_0136_,9.5µm
_0184_,9.49µm
net336,9.49µm
net202,9.49µm
_0084_,9.475µm
_0346_,9.475µm
net657,9.475µm
_0109_,9.37µm
m_arprot[0],9.36µm
net531,9.32µm
net578,9.32µm
_0217_,9.3µm
net226,9.285µm
net272,9.285µm
net535,9.285µm
net423,9.25µm
net517,9.225µm
m_wdata[28],9.215µm
net480,9.13µm
net385,9.12µm
net459,9.12µm
net267,9.07µm
net279,9.07µm
net433,9.07µm
net465,9.07µm
_0117_,9.045µm
_0230_,9µm
net227,8.995µm
_0187_,8.94µm
net245,8.94µm
_0165_,8.89µm
net596,8.89µm
_0206_,8.88µm
_0284_,8.88µm
net498,8.84µm
net514,8.7µm
net61,8.7µm
net564,8.7µm
net645,8.7µm
net456,8.65µm
net680,8.65µm
_0047_,8.64µm
_0215_,8.64µm
net427,8.64µm
net235,8.59µm
net343,8.59µm
_0326_,8.52µm
m_wdata[12],8.52µm
net96,8.52µm
net619,8.515µm
_0343_,8.46µm
_0160_,8.41µm
net287,8.28µm
net406,8.28µm
net553,8.28µm
s_awvalid[0],8.23µm
_0274_,8.22µm
net463,8.22µm
net521,8.175µm
_0130_,8.16µm
net392,8.16µm
net419,8.16µm
net434,8.16µm
_0304_,8.11µm
net262,8.11µm
net390,8.11µm
net597,8.11µm
net616,8.11µm
net308,8.1µm
net529,8.1µm
net82,8.1µm
_0052_,8.05µm
net592,8.04µm
_0277_,8.035µm
net353,8.025µm
_0295_,7.98µm
net241,7.98µm
_0151_,7.965µm
net211,7.92µm
net397,7.87µm
net603,7.845µm
_0012_,7.83µm
_0011_,7.82µm
net297,7.81µm
net555,7.74µm
_0041_,7.69µm
net494,7.69µm
net516,7.69µm
net541,7.69µm
net633,7.69µm
_0024_,7.68µm
net307,7.68µm
net109,7.68µm
net163,7.68µm
net545,7.68µm
_0034_,7.63µm
_0262_,7.63µm
_0301_,7.63µm
net572,7.63µm
net585,7.63µm
_0341_,7.56µm
m_wdata[8],7.535µm
m_araddr[30],7.535µm
net318,7.5µm
net408,7.495µm
_0037_,7.45µm
_0242_,7.45µm
_0287_,7.45µm
net283,7.4µm
_0190_,7.26µm
_0231_,7.26µm
net213,7.26µm
net342,7.26µm
net440,7.26µm
net453,7.26µm
net475,7.26µm
net644,7.26µm
net472,7.21µm
net601,7.21µm
_0050_,7.2µm
_0194_,7.2µm
_0210_,7.2µm
_0236_,7.2µm
m_araddr[5],7.2µm
net254,7.2µm
net490,7.2µm
net583,7.2µm
net246,7.15µm
net273,7.15µm
net281,7.15µm
net536,7.15µm
net612,7.15µm
net230,7.03µm
net486,7.02µm
net534,7.02µm
_0058_,6.97µm
net323,6.97µm
net360,6.97µm
net508,6.92µm
net689,6.91µm
_0208_,6.9µm
_0325_,6.8µm
_0229_,6.78µm
_0259_,6.78µm
_0342_,6.78µm
net187,6.78µm
_0337_,6.76µm
m_wdata[11],6.74µm
_0029_,6.73µm
_0081_,6.73µm
_0150_,6.73µm
_0154_,6.73µm
net618,6.73µm
s_bready[0],6.73µm
_0125_,6.72µm
_0093_,6.67µm
net407,6.67µm
net496,6.67µm
_0075_,6.61µm
_0302_,6.6µm
_0321_,6.6µm
_0199_,6.595µm
_0205_,6.595µm
net295,6.595µm
net359,6.595µm
net388,6.595µm
net558,6.595µm
net667,6.595µm
_0112_,6.55µm
net412,6.54µm
net65,6.54µm
net566,6.54µm
_0115_,6.49µm
net100,6.49µm
net665,6.36µm
net78,6.32µm
_0025_,6.25µm
_0240_,6.245µm
net79,6.24µm
_0096_,6.19µm
net542,6.19µm
_0108_,6.18µm
_0019_,6.12µm
_0039_,6.115µm
_0060_,6.06µm
_0002_,6.02µm
net194,6.01µm
net144,6µm
_0193_,5.95µm
_0313_,5.95µm
net303,5.95µm
_0079_,5.82µm
net451,5.82µm
net663,5.82µm
net274,5.77µm
_0089_,5.71µm
_0111_,5.71µm
_0211_,5.71µm
net614,5.71µm
net173,5.65µm
_0188_,5.64µm
net649,5.635µm
_0013_,5.54µm
net337,5.445µm
net409,5.4µm
net415,5.4µm
net326,5.375µm
_0198_,5.34µm
net312,5.34µm
net64,5.34µm
net276,5.29µm
_0104_,5.23µm
_0174_,5.23µm
net639,5.23µm
_0182_,5.16µm
_0224_,5.16µm
_0014_,5.155µm
_0105_,5.155µm
_0331_,5.155µm
_0233_,5.05µm
_0250_,5µm
net421,5µm
net428,5µm
net441,5µm
net512,5µm
net439,4.99µm
_0177_,4.92µm
_0260_,4.92µm
_0299_,4.92µm
net50,4.92µm
net540,4.92µm
_0340_,4.86µm
_0347_,4.86µm
net288,4.86µm
net437,4.86µm
net438,4.86µm
net159,4.86µm
net185,4.86µm
net658,4.86µm
_0269_,4.81µm
net647,4.81µm
_0218_,4.8µm
net371,4.75µm
net506,4.75µm
_0272_,4.68µm
net576,4.68µm
_0164_,4.675µm
_0220_,4.675µm
_0238_,4.675µm
net355,4.675µm
net574,4.675µm
net650,4.675µm
_0001_,4.58µm
_0027_,4.58µm
_0033_,4.58µm
_0214_,4.58µm
_0099_,4.57µm
_0285_,4.57µm
_0163_,4.44µm
_0171_,4.44µm
net567,4.44µm
net568,4.44µm
net625,4.44µm
_0334_,4.425µm
_0017_,4.41µm
_0244_,4.38µm
_0286_,4.38µm
net381,4.38µm
_0290_,4.32µm
net85,4.32µm
_0195_,4.27µm
net258,4.27µm
_0173_,4.26µm
_0064_,4.195µm
_0292_,4.195µm
_0223_,4.14µm
_0280_,4.14µm
_0080_,4.09µm
_0092_,4.09µm
_0168_,4.09µm
_0239_,4.09µm
_0273_,4.09µm
_0315_,4.09µm
net489,4.09µm
_0257_,4.08µm
_0344_,4.08µm
net289,4.04µm
_0192_,4.03µm
net349,4.02µm
net200,3.97µm
_0216_,3.96µm
net277,3.96µm
net285,3.96µm
net294,3.96µm
net551,3.96µm
_0261_,3.9µm
_0289_,3.9µm
net293,3.9µm
net363,3.9µm
net504,3.9µm
net635,3.9µm
net643,3.9µm
net257,3.85µm
_0010_,3.84µm
_0283_,3.78µm
net221,3.78µm
_0219_,3.72µm
_0087_,3.715µm
_0232_,3.715µm
_0271_,3.715µm
net321,3.715µm
_0241_,3.66µm
_0266_,3.655µm
_0107_,3.645µm
_0118_,3.645µm
_0152_,3.62µm
_0098_,3.61µm
_0103_,3.61µm
_0227_,3.61µm
_0296_,3.61µm
_0311_,3.61µm
_0203_,3.555µm
_0088_,3.55µm
_0228_,3.55µm
_0234_,3.55µm
_0258_,3.55µm
_0264_,3.525µm
_0005_,3.48µm
_0015_,3.48µm
_0023_,3.48µm
_0036_,3.48µm
_0113_,3.48µm
_0191_,3.48µm
_0252_,3.48µm
_0303_,3.48µm
net361,3.48µm
net59,3.48µm
_0018_,3.42µm
_0035_,3.42µm
_0057_,3.42µm
_0116_,3.42µm
_0207_,3.42µm
_0221_,3.42µm
_0235_,3.42µm
_0247_,3.42µm
_0251_,3.42µm
_0318_,3.42µm
_0319_,3.42µm
_0335_,3.42µm
net471,3.42µm
net560,3.42µm
net605,3.42µm
net640,3.42µm
_0270_,3.4µm
_0320_,3.36µm
_0222_,3.24µm
_0275_,3.21µm
_0246_,3.18µm
_0003_,3.14µm
_0043_,3.14µm
_0066_,3.13µm
_0180_,3.13µm
_0186_,3.13µm
_0281_,3.13µm
_0282_,3.13µm
_0031_,3.12µm
_0197_,3.02µm
_0094_,3µm
_0101_,3µm
_0172_,3µm
_0179_,3µm
_0185_,3µm
_0245_,3µm
_0276_,3µm
net311,3µm
net320,3µm
net347,3µm
net509,3µm
net154,3µm
net550,3µm
net654,3µm
_0073_,2.94µm
_0161_,2.94µm
_0256_,2.94µm
_0300_,2.94µm
_0305_,2.94µm
_0328_,2.94µm
net286,2.94µm
net401,2.94µm
net632,2.94µm
net646,2.94µm
net653,2.82µm
_0006_,2.76µm
_0030_,2.76µm
_0083_,2.76µm
_0204_,2.76µm
_0293_,2.76µm
_0323_,2.76µm
_0042_,2.755µm
net492,2.755µm
net607,2.755µm
_0175_,2.745µm
_0090_,2.7µm
_0253_,2.7µm
_0000_,2.66µm
_0004_,2.65µm
_0144_,2.65µm
_0312_,2.65µm
_0324_,2.65µm
_0345_,2.65µm
_0021_,2.52µm
_0022_,2.52µm
_0078_,2.52µm
_0095_,2.52µm
_0225_,2.52µm
_0330_,2.52µm
_0336_,2.52µm
net260,2.52µm
net292,2.52µm
net330,2.52µm
net383,2.52µm
net405,2.52µm
_0339_,2.455µm
net263,2.34µm
net327,2.34µm
net436,2.34µm
net586,2.34µm
net604,2.34µm
_0026_,2.28µm
_0032_,2.28µm
_0040_,2.28µm
_0074_,2.28µm
_0100_,2.28µm
_0183_,2.28µm
_0209_,2.28µm
_0213_,2.28µm
_0243_,2.28µm
_0288_,2.28µm
_0294_,2.28µm
_0310_,2.28µm
_0316_,2.28µm
_0322_,2.28µm
_0267_,2.22µm
_0067_,2.17µm
_0126_,2.07µm
net58,1.86µm
_0086_,1.8µm
_0110_,1.8µm
_0140_,1.8µm
_0147_,1.8µm
_0169_,1.8µm
_0189_,1.8µm
_0201_,1.8µm
_0237_,1.8µm
_0249_,1.8µm
_0279_,1.8µm
_0309_,1.8µm
_0327_,1.8µm
_0157_,1.64µm
