net,length_um
net929,354.51µm
net23,354.465µm
net1239,354.265µm
net588,354.04µm
net13,353.72µm
u_picorv32.pcpi_rs2\[26\],352.99µm
net1519,352.72µm
net1256,352.67µm
net1236,351.79µm
net57,349.975µm
net623,349.355µm
net837,349.1µm
_05482_,348.86µm
net1233,347.83µm
net847,347.02µm
net28,346.865µm
net1443,346.665µm
net371,346.59µm
_01615_,346.465µm
net52,346.285µm
u_picorv32.pcpi_rs2\[19\],346.245µm
net690,346.11µm
u_picorv32.picorv32_core.decoded_imm\[26\],345.86µm
net981,345.34µm
net631,344.41µm
u_picorv32.picorv32_core.decoder_trigger,344.155µm
_05021_,344.15µm
net848,343.705µm
net1019,343.54µm
net11,342.46µm
u_picorv32.pcpi_rs2\[27\],341.8µm
net20,341.6µm
net770,341.35µm
net411,341.095µm
u_picorv32.pcpi_rs2\[29\],341.02µm
net38,340.74µm
net1394,340.54µm
net141,340.275µm
net369,340.205µm
net453,339.665µm
net854,339.64µm
net393,339.395µm
net1490,337.065µm
u_picorv32.picorv32_core.latched_branch,336.865µm
clknet_5_26__leaf_clk_i,336.85µm
u_picorv32.picorv32_core.decoded_imm\[10\],336.155µm
u_picorv32.picorv32_core.decoded_imm\[8\],335.545µm
net1162,334.985µm
_02695_,334.93µm
net51,334.38µm
net323,334.295µm
_02798_,334.12µm
net933,332.35µm
net426,330.58µm
net833,329.54µm
net12,329.095µm
net1321,329.04µm
net1062,328.93µm
net703,328.87µm
net1272,328.835µm
u_picorv32.picorv32_core.decoded_imm\[27\],327.205µm
u_picorv32.picorv32_core.is_lui_auipc_jal,326.63µm
_04260_,326.34µm
net1414,326.02µm
net1252,325.05µm
u_picorv32.picorv32_core.decoded_imm\[18\],324.16µm
_05099_,324.08µm
net1150,323.55µm
net54,322.98µm
net590,322.955µm
net1325,322.625µm
net405,321.34µm
u_picorv32.picorv32_core.reg_pc\[1\],321.215µm
net50,320.6µm
net101,319.39µm
net1176,319.365µm
net1382,319.365µm
net1222,319.3µm
net714,317.075µm
net1082,316.495µm
u_picorv32.picorv32_core.decoded_imm\[25\],316.41µm
net408,314.34µm
net447,313.97µm
net482,313.4µm
net435,313.16µm
u_picorv32.picorv32_core.decoded_imm\[17\],312.93µm
_01609_,312.06µm
net773,311.405µm
u_picorv32.pcpi_rs1\[21\],311.24µm
net846,311.2µm
net818,311.175µm
net47,310.64µm
net845,309.71µm
net1226,309.625µm
_02837_,309.615µm
net1066,309.46µm
net580,309.325µm
net830,309.215µm
net489,308.77µm
_04941_,308.64µm
_01614_,308.08µm
net1192,307.83µm
net1316,307.765µm
u_picorv32.pcpi_rs2\[28\],307.35µm
net303,307.34µm
net552,307.02µm
net270,305.925µm
net792,305.8µm
net751,305.22µm
net1242,305.005µm
u_picorv32.pcpi_rs1\[27\],304.68µm
_05726_,304.58µm
net795,304.08µm
net390,303.81µm
u_picorv32.picorv32_core.decoded_imm\[19\],302.69µm
_02822_,302.64µm
net1462,301.865µm
_03350_,301.31µm
net1406,300.69µm
net1165,299.305µm
net269,299.295µm
_05778_,299.275µm
net717,299.275µm
net1071,299.21µm
net587,298.565µm
net1275,298.115µm
net982,298.055µm
u_picorv32.picorv32_core.decoded_imm\[13\],297.735µm
net828,297.345µm
net1312,296.69µm
u_picorv32.picorv32_core.decoded_imm\[15\],296.035µm
net525,295.78µm
net1383,295.57µm
net1053,295.54µm
net36,294.995µm
net1386,294.525µm
u_picorv32.picorv32_core.decoded_imm\[24\],292.99µm
_02694_,292.915µm
net1065,292.805µm
_03001_,291.925µm
u_picorv32.pcpi_rs2\[21\],290.505µm
net736,290.425µm
net1558,289.55µm
net791,288.725µm
net611,287.66µm
net852,287.605µm
_04039_,287.11µm
net1039,286.615µm
net258,286.16µm
net739,285.99µm
net103,285.37µm
net1416,285.255µm
net1461,284.86µm
net201,284.46µm
net1475,284.125µm
_05749_,283.74µm
net610,282.8µm
net368,282.38µm
_05707_,281.71µm
_05215_,281.65µm
net804,280.735µm
u_picorv32.pcpi_rs2\[31\],280.41µm
net522,279.76µm
net1016,279.5µm
net1544,279.27µm
net728,278.545µm
_01656_,278.48µm
net1164,278.3µm
net680,278.06µm
u_picorv32.picorv32_core.decoded_imm\[29\],277.15µm
net823,276.55µm
net538,276.16µm
net1231,275.885µm
net789,275.49µm
net1207,275.075µm
u_picorv32.pcpi_rs2\[24\],274.89µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],274.88µm
net240,274.82µm
net834,273.93µm
net596,273.68µm
u_picorv32.picorv32_core.decoded_imm\[12\],273.185µm
_05763_,272.765µm
net940,272.765µm
net764,272.505µm
_01613_,272.1µm
net1149,271.795µm
net210,271.62µm
net675,271.555µm
net563,271.175µm
net195,270.92µm
_05732_,270.78µm
u_picorv32.picorv32_core.reg_pc\[8\],270.615µm
net851,270.47µm
_01771_,270.245µm
net293,270.11µm
net895,270.07µm
net1040,269.895µm
u_picorv32.picorv32_core.alu_out\[18\],269.02µm
u_picorv32.pcpi_rs1\[10\],268.905µm
net1518,268.83µm
net1288,268.825µm
net1398,268.765µm
net735,268.725µm
net154,268.38µm
net1425,267.65µm
_05948_,267.37µm
net1049,267.15µm
net1279,267.13µm
net1268,267.025µm
net506,266.83µm
net1575,266.61µm
u_picorv32.picorv32_core.mem_rdata_q\[25\],266.285µm
net960,265.915µm
net1401,264.745µm
u_picorv32.pcpi_rs2\[18\],264.495µm
net1285,263.73µm
net1409,263.33µm
u_picorv32.pcpi_rs2\[15\],263µm
net1434,262.74µm
net1118,262.67µm
net1304,262.385µm
net859,262.335µm
net290,262.19µm
_05571_,262.16µm
net247,262.03µm
net495,261.71µm
net902,261.65µm
net1148,261.61µm
net1269,261.585µm
_03904_,261.31µm
_05593_,261.09µm
net291,260.7µm
_05890_,260.65µm
net591,260.375µm
_04956_,260.3µm
_02827_,260.1µm
net1145,260.085µm
_05009_,259.975µm
_05758_,259.36µm
net1400,259.355µm
net1389,259.16µm
net1559,258.655µm
net222,258.55µm
clknet_leaf_82_clk_i,258.52µm
_05112_,258.13µm
net1084,257.92µm
net761,257.755µm
net1141,257.495µm
net884,257.065µm
net958,256.91µm
net800,256.485µm
u_picorv32.pcpi_rs1\[29\],256.23µm
clknet_5_20__leaf_clk_i,256.185µm
net1527,256.025µm
net288,255.96µm
net1427,255.89µm
net1397,255.125µm
net287,255µm
net228,254.3µm
u_picorv32.picorv32_core.reg_pc\[21\],253.76µm
_04129_,253.465µm
_05737_,253.28µm
net946,253.22µm
net952,253.205µm
clknet_leaf_69_clk_i,253.09µm
net1347,252.83µm
net1437,252.795µm
u_picorv32.picorv32_core.reg_out\[26\],252.585µm
net1413,251.86µm
net936,251.7µm
net1151,251.405µm
net986,251.395µm
_04109_,250.955µm
net1050,250.31µm
net826,250.17µm
_05202_,250µm
net1420,249.28µm
u_picorv32.picorv32_core.latched_rd\[2\],248.865µm
net730,248.855µm
net1014,248.705µm
net827,248.485µm
net225,248.09µm
net1052,248.005µm
net1274,247.36µm
net481,247.24µm
u_picorv32.picorv32_core.mem_rdata_q\[24\],247.085µm
net1123,246.925µm
clknet_5_24__leaf_clk_i,246.92µm
u_picorv32.picorv32_core.reg_out\[24\],246.85µm
net753,246.64µm
net1421,246.49µm
net289,246.385µm
net461,246.215µm
net996,246.055µm
net683,245.94µm
net292,245.905µm
net306,245.425µm
_04528_,245.185µm
_01970_,244.72µm
net452,244.34µm
net1229,244.22µm
net974,243.755µm
net597,243.685µm
net969,243.125µm
_05047_,243.12µm
net947,242.78µm
net824,242.68µm
net857,242.27µm
net1220,242.255µm
net1282,242.245µm
net1227,241.84µm
u_picorv32.pcpi_rs2\[30\],241.83µm
net1170,241.585µm
net1169,241.275µm
net893,241.2µm
u_picorv32.picorv32_core.latched_rd\[0\],241.14µm
net945,241.14µm
net478,241.03µm
net1314,240.995µm
net1276,240.77µm
clknet_5_5__leaf_clk_i,240.745µm
u_picorv32.pcpi_rs2\[16\],240.465µm
net1299,240.355µm
net1001,239.925µm
net1030,239.885µm
net1034,239.455µm
net1111,239.44µm
u_picorv32.picorv32_core.decoded_imm\[31\],238.925µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],238.525µm
u_picorv32.pcpi_rs2\[14\],238.31µm
net822,238.1µm
_05787_,237.61µm
u_picorv32.picorv32_core.reg_pc\[20\],237.515µm
net1324,237.395µm
_05495_,237.325µm
net1457,237.32µm
net1448,237.1µm
net1092,237.075µm
net1453,236.64µm
net1426,236.475µm
u_picorv32.picorv32_core.is_alu_reg_imm,236.45µm
net1025,236.365µm
net1571,236.11µm
net441,235.96µm
u_picorv32.picorv32_core.latched_rd\[3\],235.93µm
net1428,235.915µm
net1265,235.725µm
_05478_,235.7µm
_05522_,234.86µm
net677,234.585µm
net1534,234.575µm
net1262,234.345µm
net1465,234.235µm
net715,233.81µm
net1261,233.39µm
_05545_,233.35µm
net1195,233.32µm
net898,233.29µm
net998,233.15µm
net1029,232.675µm
net856,232.26µm
net1155,232.22µm
net1348,232.16µm
u_picorv32.picorv32_core.reg_pc\[31\],231.985µm
net1297,231.535µm
_03995_,231.14µm
clknet_5_29__leaf_clk_i,231.095µm
_02921_,230.96µm
_05510_,230.73µm
net259,230.65µm
clknet_5_30__leaf_clk_i,230.495µm
net607,230.49µm
net1546,230.195µm
net1586,230.16µm
net241,230.11µm
net1538,230.05µm
net734,229.85µm
net704,229.64µm
net1438,229.57µm
_05125_,229.03µm
net978,228.75µm
net973,228.72µm
u_picorv32.pcpi_rs2\[9\],228.545µm
clknet_5_8__leaf_clk_i,228.39µm
net1264,228.34µm
clknet_5_27__leaf_clk_i,228.2µm
net253,228.15µm
net836,227.66µm
net663,227.44µm
clknet_5_4__leaf_clk_i,227.32µm
_00030_,227.26µm
net1241,227.135µm
u_picorv32.picorv32_core.latched_rd\[4\],227.1µm
net318,226.99µm
net1430,226.99µm
net782,226.955µm
net1122,226.305µm
net471,225.835µm
net964,225.47µm
net948,225.205µm
net1444,224.765µm
net264,224.6µm
u_picorv32.pcpi_rs2\[17\],224.495µm
net762,224.19µm
u_picorv32.picorv32_core.reg_pc\[17\],224.125µm
net494,224.115µm
clknet_5_31__leaf_clk_i,223.87µm
_02972_,223.77µm
net1228,223.6µm
_02796_,223.58µm
u_picorv32.picorv32_core.reg_out\[23\],223.415µm
_02969_,223.2µm
net1435,222.035µm
net1003,221.725µm
_05800_,221.7µm
u_picorv32.pcpi_rs2\[25\],221.61µm
u_picorv32.pcpi_rs1\[2\],221.495µm
net839,220.955µm
net1234,220.85µm
_03849_,220.58µm
net925,220.395µm
net1521,220.275µm
net1104,220.14µm
_01420_,219.19µm
net1277,219.11µm
u_picorv32.picorv32_core.reg_pc\[14\],219µm
net1335,218.93µm
net517,218.83µm
clknet_leaf_57_clk_i,218.785µm
u_picorv32.axi_adapter.mem_instr,218.625µm
net380,218.295µm
clknet_5_0__leaf_clk_i,218.285µm
net554,217.185µm
net977,217.165µm
net1449,217.14µm
net546,216.9µm
_04737_,216.72µm
net662,216.58µm
net695,216.525µm
net1017,216.475µm
net970,216.13µm
net561,216.055µm
net419,215.985µm
net1270,215.855µm
net961,215.785µm
net702,215.78µm
u_picorv32.picorv32_core.decoded_imm\[6\],215.32µm
net1419,215.285µm
clknet_5_16__leaf_clk_i,215.035µm
net234,213.595µm
net758,213.095µm
net1440,212.66µm
net1237,212.245µm
net983,212.135µm
clknet_5_18__leaf_clk_i,212.035µm
net275,211.995µm
net439,211.84µm
net910,211.75µm
net1026,211.745µm
net815,211.69µm
net1432,211.675µm
net950,210.995µm
net1051,210.945µm
u_picorv32.picorv32_core.instr_jalr,210.715µm
net1470,210.555µm
net1568,210.535µm
net935,210.23µm
net674,210.22µm
net932,210.16µm
net1302,209.575µm
_05280_,209.455µm
clknet_leaf_80_clk_i,209.255µm
_02974_,209.235µm
net1214,209.235µm
net1008,209.145µm
net992,209.005µm
net1225,208.955µm
net699,208.645µm
clknet_leaf_81_clk_i,208.53µm
u_picorv32.pcpi_rs2\[5\],208.355µm
net955,208.295µm
clknet_leaf_78_clk_i,208.165µm
net1020,207.905µm
net1033,207.85µm
clknet_leaf_97_clk_i,207.62µm
_01697_,207.565µm
net954,207.08µm
net1310,207.065µm
net1107,206.99µm
u_picorv32.picorv32_core.decoded_imm\[0\],206.605µm
clknet_leaf_63_clk_i,206.375µm
net1010,205.905µm
_05896_,205.875µm
clknet_5_1__leaf_clk_i,205.785µm
net1271,205.72µm
u_picorv32.pcpi_rs2\[13\],205.715µm
clknet_5_15__leaf_clk_i,205.7µm
net1293,205.61µm
_01962_,205.25µm
net711,205.035µm
net1045,205.005µm
net921,204.99µm
net1089,204.93µm
_01967_,204.83µm
_02615_,204.73µm
net1175,204.7µm
net1467,204.08µm
net831,204.025µm
net1326,203.67µm
clknet_5_25__leaf_clk_i,203.585µm
net707,203.57µm
net1000,203.245µm
net1452,203.23µm
net989,202.92µm
clknet_5_7__leaf_clk_i,202.88µm
net909,202.625µm
net765,202.37µm
net888,202.245µm
net1456,202.2µm
_02864_,202.15µm
net1188,202.14µm
net1101,201.99µm
net984,201.975µm
_05405_,201.67µm
clknet_leaf_47_clk_i,201.635µm
net1273,201.585µm
net608,201.49µm
net1415,201.345µm
clknet_5_9__leaf_clk_i,201.28µm
clknet_leaf_27_clk_i,201.22µm
net760,201.095µm
net1532,200.57µm
net1533,200.375µm
u_picorv32.pcpi_rs2\[4\],200.205µm
net1218,200.205µm
net939,200.115µm
net723,200.1µm
net885,200.08µm
_01704_,200.04µm
clknet_leaf_12_clk_i,199.79µm
net700,199.77µm
net179,199.74µm
net1061,199.73µm
clknet_leaf_19_clk_i,199.55µm
net966,199.465µm
clknet_leaf_92_clk_i,199.405µm
net1167,199.205µm
net1119,199.06µm
_03948_,198.97µm
_03004_,198.29µm
u_picorv32.picorv32_core.reg_out\[22\],198.18µm
net1442,198.125µm
net595,198.12µm
net3261,198.115µm
net1549,197.95µm
net1447,197.845µm
net1143,197.56µm
_01935_,197.33µm
_01931_,197.1µm
u_picorv32.picorv32_core.latched_rd\[1\],196.96µm
net1556,196.92µm
net811,196.89µm
clknet_leaf_91_clk_i,196.89µm
net943,196.82µm
net788,196.72µm
net941,196.6µm
net1100,196.56µm
clknet_leaf_72_clk_i,196.555µm
net1537,196.415µm
net1471,196.21µm
clknet_leaf_128_clk_i,196.095µm
net727,196.01µm
net1191,195.955µm
net1295,195.485µm
_02915_,195.3µm
net1088,194.78µm
u_picorv32.pcpi_rs2\[0\],194.72µm
clknet_leaf_54_clk_i,194.715µm
_01775_,194.405µm
net676,194.405µm
net1022,194.38µm
net920,194.275µm
net829,194.265µm
net696,194.26µm
net1445,194.165µm
net399,194.12µm
u_picorv32.pcpi_rs1\[4\],193.87µm
net1523,193.855µm
_02965_,193.15µm
net957,193.14µm
u_picorv32.picorv32_core.reg_out\[19\],193.03µm
net865,192.845µm
net813,192.825µm
clknet_5_13__leaf_clk_i,192.775µm
clknet_leaf_3_clk_i,192.72µm
clknet_leaf_11_clk_i,192.665µm
_05415_,192.6µm
_02911_,192.5µm
u_picorv32.picorv32_core.decoded_imm\[5\],192.37µm
net754,192.36µm
net1028,192.245µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],191.675µm
net1451,191.55µm
net672,191.375µm
_05466_,191.11µm
net1322,191.085µm
net835,190.935µm
clknet_5_19__leaf_clk_i,190.89µm
_04064_,190.69µm
clknet_5_17__leaf_clk_i,190.525µm
_05352_,190.5µm
net1480,190.43µm
net309,190.02µm
_05384_,189.92µm
net1069,189.86µm
net796,189.62µm
_05332_,189.54µm
clknet_leaf_129_clk_i,189.4µm
clknet_5_23__leaf_clk_i,189.4µm
net1086,189.305µm
net993,188.89µm
net1115,188.615µm
u_picorv32.picorv32_core.count_cycle\[61\],188.595µm
net1177,188.245µm
net785,188.24µm
u_picorv32.picorv32_core.decoded_imm_j\[13\],188.105µm
clknet_5_22__leaf_clk_i,187.75µm
_05345_,187.68µm
u_picorv32.picorv32_core.instr_ori,187.635µm
net671,187.46µm
net738,187.43µm
net1206,187.39µm
net991,186.73µm
net1550,186.63µm
clknet_leaf_123_clk_i,186.58µm
clknet_leaf_108_clk_i,186.575µm
net1554,186.13µm
clknet_leaf_126_clk_i,185.92µm
u_picorv32.picorv32_core.reg_pc\[13\],185.865µm
net896,185.75µm
_04193_,185.65µm
_05190_,185.31µm
clknet_leaf_51_clk_i,184.945µm
net1455,184.895µm
net1243,184.755µm
clknet_leaf_86_clk_i,184.315µm
_05373_,184.02µm
u_picorv32.picorv32_core.reg_pc\[30\],183.885µm
_04672_,183.865µm
u_picorv32.pcpi_rs1\[1\],183.8µm
u_picorv32.picorv32_core.reg_pc\[19\],183.305µm
net972,183.145µm
net1423,182.96µm
clknet_leaf_18_clk_i,182.855µm
_03339_,182.745µm
u_picorv32.picorv32_core.decoded_imm_j\[12\],182.655µm
net1215,182.525µm
net875,182.3µm
_01919_,182.2µm
_02832_,182.17µm
u_picorv32.picorv32_core.decoded_imm_j\[5\],181.96µm
_02899_,181.95µm
clknet_leaf_117_clk_i,181.95µm
_02990_,181.87µm
u_picorv32.picorv32_core.reg_pc\[6\],181.795µm
net994,181.63µm
net803,181.57µm
u_picorv32.pcpi_rs2\[8\],181.33µm
net1531,180.76µm
clknet_leaf_70_clk_i,180.595µm
u_picorv32.picorv32_core.decoded_imm\[3\],180.235µm
clknet_5_2__leaf_clk_i,180.13µm
u_picorv32.pcpi_rs1\[28\],180.09µm
u_picorv32.picorv32_core.alu_out_q\[17\],179.88µm
clknet_leaf_113_clk_i,179.825µm
clknet_leaf_119_clk_i,179.78µm
net1012,179.44µm
u_picorv32.picorv32_core.instr_or,179.31µm
clknet_leaf_56_clk_i,179.285µm
net942,179.05µm
net490,179.04µm
clknet_leaf_66_clk_i,178.95µm
net3244,178.89µm
clknet_leaf_76_clk_i,178.77µm
clknet_leaf_88_clk_i,178.77µm
net1246,178.71µm
net783,178.7µm
u_picorv32.picorv32_core.latched_stalu,178.555µm
net1201,178.51µm
_01920_,178.48µm
_02983_,178.405µm
net629,178.405µm
net1240,178.26µm
net268,178.125µm
clknet_leaf_115_clk_i,178.1µm
net1072,178.085µm
clknet_leaf_112_clk_i,177.99µm
net1163,177.945µm
_05748_,177.91µm
u_picorv32.pcpi_rs2\[7\],177.905µm
net1476,177.87µm
net1478,177.715µm
u_picorv32.pcpi_rs1\[0\],177.57µm
clknet_leaf_121_clk_i,177.455µm
net1509,177.335µm
net1494,177.32µm
_05060_,177.3µm
_02991_,177.22µm
u_picorv32.picorv32_core.decoded_imm\[4\],177.095µm
_05776_,176.94µm
clknet_leaf_93_clk_i,176.77µm
net1381,176.755µm
clknet_leaf_40_clk_i,176.755µm
net628,176.715µm
_02938_,176.695µm
net1292,176.36µm
_02345_,176.32µm
net1172,176.305µm
net1291,175.825µm
net664,175.645µm
net892,175.34µm
clknet_leaf_125_clk_i,175.03µm
net1486,174.715µm
clknet_leaf_22_clk_i,174.675µm
net3237,174.54µm
net879,174.185µm
net493,173.935µm
clknet_leaf_15_clk_i,173.925µm
net1121,173.91µm
net745,173.77µm
clknet_leaf_32_clk_i,173.735µm
net1223,173.675µm
u_picorv32.picorv32_core.mem_wordsize\[1\],173.61µm
net1525,173.595µm
net1566,173.455µm
clknet_leaf_116_clk_i,173.33µm
clknet_leaf_10_clk_i,173.295µm
clknet_5_21__leaf_clk_i,173.23µm
net3246,173.12µm
clknet_leaf_24_clk_i,172.995µm
u_picorv32.picorv32_core.reg_out\[20\],172.95µm
net706,172.905µm
clknet_leaf_55_clk_i,172.505µm
net1441,172.49µm
net701,172.415µm
net1320,172.225µm
u_picorv32.picorv32_core.is_lb_lh_lw_lbu_lhu,172.205µm
u_picorv32.picorv32_core.alu_out\[31\],171.86µm
clknet_leaf_99_clk_i,171.745µm
u_picorv32.picorv32_core.latched_is_lb,171.675µm
clknet_leaf_96_clk_i,171.545µm
clknet_leaf_133_clk_i,171.045µm
clknet_leaf_52_clk_i,170.92µm
