net,length_um
s_wdata\[121\],496.81µm
s_rready\[0\],496.285µm
s_arready\[3\],494.945µm
s_rdata\[60\],494.9µm
cpu_awaddr\[18\],493.19µm
s_araddr\[39\],492.845µm
s_rdata\[116\],491.205µm
s_araddr\[49\],491.05µm
s_rdata\[100\],490.865µm
s_rdata\[61\],488.65µm
cpu_rdata\[25\],487.995µm
s_arvalid\[1\],487.33µm
s_araddr\[61\],487.09µm
s_awaddr\[100\],483.355µm
s_rdata\[47\],480.535µm
s_rvalid\[1\],478.67µm
s_araddr\[62\],477.73µm
s_wdata\[105\],476.395µm
cpu_awaddr\[19\],476.15µm
s_wdata\[107\],475.175µm
s_awaddr\[44\],474.27µm
s_awready\[3\],471.83µm
s_rdata\[55\],471.25µm
s_rresp\[2\],469.155µm
s_araddr\[105\],469.005µm
cpu_awaddr\[16\],468.67µm
cpu_wdata\[25\],468.07µm
s_awaddr\[108\],466.99µm
s_wdata\[108\],465.11µm
cpu_awaddr\[0\],463.91µm
s_awaddr\[111\],463.63µm
s_araddr\[47\],462.95µm
s_wdata\[49\],462.935µm
s_wdata\[58\],460.815µm
s_awaddr\[110\],460.19µm
spi_sclk,460.14µm
s_wdata\[46\],458.775µm
cpu_rdata\[22\],457.735µm
s_awaddr\[126\],457.575µm
s_wdata\[34\],456.09µm
cpu_rdata\[26\],455.115µm
cpu_awaddr\[17\],454.79µm
cpu_wdata\[14\],452.575µm
s_wdata\[48\],451.695µm
cpu_wdata\[24\],450.765µm
gpio1_dir[6],449.675µm
cpu_wdata\[29\],448.605µm
s_araddr\[51\],446.89µm
cpu_awaddr\[12\],446.75µm
cpu_rdata\[24\],446.36µm
s_wdata\[104\],445.935µm
s_awaddr\[40\],444.35µm
s_wdata\[124\],444.335µm
s_awaddr\[41\],443.755µm
s_awaddr\[109\],443.23µm
cpu_wdata\[12\],442.75µm
s_wdata\[40\],442.295µm
cpu_awaddr\[14\],442.07µm
s_awaddr\[127\],441.95µm
s_wdata\[41\],441.695µm
s_araddr\[36\],441.235µm
s_rdata\[63\],441.17µm
s_wdata\[116\],438.775µm
s_awaddr\[125\],438.11µm
s_rresp\[3\],437.655µm
cpu_wdata\[31\],437.51µm
cpu_awaddr\[15\],434.27µm
s_wdata\[122\],433.655µm
s_wdata\[62\],431.01µm
s_awaddr\[32\],427.55µm
s_awaddr\[115\],426.67µm
s_wdata\[103\],424.175µm
s_awaddr\[113\],422.99µm
s_wstrb\[13\],416.835µm
s_awaddr\[114\],416.39µm
s_awaddr\[124\],414.23µm
s_wdata\[43\],412.775µm
s_awaddr\[43\],411.335µm
cpu_awaddr\[8\],410.95µm
gpio1_out[23],410.325µm
s_awvalid\[3\],409.07µm
s_araddr\[34\],406.19µm
s_wready\[3\],405.315µm
cpu_wdata\[9\],403.375µm
s_wvalid\[3\],401.075µm
cpu_wdata\[4\],399.805µm
cpu_wdata\[1\],397.515µm
s_rdata\[41\],396.83µm
cpu_awaddr\[28\],396.71µm
cpu_wdata\[8\],395.375µm
cpu_rdata\[28\],394.755µm
s_araddr\[100\],394.745µm
cpu_rdata\[29\],394.28µm
cpu_awaddr\[29\],391.43µm
s_awaddr\[39\],386.775µm
s_araddr\[33\],385.31µm
gpio1_out[19],384.885µm
cpu_awaddr\[30\],383.67µm
gpio1_out[12],383.205µm
cpu_rdata\[31\],380.935µm
s_wdata\[110\],379.475µm
cpu_awaddr\[31\],377.71µm
s_wdata\[113\],376.865µm
gpio1_dir[24],376.725µm
s_wstrb\[14\],375.67µm
gpio1_out[31],374.915µm
s_awaddr\[105\],374.595µm
s_wdata\[112\],373.925µm
gpio1_dir[20],373.725µm
gpio1_out[14],373.365µm
gpio1_dir[7],373.005µm
s_awaddr\[36\],371.775µm
gpio1_out[11],371.325µm
cpu_wdata\[16\],370.895µm
s_wdata\[35\],369.87µm
s_wdata\[97\],368.95µm
s_wdata\[111\],368.835µm
s_araddr\[99\],368.815µm
gpio1_dir[13],367.845µm
s_awaddr\[34\],367.41µm
gpio1_dir[0],366.285µm
gpio1_dir[28],363.765µm
s_wdata\[123\],362.585µm
cpu_wdata\[17\],360.695µm
s_wstrb\[4\],359.535µm
s_wdata\[53\],359.37µm
gpio1_in[28],358.605µm
gpio1_out[27],358.475µm
s_awaddr\[112\],357.975µm
gpio1_dir[1],357.635µm
gpio1_out[24],355.595µm
gpio1_in[27],354.43µm
gpio1_dir[17],354.045µm
s_wdata\[50\],352.93µm
s_wdata\[100\],351.555µm
cpu_awaddr\[22\],351.01µm
cpu_wvalid,350.51µm
gpio1_dir[22],348.765µm
s_awaddr\[99\],348.42µm
gpio1_dir[21],343.605µm
s_awaddr\[106\],340.995µm
s_wdata\[101\],340.755µm
gpio1_in[5],340.41µm
cpu_wdata\[11\],339.455µm
gpio1_in[23],337.845µm
gpio1_dir[3],337.715µm
s_wdata\[120\],336.565µm
gpio1_out[9],335.925µm
gpio1_dir[30],335.445µm
s_wdata\[119\],332.325µm
cpu_rdata\[27\],330.135µm
gpio1_out[6],329.195µm
cpu_awaddr\[25\],328.55µm
gpio1_dir[25],328.125µm
cpu_awaddr\[20\],328.07µm
gpio1_out[21],327.165µm
cpu_awaddr\[23\],326.51µm
gpio1_in[11],324.91µm
gpio1_in[20],324.045µm
gpio1_out[26],323.195µm
cpu_wdata\[27\],322.175µm
cpu_awaddr\[26\],321.79µm
gpio1_in[31],320.075µm
s_wdata\[106\],318.915µm
gpio1_out[28],318.395µm
gpio1_in[8],318.05µm
gpio1_in[15],316.675µm
s_wdata\[115\],315.795µm
gpio1_dir[4],315.155µm
gpio1_in[29],312.525µm
s_wstrb\[15\],312.195µm
gpio1_in[4],311.795µm
s_wdata\[125\],310.275µm
gpio1_out[2],310.235µm
gpio1_out[22],310.115µm
cpu_awaddr\[21\],308.71µm
gpio1_dir[31],306.635µm
cpu_rdata\[30\],305.775µm
cpu_awaddr\[27\],303.07µm
s_awaddr\[38\],302.01µm
gpio1_in[2],301.305µm
gpio1_out[17],301.115µm
gpio1_dir[26],300.995µm
gpio1_dir[11],300.875µm
gpio1_dir[14],299.925µm
gpio1_dir[8],299.675µm
gpio1_out[3],298.595µm
gpio1_out[20],297.275µm
gpio1_out[30],294.275µm
gpio1_out[13],293.565µm
cpu_wdata\[26\],290.935µm
cpu_awaddr\[24\],289.31µm
gpio1_out[16],285.875µm
gpio1_out[7],282.275µm
cpu_wdata\[22\],277.275µm
gpio1_dir[19],276.635µm
s_awaddr\[37\],276.09µm
gpio1_dir[15],275.315µm
gpio1_in[1],275.195µm
gpio1_out[10],273.995µm
gpio1_in[18],273.31µm
cpu_wready,272.52µm
gpio1_out[29],270.635µm
gpio1_dir[9],269.555µm
gpio1_dir[29],268.595µm
s_awaddr\[33\],266.73µm
gpio1_in[24],266.36µm
cpu_wdata\[30\],264.93µm
gpio1_in[0],264.62µm
gpio1_out[18],264.275µm
gpio1_dir[23],261.995µm
gpio1_in[26],261.395µm
gpio1_out[25],260.915µm
cpu_wdata\[28\],260.615µm
gpio1_in[19],257.83µm
gpio1_in[30],256.785µm
gpio1_dir[27],256.595µm
gpio1_dir[5],256.475µm
gpio1_out[5],254.315µm
gpio1_dir[10],252.035µm
gpio1_in[13],243.305µm
gpio1_out[4],243.035µm
gpio1_dir[16],242.675µm
gpio1_in[12],240.105µm
spi_cs_n,237.94µm
gpio1_out[0],233.555µm
gpio1_in[22],233.505µm
gpio1_dir[18],232.835µm
gpio1_out[1],231.995µm
gpio1_dir[12],231.275µm
gpio1_dir[2],227.555µm
gpio1_in[6],224.615µm
gpio1_out[15],219.395µm
cpu_awprot\[1\],219.11µm
gpio1_in[14],212.455µm
gpio1_in[25],211.61µm
cpu_awprot\[2\],210.21µm
cpu_wstrb\[0\],206.975µm
gpio1_in[10],206.445µm
gpio1_in[21],202.65µm
cpu_wdata\[3\],201.57µm
gpio1_in[16],200.9µm
spi_mosi,193.665µm
gpio1_out[8],190.835µm
gpio1_in[17],186.11µm
cpu_wdata\[13\],182.37µm
gpio1_in[7],176.325µm
gpio1_in[3],174.395µm
gpio1_in[9],171.85µm
cpu_wdata\[0\],147.59µm
cpu_wdata\[6\],145.715µm
cpu_wdata\[2\],141.09µm
cpu_wdata\[21\],116.13µm
cpu_wdata\[18\],113.93µm
