Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_156_1235,VDD,Metal1,599.0400,608.5800,1.199925
FILLER_156_1231,VDD,Metal1,597.6110,607.9830,1.199925
FILLER_156_1224,VDD,Metal1,594.9690,607.9810,1.199925
FILLER_156_1217,VDD,Metal1,591.6090,607.9810,1.199925
FILLER_156_1210,VDD,Metal1,588.2490,607.9810,1.199925
FILLER_156_1203,VDD,Metal1,584.8890,607.9810,1.199925
FILLER_156_1196,VDD,Metal1,581.5290,607.9810,1.199925
FILLER_156_1189,VDD,Metal1,578.1690,607.9810,1.199925
FILLER_156_1175,VDD,Metal1,570.0000,608.5800,1.199933
FILLER_156_1173,VDD,Metal1,569.2800,608.5800,1.199933
FILLER_156_1159,VDD,Metal1,562.3200,608.5800,1.199951
FILLER_156_1157,VDD,Metal1,561.6000,608.5800,1.199951
FILLER_156_1142,VDD,Metal1,554.4000,608.5800,1.199977
FILLER_156_1109,VDD,Metal1,538.5600,608.5800,1.199940
FILLER_156_1095,VDD,Metal1,531.6000,608.5800,1.199917
FILLER_156_1077,VDD,Metal1,522.9600,608.5800,1.199901
FILLER_156_1067,VDD,Metal1,518.1600,608.5800,1.199896
FILLER_156_1065,VDD,Metal1,517.4400,608.5800,1.199896
FILLER_156_1050,VDD,Metal1,510.2400,608.5800,1.199895
FILLER_156_1019,VDD,Metal1,495.1200,608.5800,1.199919
FILLER_156_1005,VDD,Metal1,488.4000,608.5800,1.199940
FILLER_156_987,VDD,Metal1,479.7600,608.5800,1.199976
FILLER_156_985,VDD,Metal1,479.0400,608.5800,1.199976
FILLER_156_970,VDD,Metal1,471.8400,608.5800,1.199969
FILLER_156_965,VDD,Metal1,469.2000,608.5800,1.199959
FILLER_156_951,VDD,Metal1,462.4800,608.5800,1.199932
FILLER_156_949,VDD,Metal1,461.7600,608.5800,1.199932
FILLER_156_935,VDD,Metal1,454.8000,608.5800,1.199914
FILLER_156_933,VDD,Metal1,454.0800,608.5800,1.199914
FILLER_156_919,VDD,Metal1,447.1200,608.5800,1.199904
FILLER_156_917,VDD,Metal1,446.4000,608.5800,1.199904
FILLER_156_903,VDD,Metal1,439.4400,608.5800,1.199901
FILLER_156_901,VDD,Metal1,438.7200,608.5800,1.199901
FILLER_156_887,VDD,Metal1,431.7600,608.5800,1.199905
FILLER_156_885,VDD,Metal1,431.0400,608.5800,1.199905
FILLER_156_871,VDD,Metal1,424.0800,608.5800,1.199916
FILLER_156_869,VDD,Metal1,423.3600,608.5800,1.199916
FILLER_156_855,VDD,Metal1,416.4000,608.5800,1.199935
FILLER_156_853,VDD,Metal1,415.6800,608.5800,1.199935
FILLER_156_843,VDD,Metal1,410.6400,608.5800,1.199951
FILLER_156_841,VDD,Metal1,409.9200,608.5800,1.199951
FILLER_156_827,VDD,Metal1,402.9600,608.5800,1.199961
FILLER_156_825,VDD,Metal1,402.2400,608.5800,1.199985
FILLER_156_807,VDD,Metal1,393.3600,608.5800,1.199963
FILLER_156_805,VDD,Metal1,392.6400,608.5800,1.199963
FILLER_156_791,VDD,Metal1,385.6800,608.5800,1.199941
FILLER_156_789,VDD,Metal1,384.9600,608.5800,1.199941
FILLER_156_779,VDD,Metal1,379.9200,608.5800,1.199930
FILLER_156_777,VDD,Metal1,379.2000,608.5800,1.199930
FILLER_156_763,VDD,Metal1,372.2400,608.5800,1.199918
FILLER_156_761,VDD,Metal1,371.5200,608.5800,1.199918
FILLER_156_746,VDD,Metal1,364.3200,608.5800,1.199914
FILLER_156_732,VDD,Metal1,357.3600,608.5800,1.199913
FILLER_156_730,VDD,Metal1,356.6400,608.5800,1.199913
FILLER_156_710,VDD,Metal1,347.0400,608.5800,1.199916
FILLER_156_673,VDD,Metal1,330.4890,607.9810,1.199934
FILLER_156_646,VDD,Metal1,316.3200,608.5800,1.199869
FILLER_156_639,VDD,Metal1,314.1690,607.9810,1.199867
FILLER_156_634,VDD,Metal1,310.3200,608.5800,1.199785
FILLER_156_623,VDD,Metal1,306.4890,607.9810,1.199779
FILLER_156_618,VDD,Metal1,302.6400,608.5800,1.199737
FILLER_156_611,VDD,Metal1,300.7290,607.9810,1.199736
FILLER_156_591,VDD,Metal1,289.9200,608.5800,1.199612
FILLER_156_586,VDD,Metal1,287.2800,608.5800,1.199598
FILLER_156_582,VDD,Metal1,286.0910,607.9830,1.199591
FILLER_156_575,VDD,Metal1,283.4490,607.9810,1.199588
FILLER_156_570,VDD,Metal1,279.6000,608.5800,1.199581
FILLER_156_566,VDD,Metal1,278.4110,607.9830,1.199583
FILLER_156_559,VDD,Metal1,275.7690,607.9810,1.199584
FILLER_156_551,VDD,Metal1,271.2110,607.9830,1.199609
FILLER_156_544,VDD,Metal1,268.5690,607.9810,1.199613
FILLER_156_534,VDD,Metal1,262.5600,608.5800,1.199692
FILLER_156_527,VDD,Metal1,260.4090,607.9810,1.199693
FILLER_156_522,VDD,Metal1,256.5600,608.5800,1.199757
FILLER_156_518,VDD,Metal1,255.3710,607.9830,1.199779
FILLER_156_511,VDD,Metal1,252.7290,607.9810,1.199788
FILLER_156_506,VDD,Metal1,248.8800,608.5800,1.199821
FILLER_156_504,VDD,Metal1,248.1600,608.5800,1.199956
FILLER_156_499,VDD,Metal1,245.5200,608.5800,1.199926
FILLER_156_495,VDD,Metal1,244.3310,607.9830,1.199895
FILLER_156_490,VDD,Metal1,241.2000,608.5800,1.199803
FILLER_156_486,VDD,Metal1,240.0110,607.9830,1.199777
FILLER_156_479,VDD,Metal1,237.3690,607.9810,1.199765
FILLER_156_474,VDD,Metal1,233.5200,608.5800,1.199690
