net,length_um
u_picorv32.picorv32_core.decoded_imm\[20\],414.155µm
net100,413.89µm
_01638_,413.62µm
net1248,412.32µm
net1208,411.42µm
_02685_,411.25µm
net734,410.995µm
net1244,410.7µm
_00003_,410.675µm
net16,409.94µm
net1000,409.15µm
net1395,407.59µm
net72,407.325µm
net1329,405.895µm
net1420,404.335µm
net740,404.07µm
net352,402.155µm
net935,399.145µm
net710,399.085µm
net71,398.77µm
u_picorv32.picorv32_core.cpu_state\[4\],398.39µm
net815,397.78µm
net739,397.08µm
net1151,396.575µm
net811,395.09µm
net383,393.875µm
net274,393.21µm
u_picorv32.pcpi_rs2\[7\],393.16µm
_04109_,392.915µm
net1253,389.685µm
net1026,389.55µm
net810,389.16µm
net1155,389.04µm
net408,386.48µm
net309,386.455µm
net534,385.025µm
net555,384.215µm
u_picorv32.picorv32_core.decoded_imm\[14\],384.16µm
net707,384.145µm
net800,384.055µm
net683,383.95µm
net103,383.41µm
net741,381.215µm
net424,381.19µm
u_picorv32.pcpi_rs2\[13\],381.175µm
net311,380.435µm
net1250,380.34µm
net1261,379.865µm
net17,378.405µm
_03023_,377.83µm
net410,375.42µm
u_picorv32.picorv32_core.decoded_imm\[12\],373.905µm
net385,373.525µm
net1017,372.59µm
_02880_,371.885µm
net1025,370.135µm
_02928_,367.08µm
u_picorv32.pcpi_rs2\[17\],366.875µm
net1240,366.225µm
net631,365.03µm
_00007_,364.76µm
net1252,364.25µm
net1288,363.32µm
net464,363.255µm
net918,363.03µm
net354,362.905µm
net611,362.89µm
net808,362.57µm
u_picorv32.picorv32_core.decoded_imm\[23\],361.24µm
_01617_,360.37µm
net1263,359.995µm
net1245,359.95µm
u_picorv32.picorv32_core.mem_rdata_q\[27\],359.635µm
net1299,359.45µm
net940,358.745µm
u_picorv32.picorv32_core.decoded_imm\[5\],358.265µm
net322,358.26µm
net895,358.145µm
net836,356.89µm
_05557_,355.93µm
net426,355.55µm
net694,354.085µm
u_picorv32.picorv32_core.decoded_imm\[7\],352.59µm
net1300,352.5µm
_01689_,352.48µm
net74,351.83µm
net786,351.075µm
net664,350.915µm
net76,350.65µm
net847,350.625µm
net812,349.35µm
net1167,349.085µm
net684,349.03µm
net884,347.86µm
net742,347.705µm
net452,347.625µm
net1365,344.275µm
_04941_,344.16µm
net1207,343.94µm
net343,343.445µm
_02832_,343.43µm
net908,343.07µm
net659,342.615µm
net999,342.6µm
_04090_,341.58µm
net418,341.245µm
net363,340.945µm
_03948_,339.905µm
net1050,339.89µm
u_picorv32.picorv32_core.decoded_imm\[0\],339.79µm
net12,339.02µm
net320,338.785µm
_02688_,338.12µm
net1201,337.785µm
net28,337.275µm
net332,336.245µm
net1027,335.66µm
net776,334.6µm
net268,333.125µm
_02803_,332.94µm
net1241,332.885µm
u_picorv32.pcpi_rs2\[15\],332.685µm
net369,332.02µm
net429,331.87µm
clknet_5_24__leaf_clk_i,330.235µm
net961,330.015µm
net779,329.54µm
u_picorv32.picorv32_core.decoded_imm\[25\],329.46µm
net1268,329.005µm
net755,328.18µm
u_picorv32.picorv32_core.decoded_imm\[8\],327.505µm
u_picorv32.picorv32_core.reg_pc\[1\],327.185µm
net1031,326.39µm
_02852_,325.92µm
net435,325.595µm
net1243,325.165µm
net736,325.09µm
u_picorv32.picorv32_core.decoded_imm\[4\],324.47µm
net374,324.355µm
_01935_,323.47µm
net606,322.6µm
net82,322.5µm
net337,322.485µm
net646,321.73µm
net1260,320.695µm
u_picorv32.picorv32_core.decoded_imm\[26\],320.235µm
net575,320.175µm
net334,319.78µm
net349,319.565µm
net361,318.79µm
net13,318.49µm
u_picorv32.picorv32_core.decoded_imm\[22\],318.13µm
net1153,318.07µm
net1196,317.62µm
net83,317.35µm
u_picorv32.picorv32_core.reg_pc\[21\],315.495µm
net93,313.44µm
_01848_,313.095µm
net593,313.085µm
u_picorv32.picorv32_core.decoded_imm\[18\],312.89µm
net714,312.86µm
net558,312.075µm
net314,311.54µm
net813,311.44µm
net79,311.39µm
net263,311.33µm
net1145,310.5µm
net931,309.95µm
net77,309.6µm
net1398,308.97µm
net937,308.92µm
_01639_,308.495µm
u_picorv32.pcpi_rs2\[4\],308.16µm
net509,308.005µm
_02874_,306.57µm
net807,305.825µm
_01616_,305.65µm
net1339,305.305µm
_05594_,305.05µm
net592,304.635µm
net101,302.88µm
u_picorv32.picorv32_core.decoded_imm\[19\],302.855µm
_04982_,301.97µm
u_picorv32.picorv32_core.decoded_imm\[11\],301.94µm
net990,301.55µm
net665,301.24µm
_04651_,301.21µm
_01670_,300.655µm
_01618_,299.2µm
net552,299.04µm
_05546_,298.44µm
net1269,297.655µm
net1257,297.145µm
_05871_,297.075µm
net458,296.08µm
net477,295.87µm
net533,295.645µm
u_picorv32.picorv32_core.mem_rdata_q\[29\],295.205µm
net712,295.035µm
u_picorv32.picorv32_core.reg_pc\[17\],294.99µm
net610,294.955µm
net237,294.845µm
net737,294.19µm
net680,294.145µm
net371,293.945µm
net37,293.47µm
net647,292.55µm
net506,291.625µm
net1233,289.37µm
_04129_,288.69µm
net281,288.45µm
u_picorv32.pcpi_rs2\[10\],288.445µm
net1242,288.43µm
u_picorv32.pcpi_rs2\[9\],288.4µm
net839,288.365µm
net240,288.25µm
net213,287.345µm
net1132,287.115µm
net877,286.84µm
net508,286.485µm
net726,285.96µm
net829,284.915µm
net483,284.855µm
u_picorv32.picorv32_core.decoded_imm_j\[11\],283.855µm
net605,283.64µm
net588,283.1µm
_04260_,282.54µm
net1164,281.795µm
net244,281.225µm
net1178,280.29µm
clknet_leaf_92_clk_i,280.255µm
net927,279.79µm
net1182,279.02µm
net283,278.42µm
net471,277.53µm
net491,277.425µm
u_picorv32.pcpi_rs2\[8\],277.35µm
net1351,276.975µm
_01572_,276.65µm
net727,276.075µm
net841,275.965µm
net844,275.655µm
net1238,275.6µm
u_picorv32.picorv32_core.mem_rdata_q\[25\],275.42µm
_05980_,275.03µm
_04996_,274.59µm
net1056,274.525µm
_02898_,273.95µm
net1298,273.205µm
_05560_,273.095µm
net517,272.615µm
net790,272.52µm
_02932_,272.26µm
u_picorv32.picorv32_core.decoded_imm\[10\],271.885µm
u_picorv32.picorv32_core.decoded_imm\[17\],271.81µm
u_picorv32.pcpi_rs1\[12\],271.65µm
net703,270.585µm
_01593_,270.075µm
_05575_,269.13µm
net473,269.03µm
net887,268.32µm
net485,267.8µm
net1170,267.475µm
net781,266.85µm
net437,266.825µm
net1176,266.79µm
_01613_,266.43µm
net855,266.21µm
net1393,266.145µm
_02765_,265.83µm
net502,265.63µm
net1142,265.37µm
u_picorv32.picorv32_core.cpu_state\[3\],265.3µm
net265,264.915µm
net1158,264.895µm
net1307,264.64µm
net1374,264.08µm
u_picorv32.picorv32_core.latched_branch,264.05µm
_01656_,263.96µm
u_picorv32.picorv32_core.mem_rdata_q\[26\],263.415µm
u_picorv32.picorv32_core.decoded_imm\[28\],263.07µm
net1247,263.065µm
net340,262.51µm
net1259,262.33µm
_02842_,262.28µm
_02615_,262.155µm
net1173,261.885µm
_01595_,261.845µm
net1161,260.96µm
net505,260.71µm
_05635_,260.42µm
_01657_,260.31µm
net1185,259.945µm
net1308,259.84µm
net479,258.97µm
net1049,258.495µm
net1281,257.09µm
_04324_,256.825µm
net903,256.665µm
_05087_,256.55µm
net346,255.98µm
_05978_,255.76µm
net431,255.605µm
net751,255.475µm
net615,255.25µm
net316,254.88µm
net1047,254.67µm
net586,254.385µm
net711,254.045µm
net1135,253.91µm
net890,253.35µm
net9,253.345µm
u_picorv32.picorv32_core.cpu_state\[2\],253.21µm
net19,252.98µm
net635,252.545µm
u_picorv32.picorv32_core.reg_pc\[25\],252.14µm
_05644_,251.56µm
_02769_,251.36µm
net892,251.15µm
net1309,250.57µm
_02944_,250.37µm
net488,250.27µm
net366,249.915µm
net376,249.555µm
_02767_,249.21µm
_02864_,249.18µm
net8,249.115µm
_04193_,248.795µm
net1407,248.64µm
u_picorv32.picorv32_core.instr_ori,247.33µm
net214,247.33µm
u_picorv32.pcpi_rs2\[11\],247.085µm
_05034_,246.72µm
net271,246.625µm
_02763_,245.84µm
net826,245.81µm
net911,245.655µm
net778,245.205µm
net1283,244.61µm
net831,244.56µm
net814,244µm
net1379,243.93µm
clknet_5_19__leaf_clk_i,243.9µm
net325,243.675µm
net523,243.49µm
net922,243.46µm
_01940_,242.855µm
net989,242.775µm
net1258,242.7µm
net455,242.4µm
u_picorv32.pcpi_rs2\[16\],241.885µm
net1272,241.695µm
net856,241.53µm
net6,241.02µm
net905,240.935µm
net591,240.375µm
net1129,240.365µm
net795,240.315µm
net649,239.905µm
_02771_,239.73µm
clknet_5_20__leaf_clk_i,239.605µm
net415,239.29µm
net842,238.845µm
net1404,238.71µm
net658,238.415µm
net1120,237.63µm
net1294,237.615µm
u_picorv32.picorv32_core.instr_jalr,237.28µm
net889,236.705µm
net379,236.67µm
u_picorv32.pcpi_rs2\[14\],236.36µm
net651,236.32µm
net7,236.275µm
_02885_,235.99µm
net930,235.935µm
net1028,235.84µm
net235,235.805µm
net666,235.65µm
net1315,235.45µm
net774,235.005µm
net1278,234.085µm
net879,234.01µm
net1399,233.7µm
net909,233.585µm
net1126,233.57µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],233.525µm
net904,233.34µm
_05981_,232.56µm
net861,232.285µm
net857,232.11µm
net1117,231.98µm
net1016,231.745µm
_03351_,231.585µm
clknet_5_21__leaf_clk_i,231.415µm
_05499_,231.31µm
_05611_,231.13µm
clknet_5_0__leaf_clk_i,231.07µm
net693,230.845µm
net1234,230.665µm
_01585_,230.66µm
net449,229.88µm
net531,229.86µm
net5,229.415µm
_02910_,229.34µm
_02761_,229.23µm
net809,228.435µm
_04711_,228.14µm
net1123,227.895µm
net518,227.665µm
net1330,227.535µm
net11,227.445µm
_03089_,227.21µm
net1318,225.7µm
net874,225.53µm
u_picorv32.picorv32_core.decoded_imm\[27\],225.455µm
_02921_,225.36µm
_05658_,225.36µm
net35,224.445µm
_02759_,224.4µm
_05514_,224.39µm
net328,224.205µm
net822,224.125µm
net1141,223.92µm
net1291,223.735µm
u_picorv32.picorv32_core.alu_out_q\[5\],222.8µm
u_picorv32.picorv32_core.instr_andi,222.62µm
net863,222.54µm
net1147,222.46µm
_02775_,222.02µm
clknet_5_4__leaf_clk_i,221.8µm
net1297,221.155µm
_05021_,221.06µm
net662,220.41µm
net357,220.02µm
clknet_5_22__leaf_clk_i,219.985µm
net1046,219.715µm
net1274,219.575µm
net992,218.805µm
_05164_,218.79µm
clknet_5_29__leaf_clk_i,218.625µm
net1313,218.39µm
net745,217.99µm
net601,217.845µm
clknet_5_11__leaf_clk_i,217.81µm
net1266,217.575µm
_05989_,217.33µm
net1144,217.12µm
_04046_,217.06µm
_02798_,216.67µm
u_picorv32.picorv32_core.decoded_imm\[13\],216.615µm
clknet_5_16__leaf_clk_i,216.44µm
net277,216.13µm
_05986_,215.88µm
net1282,215.755µm
net1251,215.66µm
net632,215.04µm
_04507_,214.845µm
net1322,214.515µm
net1287,214.1µm
u_picorv32.pcpi_rs1\[5\],214.095µm
_02837_,213.88µm
net1150,213.425µm
u_picorv32.picorv32_core.decoded_imm\[29\],213.295µm
net1148,212.98µm
_04068_,212.775µm
net3095,212.58µm
net1316,212.345µm
u_picorv32.picorv32_core.decoded_imm_j\[16\],212.29µm
net565,212.28µm
net870,212.25µm
net622,212.165µm
net748,211.865µm
clknet_5_28__leaf_clk_i,211.835µm
net723,211.71µm
net440,211.68µm
net986,211.6µm
net1304,211.16µm
net769,210.975µm
net732,210.87µm
net1371,210.815µm
net688,210.285µm
net10,210.26µm
net574,210.2µm
u_picorv32.picorv32_core.reg_pc\[24\],210.14µm
u_picorv32.picorv32_core.instr_or,209.785µm
clknet_5_30__leaf_clk_i,209.495µm
net996,209.145µm
net835,209.115µm
net1114,209.115µm
_05267_,209.1µm
net876,208.87µm
net958,208.835µm
clknet_5_5__leaf_clk_i,208.81µm
net868,208.675µm
_04438_,208.32µm
net443,208.32µm
net638,208.15µm
clknet_leaf_44_clk_i,207.92µm
_04649_,207.805µm
net1203,207.775µm
_06001_,207.66µm
net671,207.52µm
net1409,207.32µm
net1293,207.035µm
clknet_leaf_50_clk_i,206.995µm
net1077,206.9µm
_05987_,206.83µm
net679,206.74µm
u_picorv32.pcpi_rs2\[19\],206.61µm
_01966_,206.42µm
net686,206.38µm
clknet_leaf_49_clk_i,206.345µm
net1286,206.335µm
clknet_5_8__leaf_clk_i,206.335µm
_02818_,206.11µm
net960,206.065µm
net1093,206.02µm
net500,205.485µm
net1361,205.16µm
net1109,205.005µm
_02780_,204.84µm
net912,204.8µm
_04714_,204.73µm
_05995_,204.43µm
u_picorv32.pcpi_rs2\[12\],204.415µm
net1328,204.315µm
net1169,204.235µm
net597,204.11µm
net971,203.895µm
net1303,203.725µm
_02783_,203.48µm
u_picorv32.picorv32_core.decoded_imm\[15\],203.31µm
clknet_leaf_8_clk_i,203.09µm
net657,203.06µm
_02757_,203.05µm
net985,202.78µm
net851,202.48µm
clknet_5_17__leaf_clk_i,202.1µm
u_picorv32.picorv32_core.reg_pc\[19\],202.01µm
net446,201.55µm
_02690_,201.395µm
net924,201.355µm
net1415,201.23µm
net1296,201.215µm
net956,201.145µm
net977,200.955µm
net572,200.895µm
u_picorv32.picorv32_core.decoded_imm\[3\],200.73µm
clknet_5_26__leaf_clk_i,200.32µm
net717,200.29µm
net212,200.225µm
net4,200.05µm
net899,199.985µm
_01967_,199.725µm
_05993_,198.99µm
net963,198.99µm
net925,198.74µm
net1081,198.525µm
clknet_leaf_69_clk_i,198.425µm
net834,198.37µm
net816,198.19µm
net988,198.175µm
net241,197.605µm
net715,197.34µm
net720,197.26µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],196.77µm
net897,196.48µm
net864,196.295µm
u_picorv32.picorv32_core.decoded_imm\[31\],196.15µm
u_picorv32.picorv32_core.instr_and,196.05µm
u_picorv32.picorv32_core.decoded_imm\[30\],196.01µm
net1320,195.695µm
net1160,195.57µm
net3091,195.24µm
net783,195.14µm
net530,195.02µm
net1396,194.705µm
net824,194.415µm
u_picorv32.picorv32_core.decoded_imm_j\[18\],193.875µm
u_picorv32.picorv32_core.count_instr\[39\],193.795µm
net731,193.695µm
u_picorv32.pcpi_rs2\[30\],193.53µm
net1149,193.465µm
net1206,193.195µm
clknet_leaf_63_clk_i,193.18µm
clknet_leaf_110_clk_i,192.995µm
net573,192.87µm
net828,192.865µm
u_picorv32.picorv32_core.reg_pc\[29\],192.745µm
_02325_,192.56µm
net823,192.495µm
net1410,192.395µm
net206,192.37µm
net1433,192.235µm
_05060_,192.03µm
_05697_,191.52µm
clknet_leaf_95_clk_i,191.245µm
_05522_,191.11µm
clknet_leaf_83_clk_i,191.03µm
_05215_,190.93µm
net685,190.885µm
net733,190.76µm
net661,190.495µm
net650,190.43µm
_00009_,190.34µm
net883,190.265µm
_05976_,189.9µm
net687,189.605µm
_02891_,188.96µm
clknet_leaf_14_clk_i,188.915µm
net1041,188.9µm
net1430,188.73µm
net849,188.54µm
clknet_5_9__leaf_clk_i,188.375µm
clknet_leaf_0_clk_i,188.275µm
u_picorv32.picorv32_core.alu_out_q\[4\],188.21µm
net609,187.895µm
u_picorv32.picorv32_core.alu_out\[1\],187.79µm
net1163,187.42µm
clknet_leaf_81_clk_i,187.38µm
net962,187.265µm
net882,187.17µm
_04573_,187.1µm
clknet_5_31__leaf_clk_i,187.055µm
net1172,186.98µm
net926,186.86µm
clknet_5_23__leaf_clk_i,186.66µm
net719,186.435µm
_01769_,186.355µm
u_picorv32.pcpi_rs2\[29\],186.27µm
_05112_,186.21µm
net820,186.18µm
u_picorv32.picorv32_core.decoded_imm_j\[15\],185.45µm
net1111,185.4µm
net832,185.255µm
net872,184.805µm
_02915_,184.79µm
net1380,184.725µm
net1061,184.53µm
net1044,184.525µm
net943,184.485µm
net880,184.355µm
u_picorv32.picorv32_core.reg_out\[17\],184.23µm
net3081,184.23µm
_05622_,184.21µm
_03085_,184.11µm
clknet_leaf_87_clk_i,183.42µm
net1188,183.385µm
net1338,183.36µm
u_picorv32.picorv32_core.mem_rdata_q\[30\],183.265µm
net837,183.24µm
u_picorv32.picorv32_core.reg_pc\[7\],183.235µm
net1200,183.205µm
u_picorv32.picorv32_core.alu_out_q\[7\],183.19µm
u_picorv32.picorv32_core.decoded_imm_j\[17\],183.17µm
_05997_,183.12µm
_05293_,183.07µm
_05778_,183µm
net34,182.865µm
net580,182.78µm
net3079,182.72µm
net1369,182.555µm
clknet_5_14__leaf_clk_i,182.25µm
clknet_leaf_61_clk_i,181.985µm
net1204,181.81µm
net1403,181.775µm
net753,181.695µm
net896,181.615µm
net1333,181.37µm
u_picorv32.picorv32_core.is_beq_bne_blt_bge_bltu_bgeu,181.255µm
clknet_leaf_13_clk_i,181.24µm
clknet_5_18__leaf_clk_i,181.215µm
clknet_leaf_43_clk_i,180.85µm
net512,180.81µm
_04304_,180.48µm
net713,180.255µm
net673,179.855µm
_04529_,179.82µm
net566,179.78µm
net722,179.675µm
net830,179.655µm
net1388,179.605µm
_05712_,179.6µm
net1276,179.495µm
clknet_5_15__leaf_clk_i,179.48µm
_01885_,179.29µm
clknet_leaf_56_clk_i,179.005µm
_02754_,178.89µm
clknet_5_25__leaf_clk_i,178.83µm
u_picorv32.picorv32_core.cpu_state\[5\],178.8µm
_03018_,178.72µm
net554,178.72µm
net655,178.6µm
clknet_leaf_22_clk_i,178.505µm
net1305,178.445µm
net871,178.285µm
net38,178.15µm
net3093,178.09µm
net1290,177.995µm
net1327,177.99µm
net885,177.69µm
net933,177.45µm
net756,177.34µm
u_picorv32.axi_adapter.mem_valid,177.275µm
_01936_,177.255µm
_05726_,176.93µm
u_picorv32.picorv32_core.decoded_imm\[2\],176.925µm
net691,176.47µm
clknet_leaf_102_clk_i,176.38µm
u_picorv32.picorv32_core.reg_pc\[30\],176.375µm
net1289,176.345µm
net767,176.315µm
net983,176.2µm
clknet_leaf_3_clk_i,175.91µm
clknet_leaf_10_clk_i,175.71µm
net513,175.62µm
net848,175.36µm
net920,175.265µm
net3085,174.86µm
net1177,174.795µm
clknet_leaf_93_clk_i,174.65µm
_05047_,174.49µm
net1284,174.35µm
clknet_leaf_120_clk_i,174.335µm
net197,174.285µm
u_picorv32.picorv32_core.reg_pc\[6\],174.24µm
clknet_leaf_64_clk_i,173.91µm
net1336,173.745µm
net1372,173.695µm
clknet_leaf_55_clk_i,173.68µm
clknet_leaf_76_clk_i,173.53µm
net1195,173.27µm
_05672_,173.23µm
clknet_leaf_75_clk_i,173.14µm
clknet_leaf_4_clk_i,173.11µm
net1325,173.025µm
_01962_,173.02µm
net1301,172.95µm
net467,172.67µm
clknet_leaf_116_clk_i,172.545µm
clknet_leaf_34_clk_i,172.41µm
net853,172.36µm
net1337,172.34µm
_03639_,172.23µm
clknet_leaf_121_clk_i,172.12µm
_03339_,172.03µm
u_picorv32.pcpi_rs2\[28\],171.86µm
net1426,171.73µm
net1070,171.67µm
net461,171.645µm
clknet_5_3__leaf_clk_i,171.52µm
u_picorv32.pcpi_rs2\[27\],171.465µm
net1364,171.265µm
_00001_,171.25µm
_05073_,171.19µm
_06017_,171.13µm
net901,171.115µm
_01927_,170.98µm
u_picorv32.picorv32_core.count_cycle\[31\],170.93µm
clknet_leaf_97_clk_i,170.815µm
_00002_,170.78µm
clknet_5_27__leaf_clk_i,170.64µm
net957,170.405µm
u_picorv32.picorv32_core.reg_pc\[27\],170.36µm
net970,170.345µm
_05099_,170.3µm
_03091_,170.23µm
net3077,170.06µm
net959,170µm
u_picorv32.picorv32_core.mem_rdata_q\[28\],169.93µm
_05974_,169.74µm
_05749_,169.72µm
clknet_leaf_57_clk_i,169.63µm
_05346_,169.62µm
_05086_,169.555µm
u_picorv32.picorv32_core.instr_xori,169.14µm
clknet_leaf_59_clk_i,169.13µm
clknet_leaf_17_clk_i,169.12µm
clknet_leaf_70_clk_i,169.12µm
net921,169.05µm
clknet_leaf_19_clk_i,168.95µm
net878,168.925µm
u_picorv32.picorv32_core.count_instr\[43\],168.835µm
clknet_leaf_39_clk_i,168.815µm
clknet_leaf_30_clk_i,168.765µm
_01809_,168.57µm
clknet_leaf_111_clk_i,168.485µm
net825,168.475µm
_05462_,168.305µm
clknet_leaf_91_clk_i,167.905µm
net590,167.855µm
u_picorv32.picorv32_core.alu_out_q\[11\],167.83µm
_01850_,167.795µm
clknet_leaf_80_clk_i,167.785µm
net569,167.78µm
net598,167.755µm
_05686_,167.63µm
clknet_leaf_9_clk_i,167.505µm
clknet_leaf_114_clk_i,167.445µm
clknet_leaf_38_clk_i,167.415µm
net1382,167.38µm
net852,167.3µm
clknet_5_12__leaf_clk_i,167.255µm
net1368,167.135µm
net595,166.91µm
_03088_,166.89µm
u_picorv32.picorv32_core.instr_slli,166.875µm
clknet_leaf_67_clk_i,166.83µm
net3087,166.76µm
clknet_5_6__leaf_clk_i,166.715µm
net104,166.65µm
net33,166.33µm
clknet_leaf_68_clk_i,165.57µm
net1162,165.55µm
net1020,165.415µm
net991,165.365µm
clknet_leaf_35_clk_i,165.315µm
net964,165.235µm
u_picorv32.picorv32_core.reg_out\[11\],165.075µm
net939,165.03µm
clknet_leaf_96_clk_i,165.025µm
net3061,164.895µm
clknet_leaf_71_clk_i,164.72µm
net676,164.54µm
_03379_,164.415µm
clknet_leaf_20_clk_i,164.065µm
net1392,163.96µm
u_picorv32.picorv32_core.count_instr\[48\],163.93µm
clknet_leaf_108_clk_i,163.88µm
_05737_,163.68µm
net1175,163.615µm
clknet_leaf_48_clk_i,163.61µm
clknet_leaf_109_clk_i,163.525µm
net934,163.41µm
net1310,163.385µm
net560,163.35µm
_04971_,163.32µm
_01934_,162.99µm
net115,162.965µm
net571,162.835µm
net413,162.67µm
clknet_leaf_105_clk_i,162.52µm
net873,162.485µm
clknet_leaf_106_clk_i,162.45µm
net770,162.445µm
net645,162.23µm
net3083,162.07µm
clknet_leaf_84_clk_i,161.955µm
_05190_,161.93µm
clknet_leaf_25_clk_i,161.915µm
_00000_,161.88µm
clknet_leaf_94_clk_i,161.88µm
net1277,161.83µm
_05763_,161.7µm
_04984_,161.59µm
_05061_,161.51µm
net600,161.435µm
net886,161.43µm
_05983_,161.41µm
clknet_leaf_65_clk_i,161.38µm
net1051,161.35µm
clknet_leaf_99_clk_i,161.225µm
net1397,160.795µm
net3069,160.63µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],160.625µm
clknet_leaf_78_clk_i,160.6µm
clknet_leaf_100_clk_i,160.565µm
net2,160.56µm
