2026-09-15 22:39:13 +0530: Memory Usage (422996K) : Starting running IHP-SG13G2 KLayout DRC runset on /home/jaikrishn/Documents/hardware/picorv32_axi4lite_port/phyisical_design/macros/picorv32/runs/run_2/58-klayout-streamout/picorv32_macro.gds
2026-09-15 22:39:13 +0530: Memory Usage (423152K) : Ruby Version for klayout: 3.3.10
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : Loading database to memory is complete.
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : IHP-SG13G2 KLayout DRC runset output at: /home/jaikrishn/Documents/hardware/picorv32_axi4lite_port/phyisical_design/macros/picorv32/runs/run_2/65-klayout-drc/reports/drc.klayout.lyrdb
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : Evaluate switches.
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : tables selected: main
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : KLayout will use 12 thread(s) in tiling mode.
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : deep mode is enabled.
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : FEOL enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : BEOL enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : OFFGRID enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : ANGLE enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : PIN enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : FORBIDDEN enabled: true
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : RECOMMENDED enabled: false
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : PreCheck DRC enabled: false
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : CONNECTIVITY_RULES enabled: true.
2026-09-15 22:39:13 +0530: Memory Usage (433680K) : Read in polygons from layers.
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_drw has 130018 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_pin has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_mask has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_filler has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_nofill has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_opc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_iopc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : activ_noqrc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : biwind_drw has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : biwind_opc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : pemwind_drw has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_drw has 138638 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_pin has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_filler has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_nofill has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_opc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_iopc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : gatpoly_noqrc has 0 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : cont_drw has 950009 polygons
2026-09-15 22:39:13 +0530: Memory Usage (439260K) : cont_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : nsd_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : nsd_block has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_drw has 266514 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_pin has 97538 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_mask has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_filler has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_nofill has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439260K) : metal1_slit has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_text has 96042 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_noqrc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_res has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_iprobe has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : metal1_diffprb has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : passiv_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : passiv_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : passiv_sbump has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : passiv_pillar has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (439416K) : passiv_pdl has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_drw has 149909 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_pin has 148 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_mask has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_filler has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_nofill has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_slit has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_text has 148 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_noqrc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_res has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_iprobe has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal2_diffprb has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : baspoly_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : baspoly_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : psd_drw has 58429 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : nldb_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : digibnd_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : via1_drw has 44372 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_mask has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_filler has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_nofill has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_slit has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_text has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_noqrc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_res has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_iprobe has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backmetal1_diffprb has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : backpassiv_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : res_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : sram_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : trans_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : ind_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : ind_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : ind_text has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : salblock_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : via2_drw has 45755 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_drw has 78962 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_pin has 3 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_mask has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_filler has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_nofill has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_slit has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_text has 3 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_noqrc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_res has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_iprobe has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : metal3_diffprb has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : nwell_drw has 29143 polygons
2026-09-15 22:39:14 +0530: Memory Usage (441976K) : nwell_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : nbulay_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : nbulay_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : nbulay_block has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : emwind_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : emwind_opc has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : deepco_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : deepco_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : mim_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : edgeseal_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : edgeseal_bound has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : substrate_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : substrate_text has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : dfpad_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : dfpad_pillar has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : dfpad_sbump has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : thickgateox_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : pldb_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : pwell_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : pwell_pin has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : pwell_block has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : ic_drw has 0 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : via3_drw has 12004 polygons
2026-09-15 22:39:14 +0530: Memory Usage (442104K) : metal4_drw has 12032 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_pin has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_mask has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_filler has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_nofill has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_slit has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_text has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_opc has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_noqrc has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_res has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_iprobe has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal4_diffprb has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : heattrans_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : heatres_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : pempoly_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : fbe_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : empoly_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : ldmos_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : pbiwind_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : digisub_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : nodrc_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : text_drw has 30 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : via4_drw has 6661 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal5_drw has 4330 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal5_pin has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442104K) : metal5_mask has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_filler has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_nofill has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_slit has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_text has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_opc has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_noqrc has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_res has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_iprobe has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : metal5_diffprb has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : radhard_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : memcap_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : varicap_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : flash_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : intbondvia_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : intbondmet_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : devbondvia_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : devbondmet_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : devtrench_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : redist_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : graphbot_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : graphtop_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : antvia1_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : antmetal2_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : graphcont_drw has 0 polygons
2026-09-15 22:39:15 +0530: Memory Usage (442232K) : siwg_drw has 0 polygons
