net,length_um
u_picorv32.picorv32_core.decoded_imm\[29\],392.89µm
net573,392.015µm
net957,391.105µm
net23,390.525µm
net1758,388.77µm
u_picorv32.pcpi_rs1\[16\],388.61µm
net395,388.225µm
net992,387.05µm
net397,384.175µm
net968,384.005µm
net1075,383.02µm
_02996_,382.64µm
net1448,381.51µm
net1580,380.745µm
net507,380.625µm
net28,380.535µm
net1592,380.495µm
net659,379.945µm
net1547,378.75µm
net343,378.43µm
net1056,377.705µm
net945,377.37µm
net1053,376.345µm
net669,375.9µm
_05177_,375.72µm
net484,375.3µm
net1366,375.185µm
net323,374.5µm
_00004_,374.14µm
_04982_,373.76µm
net1634,373.735µm
net333,372.36µm
net833,371.855µm
net595,371.355µm
net308,370.675µm
net828,368.975µm
net1548,368.31µm
net1037,367.78µm
net414,366.74µm
net433,366.54µm
net1583,365.71µm
net1063,364.245µm
net1551,364.24µm
net1578,364.08µm
net139,363.465µm
net403,363.32µm
net637,362.91µm
net440,362.86µm
_04996_,362.5µm
_05047_,360.9µm
net329,360.67µm
net1501,360.09µm
net1607,359.33µm
net425,357.975µm
net1601,356.575µm
net43,356.47µm
net18,356.38µm
net586,356.01µm
u_picorv32.pcpi_rs1\[21\],355.97µm
net665,355.83µm
net136,355.445µm
net511,354.995µm
net1438,354.07µm
net514,353.635µm
net310,352.765µm
net901,352.76µm
net1071,352.165µm
net453,351.43µm
net138,351.07µm
_00006_,351.02µm
net14,350.92µm
net1352,349.42µm
net1597,349.275µm
net718,348.82µm
_05280_,348.05µm
net1550,347.655µm
net91,347.58µm
net1035,347.06µm
net427,345.02µm
net478,344.735µm
net449,344.635µm
net16,343.945µm
net1605,343.77µm
net1582,343.05µm
net605,342.075µm
net429,341.895µm
net474,341.835µm
net1345,341.07µm
net696,339.78µm
net17,339.33µm
net137,338.885µm
net1600,338.41µm
net1736,336.965µm
u_picorv32.pcpi_rs2\[6\],336.91µm
net934,336.625µm
_03853_,336.61µm
net587,336.57µm
_02842_,335.51µm
net1576,334.04µm
net956,333.175µm
_05073_,332.93µm
net501,332.59µm
net1236,332.345µm
net410,332.18µm
net450,331.79µm
net517,331.43µm
net489,331.07µm
net1542,329.71µm
u_picorv32.picorv32_core.instr_or,329.125µm
net1585,327.295µm
net13,327.175µm
net1587,326.66µm
net498,326.18µm
net39,325.77µm
u_picorv32.picorv32_core.latched_branch,325.175µm
_02932_,324.84µm
_05228_,324.83µm
net1772,324.765µm
_01588_,323.56µm
net717,323.265µm
net12,323.07µm
net1590,322.7µm
net1062,321.83µm
net1090,319.965µm
net512,318.44µm
net985,318.22µm
net311,317.345µm
u_picorv32.pcpi_rs2\[30\],316.88µm
net547,316.83µm
net393,316.135µm
net889,315.49µm
net1604,315.21µm
net445,314.345µm
net1005,313.81µm
net1797,313.435µm
net312,313.235µm
net58,313.09µm
net996,312.855µm
_01616_,312.44µm
net60,310.89µm
u_picorv32.picorv32_core.decoded_imm\[15\],309.88µm
net1543,309.86µm
net847,309.305µm
net102,309.225µm
_05482_,308.12µm
net1404,307.105µm
net1795,307.035µm
net439,306.5µm
net519,306.08µm
net396,306.055µm
net503,305.89µm
u_picorv32.picorv32_core.instr_ori,305.855µm
u_picorv32.axi_adapter.mem_valid,305.705µm
net682,305.49µm
u_picorv32.picorv32_core.decoded_imm\[13\],305.01µm
net674,304.815µm
net1549,304.64µm
net1594,304.255µm
net591,303.94µm
net1407,303.925µm
net398,303.8µm
net461,303.235µm
net697,302.365µm
u_picorv32.picorv32_core.mem_rdata_q\[14\],302.19µm
net588,302.165µm
_03020_,300.415µm
net636,300.235µm
net1385,300.01µm
net1603,299.98µm
net419,298.895µm
net997,298.875µm
net52,298.53µm
_03852_,297.655µm
_02827_,297.06µm
net339,295.635µm
net1229,295.63µm
net492,295.1µm
net1489,294.985µm
net642,294.3µm
_02874_,294.07µm
net1225,293.43µm
_05332_,293.09µm
u_picorv32.picorv32_core.alu_out_q\[21\],292.51µm
_02822_,292.46µm
net622,292.06µm
net1588,292.05µm
net993,291.34µm
net822,291.14µm
net452,290.96µm
net1336,290.91µm
net1032,290.63µm
net1058,290.32µm
_05099_,290.21µm
net1287,290.195µm
net1403,289.325µm
net654,289.15µm
net927,289.105µm
net784,289µm
_05086_,288.39µm
net1679,287.26µm
net1372,287.095µm
net860,286.87µm
net1688,286.46µm
net1257,285.695µm
_05254_,285.295µm
net807,285.11µm
net990,284.96µm
_05948_,283.83µm
net415,283.545µm
net626,283.535µm
net673,283.405µm
net1242,283.17µm
net1318,282.55µm
net1254,282.16µm
net615,281.08µm
net101,281µm
u_picorv32.picorv32_core.alu_out_q\[31\],280.32µm
net550,280.235µm
net750,279.97µm
u_picorv32.picorv32_core.latched_store,279.925µm
_05672_,279.91µm
net275,279.815µm
net463,279.21µm
u_picorv32.picorv32_core.decoded_imm\[14\],279.14µm
net1506,278.55µm
net1316,277.605µm
net743,277.18µm
_02852_,276.79µm
net475,276.115µm
net844,275.54µm
net1085,274.735µm
net1511,274.41µm
net420,273.765µm
net1011,272.185µm
net400,271.21µm
net493,271.14µm
net1205,270.88µm
net506,269.68µm
net966,269.44µm
net497,269.375µm
net643,268.775µm
net1079,268.775µm
net898,268.38µm
net644,268.11µm
net19,268.1µm
net278,267.96µm
net995,267.85µm
net1083,267.57µm
net1621,266.09µm
net338,266.005µm
net1779,264.705µm
net51,264.15µm
net928,264.12µm
net930,263.96µm
net631,263.6µm
net1422,263.565µm
net691,263.4µm
_05151_,263.35µm
u_picorv32.picorv32_core.instr_jalr,262.8µm
net830,261.855µm
net994,261.325µm
net447,261.2µm
net483,261.19µm
net510,260.48µm
net909,260.04µm
net1415,259.88µm
net848,259.86µm
_02796_,259.73µm
net655,259.59µm
net843,259.275µm
_05763_,259.2µm
net70,258.44µm
u_picorv32.picorv32_core.cpu_state\[1\],258.07µm
net1328,257.955µm
net1752,257.895µm
u_picorv32.picorv32_core.decoded_imm\[27\],257.415µm
net783,257.395µm
u_picorv32.picorv32_core.alu_out_q\[22\],257.29µm
net1478,256.965µm
u_picorv32.picorv32_core.is_alu_reg_imm,256.565µm
net50,256.415µm
net488,256.235µm
_03351_,256.15µm
net1001,255.76µm
net317,255.635µm
net1413,255.405µm
net1410,254.67µm
net11,253.75µm
net867,253.63µm
net485,253.4µm
u_picorv32.pcpi_rs1\[0\],253.22µm
net926,252.965µm
net448,252.73µm
net1094,252.6µm
net1537,252.565µm
net33,252.28µm
net1650,252.245µm
net446,251.67µm
net1425,251.49µm
u_picorv32.picorv32_core.decoded_imm\[11\],251.41µm
net4,250.51µm
u_picorv32.pcpi_rs2\[23\],250.475µm
net1644,249.895µm
net829,249.715µm
net1460,249.59µm
net205,249.37µm
_05787_,249.3µm
net563,249.17µm
net411,249.025µm
net404,248.745µm
_02708_,248.71µm
net473,248.71µm
net255,248.54µm
net645,248.435µm
net980,248.355µm
net309,248.235µm
net831,247.69µm
net744,247.5µm
net1104,247.41µm
net560,246.14µm
net1048,246.035µm
net1215,245.04µm
net1774,244.795µm
net561,244.49µm
net991,244.46µm
u_picorv32.picorv32_core.alu_out\[29\],243.99µm
net53,243.91µm
_01657_,243.66µm
net10,243.295µm
net1051,243.17µm
net208,243.13µm
net709,242.845µm
net399,242.84µm
_05644_,242.37µm
net621,242.315µm
net1137,242.18µm
net562,241.46µm
_05034_,241.11µm
net1008,241.105µm
net1769,241.04µm
net1142,240.755µm
u_picorv32.picorv32_core.alu_out\[28\],240.66µm
u_picorv32.axi_adapter.mem_instr,240.315µm
net462,239.895µm
net593,239.785µm
net950,239.695µm
net1463,239.57µm
net683,239.49µm
net209,239.42µm
net1258,238.84µm
net1627,238.695µm
net894,238.31µm
net1409,237.77µm
net1442,237.425µm
net237,237.38µm
net1794,237.065µm
net564,236.89µm
net1457,236.82µm
net15,236.79µm
_05202_,236.58µm
net490,236.465µm
u_picorv32.picorv32_core.mem_wordsize\[1\],236.325µm
u_picorv32.picorv32_core.decoded_imm\[12\],236.145µm
net827,235.68µm
net55,235.52µm
net961,235.47µm
net1270,235.335µm
net943,235.115µm
net1067,235.02µm
net29,234.895µm
net1135,234.625µm
_04956_,234.32µm
net1324,234.155µm
net565,234.15µm
net504,234.025µm
net969,233.94µm
net54,233.885µm
net454,233.635µm
u_picorv32.picorv32_core.alu_out\[26\],233.265µm
net1426,233.185µm
net974,233.135µm
net1230,233.07µm
u_picorv32.picorv32_core.decoded_imm\[28\],233.06µm
net796,232.925µm
net1606,232.925µm
net307,232.865µm
net1040,232.545µm
net206,232.44µm
net1091,232.385µm
net732,232.1µm
_01585_,231.8µm
_05125_,231.72µm
net967,231.51µm
net254,231.05µm
_02868_,230.515µm
net207,230.28µm
net729,230.28µm
_02717_,230.06µm
net566,229.93µm
net144,229.87µm
net1635,229.71µm
net1397,229.435µm
net951,229.365µm
net1240,229.355µm
net7,229.285µm
net1248,229.22µm
net1640,228.62µm
net1593,228.575µm
net1575,228.415µm
net953,228.35µm
net630,228.145µm
net571,227.29µm
net1115,227.155µm
u_picorv32.picorv32_core.mem_rdata_q\[30\],227.02µm
net319,226.56µm
net1066,226.495µm
net554,226.44µm
net1439,226.2µm
net1155,226.09µm
net604,226.01µm
net1629,225.855µm
net1320,225.755µm
_02848_,225.67µm
net731,225.07µm
net695,224.96µm
u_picorv32.picorv32_core.is_lb_lh_lw_lbu_lhu,224.69µm
net793,224.605µm
net57,224.525µm
net26,224.325µm
net1617,224.205µm
net56,224.02µm
net1129,223.43µm
net238,223.34µm
u_picorv32.picorv32_core.reg_pc\[11\],223.13µm
_04260_,222.88µm
net1280,222.83µm
net6,222.61µm
_02720_,222.54µm
net1429,222.215µm
net1613,222.135µm
net1435,222.125µm
net795,222.115µm
net929,221.99µm
net876,221.53µm
net1117,221.49µm
net1646,220.865µm
net982,220.48µm
net785,220.395µm
net947,219.765µm
net568,219.63µm
net1586,219.6µm
u_picorv32.picorv32_core.alu_out\[23\],219.24µm
net30,219.135µm
net819,218.91µm
net567,218.89µm
_04064_,218.88µm
net1010,218.58µm
net1004,218.29µm
net964,218.205µm
net1402,217.68µm
_05009_,217.57µm
net1245,217.57µm
net1615,216.805µm
net1128,216.67µm
net1108,216.395µm
net826,216.345µm
clknet_5_12__leaf_clk_i,216.2µm
net1458,216.035µm
u_picorv32.picorv32_core.decoded_imm\[26\],215.78µm
net1622,215.755µm
net1057,214.96µm
net1088,214.905µm
net32,214.775µm
net910,214.72µm
net1224,214.66µm
_05980_,214.63µm
net693,214.53µm
net924,214.17µm
net730,213.75µm
u_picorv32.picorv32_core.decoded_imm\[25\],213.635µm
net1073,213.56µm
net31,213.235µm
net594,213.01µm
_05499_,212.97µm
net716,212.625µm
net1419,211.71µm
net1492,211.44µm
net1486,211.43µm
_05697_,211.39µm
net268,211.39µm
clknet_leaf_109_clk_i,211.31µm
net241,211.16µm
u_picorv32.picorv32_core.decoded_imm_j\[11\],211.055µm
net280,210.915µm
net1510,210.86µm
net931,210.79µm
u_picorv32.picorv32_core.decoded_imm_j\[19\],210.745µm
net1102,210.385µm
net34,210.125µm
_01639_,209.56µm
net256,209.52µm
u_picorv32.picorv32_core.alu_out_q\[16\],209.46µm
net1628,208.91µm
net552,208.87µm
u_picorv32.picorv32_core.decoded_imm_j\[16\],208.695µm
net303,208.625µm
net1648,208.525µm
_02710_,208.5µm
_02705_,208.45µm
net279,208.38µm
net723,208.26µm
net976,208.145µm
u_picorv32.picorv32_core.reg_pc\[31\],207.6µm
net585,207.505µm
net1060,207.47µm
net614,207.385µm
net1672,206.78µm
net1055,206.71µm
net1161,206.685µm
u_picorv32.picorv32_core.alu_out_q\[4\],206.05µm
net1260,205.985µm
net428,205.915µm
net989,205.545µm
net1238,205.425µm
_04941_,205.39µm
net1416,205.3µm
net298,204.97µm
net1113,204.765µm
net1330,204.63µm
net304,204.515µm
_05514_,204.51µm
net1756,204.475µm
net198,204.18µm
clknet_leaf_107_clk_i,203.69µm
net1626,203.245µm
net525,203.17µm
net1432,203.04µm
net301,202.845µm
net1109,202.505µm
_01689_,202.49µm
net1013,202.46µm
net1000,202.29µm
_02723_,202.27µm
net1475,202.225µm
net297,201.76µm
net727,201.745µm
_05981_,201.57µm
net1472,201.52µm
u_picorv32.picorv32_core.alu_out_q\[0\],201.33µm
net543,201.32µm
net299,201.29µm
net305,201.275µm
net1119,200.895µm
u_picorv32.picorv32_core.alu_out\[27\],200.76µm
net1043,200.635µm
clknet_leaf_88_clk_i,200.535µm
clknet_5_3__leaf_clk_i,200.425µm
_04650_,200.36µm
net1327,200.315µm
_05306_,200.29µm
clknet_leaf_74_clk_i,200.125µm
net8,200.06µm
net1643,199.84µm
net1632,199.66µm
net35,199.56µm
net1321,199.495µm
_01775_,199.355µm
net598,199.22µm
net231,198.495µm
net1340,198.47µm
net1469,198.26µm
net1220,197.84µm
net153,197.73µm
net1100,197.54µm
net271,197.41µm
net977,197.375µm
u_picorv32.picorv32_core.decoded_imm_j\[18\],197.095µm
net302,197.065µm
u_picorv32.picorv32_core.mem_rdata_q\[29\],196.965µm
net1136,196.965µm
u_picorv32.pcpi_rs2\[17\],196.96µm
u_picorv32.picorv32_core.alu_out_q\[2\],196.82µm
net115,196.595µm
net1081,196.345µm
net332,196.05µm
net932,195.915µm
net1651,195.86µm
net1298,195.33µm
net625,195.12µm
net880,194.885µm
net409,194.66µm
net1125,194.625µm
u_picorv32.picorv32_core.is_sb_sh_sw,194.54µm
net1789,194.01µm
net905,193.965µm
net1430,193.94µm
net804,193.9µm
net805,193.765µm
_01617_,193.51µm
net1645,193.145µm
net300,193.025µm
net1612,192.94µm
_02612_,192.93µm
net1418,192.9µm
net1283,192.69µm
clknet_leaf_84_clk_i,192.68µm
net972,192.665µm
_02726_,192.55µm
net1111,192.35µm
clknet_leaf_30_clk_i,192.32µm
net1581,192.305µm
net1444,192.21µm
net1624,192.145µm
net1631,192.02µm
clknet_5_15__leaf_clk_i,191.97µm
net1346,191.495µm
net873,191.31µm
net782,191.28µm
clknet_leaf_68_clk_i,191.235µm
net1179,191.215µm
net801,191.21µm
u_picorv32.pcpi_rs2\[7\],191.165µm
net986,191.11µm
u_picorv32.picorv32_core.decoded_imm\[20\],190.97µm
_04129_,190.92µm
net502,190.57µm
net9,190.32µm
net922,189.975µm
net749,189.92µm
net1765,189.875µm
net1167,189.515µm
_02881_,189.48µm
net1121,189.44µm
net142,188.84µm
net1065,188.705µm
net143,188.64µm
net1446,188.5µm
net1180,188.365µm
net715,188.325µm
net1086,188.27µm
u_picorv32.picorv32_core.decoded_imm_j\[17\],187.74µm
net658,187.74µm
net394,187.7µm
net1572,187.665µm
_04046_,187.63µm
net1618,187.495µm
_02712_,187.27µm
net1513,187.27µm
_05164_,187.2µm
net792,187.2µm
_05985_,187.18µm
net895,186.845µm
net274,186.765µm
net812,186.745µm
net1106,186.595µm
net1045,186.48µm
net1003,186.425µm
_05599_,186.36µm
net1584,186.335µm
net537,186.27µm
_05462_,186.165µm
net1132,186.1µm
net515,186.05µm
net1054,185.895µm
net1078,185.695µm
_03995_,185.44µm
_02714_,185.1µm
clknet_leaf_78_clk_i,185µm
net5,184.84µm
net608,184.755µm
_02972_,184.215µm
net1500,184.17µm
net971,183.91µm
net464,183.875µm
net1194,183.725µm
net1133,183.67µm
clknet_leaf_15_clk_i,183.525µm
net253,183.47µm
clknet_leaf_10_clk_i,183.47µm
u_picorv32.picorv32_core.alu_out_q\[1\],183.39µm
clknet_leaf_116_clk_i,183.305µm
net955,183.27µm
clknet_leaf_90_clk_i,183.2µm
net589,183.1µm
clknet_leaf_83_clk_i,183.1µm
net1112,183.02µm
net973,182.89µm
net627,182.84µm
net675,182.59µm
clknet_5_13__leaf_clk_i,182.475µm
net616,182.22µm
_03018_,182.17µm
net1290,182.165µm
_03948_,182.05µm
net1114,181.93µm
net1637,181.815µm
net684,181.76µm
clknet_leaf_72_clk_i,181.57µm
_03002_,181.415µm
net1763,181.31µm
net868,181.175µm
net596,181.15µm
net1344,181.11µm
net477,181.075µm
net252,180.925µm
net660,180.615µm
net1172,180.59µm
_02818_,180.49µm
net1412,180.275µm
u_picorv32.picorv32_core.decoded_imm\[10\],180.165µm
net1315,180.11µm
net1414,180.04µm
net1296,179.975µm
net1420,179.93µm
_05485_,179.545µm
net1761,179.525µm
net999,179.37µm
net1447,179.25µm
net832,179.125µm
_05696_,179.1µm
clknet_leaf_57_clk_i,178.975µm
net1417,178.895µm
net1009,178.575µm
net1619,178.515µm
net918,178.51µm
_04672_,178.475µm
net1602,178.345µm
net725,178.325µm
u_picorv32.pcpi_rs2\[1\],178.29µm
net1610,178.21µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],178.16µm
net430,178.02µm
net1658,177.745µm
net1503,177.69µm
net1750,177.685µm
net954,177.675µm
net1454,177.64µm
u_picorv32.picorv32_core.reg_pc\[17\],177.515µm
_02886_,177.4µm
_04393_,177.36µm
net236,177.205µm
net1641,177.13µm
_02685_,177.08µm
clknet_leaf_91_clk_i,176.91µm
net1118,176.795µm
net1286,176.715µm
_05557_,176.65µm
net664,176.6µm
net1481,176.485µm
net1322,176.45µm
net1784,176.355µm
u_picorv32.pcpi_rs2\[29\],176.23µm
net838,176.135µm
clknet_5_8__leaf_clk_i,175.96µm
net495,175.88µm
net981,175.735µm
clknet_leaf_53_clk_i,175.625µm
clknet_5_30__leaf_clk_i,175.58µm
u_picorv32.picorv32_core.latched_stalu,175.475µm
u_picorv32.pcpi_rs2\[13\],175.47µm
_02902_,175.44µm
net940,175.42µm
clknet_leaf_32_clk_i,175.405µm
clknet_leaf_4_clk_i,175.38µm
net921,175.31µm
net1775,175.235µm
net1421,175.225µm
net1725,175.05µm
net1107,175.025µm
clknet_leaf_49_clk_i,175.025µm
net1042,174.93µm
_02965_,174.9µm
clknet_leaf_35_clk_i,174.895µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],174.86µm
net1453,174.825µm
net246,174.58µm
net1655,174.425µm
_05436_,174.07µm
net1099,174.06µm
net1760,174.005µm
u_picorv32.picorv32_core.mem_rdata_q\[27\],173.995µm
net903,173.985µm
u_picorv32.picorv32_core.decoded_imm_j\[15\],173.915µm
net1790,173.875µm
clknet_5_4__leaf_clk_i,173.805µm
_02938_,173.795µm
net421,173.635µm
net1241,173.575µm
net1160,173.535µm
net1050,173.43µm
net1461,173.31µm
clknet_leaf_112_clk_i,173.305µm
net983,173.18µm
net800,173.08µm
net1723,172.905µm
net1726,172.49µm
net1124,172.4µm
_00030_,172.18µm
clknet_leaf_85_clk_i,172.005µm
clknet_leaf_62_clk_i,171.97µm
net1130,171.395µm
_01573_,171.385µm
net624,171.24µm
clknet_leaf_70_clk_i,171.035µm
clknet_leaf_19_clk_i,170.965µm
_03905_,170.82µm
net1052,170.765µm
net1139,170.765µm
u_picorv32.pcpi_rs2\[26\],170.755µm
clknet_5_14__leaf_clk_i,170.595µm
u_picorv32.picorv32_core.decoded_imm\[7\],170.59µm
clknet_leaf_114_clk_i,170.57µm
net1652,170.375µm
clknet_leaf_0_clk_i,170.205µm
clknet_leaf_97_clk_i,170.18µm
clknet_leaf_77_clk_i,170.145µm
clknet_leaf_45_clk_i,169.905µm
net1773,169.885µm
u_picorv32.picorv32_core.alu_out\[14\],169.74µm
net1768,169.625µm
net548,169.51µm
_01771_,169.425µm
net524,169.36µm
_05215_,169.35µm
u_picorv32.picorv32_core.alu_out\[15\],168.96µm
net455,168.885µm
clknet_leaf_82_clk_i,168.785µm
net432,168.7µm
net1411,168.64µm
clknet_5_31__leaf_clk_i,168.205µm
net340,168.1µm
net1788,168.07µm
net1538,167.975µm
_05611_,167.94µm
net666,167.635µm
clknet_leaf_1_clk_i,167.505µm
clknet_leaf_38_clk_i,167.425µm
_05571_,167.38µm
clknet_leaf_110_clk_i,167.355µm
clknet_leaf_125_clk_i,167.355µm
net1188,167.26µm
net907,167.195µm
clknet_leaf_71_clk_i,167.19µm
net1127,167.145µm
u_picorv32.picorv32_core.reg_pc\[23\],167.055µm
_04813_,166.895µm
net1793,166.735µm
net1097,166.72µm
net623,166.63µm
clknet_leaf_54_clk_i,166.61µm
clknet_leaf_40_clk_i,166.6µm
net1449,166.58µm
u_picorv32.picorv32_core.reg_pc\[29\],166.57µm
_01940_,166.345µm
net1702,166.21µm
u_picorv32.pcpi_rs2\[14\],166.035µm
net1465,166.02µm
clknet_leaf_24_clk_i,166.015µm
net390,165.91µm
net1671,165.795µm
_02898_,165.79µm
net965,165.745µm
clknet_leaf_7_clk_i,165.55µm
_02944_,165.49µm
net1456,165.155µm
net1082,165.07µm
net1735,164.965µm
net544,164.785µm
net1154,164.72µm
net1483,164.615µm
clknet_leaf_75_clk_i,164.525µm
_03865_,164.37µm
clknet_leaf_66_clk_i,164.32µm
net634,164.26µm
net499,164.24µm
net935,164.225µm
u_picorv32.picorv32_core.reg_pc\[1\],164.125µm
u_picorv32.pcpi_rs2\[19\],164.07µm
net277,163.99µm
clknet_leaf_63_clk_i,163.835µm
clknet_leaf_17_clk_i,163.705µm
net1210,163.645µm
_05635_,163.62µm
net892,163.585µm
net1047,163.585µm
clknet_leaf_59_clk_i,163.57µm
net772,163.245µm
net1716,163.225µm
net1105,163.215µm
u_picorv32.picorv32_core.reg_pc\[25\],163.205µm
_01774_,163.05µm
clknet_5_27__leaf_clk_i,163.045µm
net3449,162.96µm
net979,162.695µm
net1123,162.64µm
clknet_leaf_37_clk_i,162.595µm
_01967_,162.57µm
net210,162.51µm
clknet_leaf_12_clk_i,162.445µm
net225,162.37µm
net1092,162.355µm
net635,162.03µm
net1319,162.015µm
clknet_leaf_6_clk_i,162.015µm
net1039,161.87µm
_01920_,161.53µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],161.47µm
net937,161.305µm
net1028,161.275µm
clknet_leaf_48_clk_i,161.255µm
clknet_leaf_44_clk_i,161.24µm
clknet_leaf_76_clk_i,161.235µm
clknet_leaf_3_clk_i,161.165µm
_02798_,160.95µm
clknet_leaf_120_clk_i,160.94µm
net1228,160.9µm
clknet_leaf_92_clk_i,160.89µm
net648,160.82µm
clknet_leaf_41_clk_i,160.78µm
_05345_,160.61µm
net839,160.4µm
net787,160.245µm
net1222,160.205µm
net1325,160.165µm
_02875_,160.08µm
_01739_,160.05µm
net1762,160.03µm
net1406,159.935µm
net326,159.83µm
_02688_,159.79µm
clknet_5_11__leaf_clk_i,159.695µm
clknet_leaf_9_clk_i,159.54µm
clknet_leaf_67_clk_i,159.52µm
net1474,159.5µm
net1276,159.415µm
net1384,159.28µm
_01919_,159.2µm
net1579,159.15µm
clknet_5_1__leaf_clk_i,159.02µm
net1262,158.915µm
net1064,158.855µm
net158,158.83µm
net1467,158.72µm
clknet_5_9__leaf_clk_i,158.72µm
net327,158.44µm
clknet_leaf_21_clk_i,158.405µm
net1692,158.395µm
net1664,158.08µm
net1116,157.98µm
net1759,157.97µm
clknet_leaf_108_clk_i,157.83µm
net1647,157.54µm
clknet_leaf_118_clk_i,157.365µm
_02615_,157.245µm
net978,157.045µm
_01418_,156.99µm
clknet_leaf_26_clk_i,156.935µm
net1704,156.91µm
net3447,156.85µm
net1027,156.75µm
net413,156.31µm
u_picorv32.picorv32_core.is_alu_reg_reg,156.285µm
net887,156.175µm
net191,156.085µm
_02921_,156.08µm
clknet_5_29__leaf_clk_i,155.95µm
net494,155.935µm
clknet_5_28__leaf_clk_i,155.565µm
net1025,155.49µm
clknet_leaf_5_clk_i,155.28µm
u_picorv32.picorv32_core.instr_rdinstrh,155.05µm
net1038,155.045µm
net1036,154.98µm
_02260_,154.93µm
clknet_5_10__leaf_clk_i,154.91µm
u_picorv32.pcpi_rs2\[16\],154.875µm
net1138,154.875µm
clknet_leaf_16_clk_i,154.72µm
clknet_leaf_96_clk_i,154.705µm
clknet_leaf_28_clk_i,154.695µm
_01922_,154.66µm
_01398_,154.63µm
clknet_leaf_51_clk_i,154.605µm
_01416_,154.5µm
clknet_leaf_122_clk_i,154.355µm
net1070,154.09µm
net1219,154.045µm
_01938_,154.03µm
clknet_leaf_127_clk_i,154.025µm
clknet_leaf_65_clk_i,154.005µm
net1343,153.875µm
net949,153.865µm
net963,153.695µm
net726,153.67µm
net1471,153.54µm
net798,153.51µm
net1786,153.38µm
clknet_leaf_39_clk_i,153.32µm
clknet_leaf_105_clk_i,153.145µm
clknet_5_20__leaf_clk_i,153.01µm
