net,length_um
net338,379.195µm
net724,376.09µm
net782,376µm
net475,375.72µm
net1112,375.335µm
_04982_,374.105µm
_04969_,373.83µm
net436,372.49µm
net336,372.375µm
net774,372.275µm
net307,370.965µm
net894,370.685µm
net596,368.92µm
net27,367.4µm
net265,366.31µm
net1106,365.73µm
net474,365.595µm
_03351_,363.89µm
net581,363.31µm
net346,362.305µm
_00003_,362.29µm
net1017,360.86µm
_01657_,360.53µm
net1232,360.505µm
_05871_,358.845µm
u_picorv32.picorv32_core.decoded_imm\[18\],358.8µm
_04996_,358.46µm
net942,357.975µm
net437,357.78µm
u_picorv32.pcpi_rs2\[20\],357.515µm
_02982_,357.5µm
net788,356.645µm
_04393_,356.31µm
_05228_,356.23µm
_01588_,354.415µm
u_picorv32.picorv32_core.decoded_imm\[30\],354.365µm
net723,354.05µm
net575,353.865µm
u_picorv32.picorv32_core.decoded_imm\[11\],351.285µm
net446,349.96µm
net1346,349.695µm
net792,349.105µm
net731,348.96µm
u_picorv32.picorv32_core.decoded_imm\[7\],348.07µm
net920,347.11µm
net102,345.99µm
_02864_,344.69µm
u_picorv32.picorv32_core.decoded_imm_j\[11\],344.205µm
u_picorv32.picorv32_core.decoded_imm\[23\],342.8µm
_02798_,342.18µm
net719,341.97µm
net272,341.65µm
_02691_,341.03µm
_02859_,340.475µm
_02984_,339.98µm
u_picorv32.picorv32_core.decoded_imm\[15\],339.72µm
net728,339.65µm
net1128,339.09µm
net1228,338.78µm
net730,338.455µm
net1013,337.905µm
_02807_,337.85µm
net903,337.81µm
net722,337.755µm
_05177_,337.03µm
_03853_,336.935µm
_02983_,336.35µm
net567,335.565µm
_02852_,335.515µm
net580,334.255µm
clknet_5_26__leaf_clk_i,333.485µm
net666,333.095µm
net1028,332.075µm
_02898_,332µm
net1088,331.38µm
net1119,331.275µm
net1234,331.26µm
net1145,330.745µm
_05086_,328.575µm
u_picorv32.picorv32_core.mem_rdata_q\[14\],328.53µm
net794,328.06µm
u_picorv32.pcpi_rs2\[26\],327.915µm
u_picorv32.picorv32_core.decoded_imm\[14\],327.635µm
net19,327.23µm
u_picorv32.pcpi_rs2\[13\],327.165µm
net1111,327.15µm
net1216,326.73µm
net1230,325.45µm
_02695_,325.33µm
net1189,325.28µm
net22,324.99µm
net28,324.64µm
_02910_,324.58µm
_05482_,324.32µm
net101,324.25µm
net683,323.845µm
_00001_,323.18µm
net418,323.175µm
net1221,322.715µm
u_picorv32.picorv32_core.decoded_imm\[26\],322.25µm
net740,321.03µm
u_picorv32.picorv32_core.decoded_imm\[17\],320.875µm
_02990_,320.26µm
net786,319.55µm
net1124,319.36µm
net1241,318.915µm
_05099_,318.435µm
net375,318.38µm
net17,317.745µm
net691,316.95µm
net16,316.61µm
net586,316.35µm
net14,316.01µm
clknet_5_27__leaf_clk_i,315.55µm
_05557_,315.3µm
net720,315.09µm
_02885_,314.71µm
u_picorv32.picorv32_core.cpu_state\[2\],314.425µm
net38,314.085µm
net779,313.515µm
net24,313.015µm
net25,312.83µm
net1244,312.67µm
u_picorv32.picorv32_core.decoder_trigger,312.05µm
net1235,311.9µm
net1225,311.465µm
_02998_,310.08µm
u_picorv32.pcpi_rs2\[18\],309.625µm
_04459_,308.53µm
net518,308.13µm
u_picorv32.pcpi_rs2\[24\],307.2µm
_03000_,307.13µm
u_picorv32.picorv32_core.decoded_imm\[24\],306.12µm
net484,305.945µm
u_picorv32.picorv32_core.decoded_imm\[19\],305.68µm
net1190,305.405µm
net321,303.575µm
net1122,303.5µm
net1007,303.205µm
net1097,302.92µm
net1109,302.38µm
net270,302.275µm
u_picorv32.picorv32_core.decoded_imm\[27\],301.55µm
_01585_,300.95µm
net12,300.87µm
net13,300.87µm
net1071,300.515µm
net1259,300.165µm
_04369_,299.71µm
u_picorv32.pcpi_rs2\[19\],299.02µm
net1178,297.585µm
_03904_,297.465µm
net721,297.34µm
u_picorv32.picorv32_core.decoded_imm\[8\],297.14µm
net268,296.37µm
_04235_,295.35µm
u_picorv32.pcpi_rs2\[29\],295.305µm
net1245,295.04µm
net770,294.86µm
net354,293.675µm
_04941_,293.29µm
net378,293.025µm
net595,292.045µm
_04598_,291.96µm
net1027,290.915µm
net1038,290.85µm
net1185,290.195µm
net1215,290.15µm
net1148,290.065µm
_02956_,289.15µm
u_picorv32.picorv32_core.decoded_imm\[10\],289.11µm
net1229,289.095µm
_02999_,289.08µm
u_picorv32.pcpi_rs2\[15\],288.535µm
net717,288.245µm
net1040,288.105µm
net20,287.855µm
net799,287.05µm
net640,286.925µm
net401,286.915µm
u_picorv32.pcpi_rs2\[25\],286.085µm
net982,284.23µm
net21,284.2µm
net1222,283.99µm
net905,283.47µm
net555,283.24µm
net695,282.185µm
_02818_,282.175µm
_01615_,282.125µm
net1142,282.095µm
net1384,282.085µm
_03842_,280.99µm
net1056,280.755µm
net1210,280.655µm
_04304_,280.44µm
net1405,279.7µm
_02832_,279.615µm
u_picorv32.pcpi_rs2\[17\],279.175µm
net784,278.055µm
net983,277.795µm
net1108,277.68µm
net688,277.67µm
net11,277.65µm
net590,277.63µm
_04232_,276.09µm
net846,275.955µm
u_picorv32.pcpi_rs2\[30\],275.945µm
u_picorv32.pcpi_rs2\[16\],274.615µm
u_picorv32.picorv32_core.decoded_imm\[25\],273.915µm
u_picorv32.picorv32_core.decoded_imm\[12\],273.365µm
net328,273.085µm
u_picorv32.picorv32_core.is_lui_auipc_jal,272.985µm
net662,272.915µm
net791,272.35µm
_04956_,271.93µm
net1127,271.93µm
net1369,271.815µm
net701,271.775µm
net1103,271.6µm
_04324_,271.145µm
net1019,271.005µm
net847,270.15µm
u_picorv32.picorv32_core.decoded_imm\[29\],269.825µm
net493,269.31µm
_01609_,269.14µm
_03001_,269.075µm
net895,268.86µm
net18,268.7µm
_05749_,268.14µm
_02870_,268.1µm
_05778_,268.01µm
u_picorv32.picorv32_core.reg_pc\[21\],267.885µm
_03849_,267.83µm
net1118,267.495µm
net874,266.48µm
_05707_,266.47µm
net826,266.315µm
net1157,266.16µm
_05726_,266.115µm
u_picorv32.picorv32_core.decoded_imm\[13\],265.805µm
net732,265.755µm
net1368,264.91µm
net1114,264.71µm
net679,264.61µm
net351,264.14µm
u_picorv32.pcpi_rs2\[28\],263.565µm
u_picorv32.pcpi_rs1\[8\],263.06µm
net714,263.035µm
net910,262.31µm
net492,261.97µm
_05758_,261.83µm
net669,260.785µm
net670,260.465µm
u_picorv32.picorv32_core.latched_rd\[2\],259.25µm
_04881_,258.85µm
net1188,258.51µm
net1121,257.465µm
net766,256.66µm
net648,256.345µm
_05242_,256.1µm
net906,255.755µm
net36,255.475µm
net339,255.08µm
net331,254.925µm
net1140,254.77µm
net734,254.52µm
net320,254.12µm
u_picorv32.picorv32_core.reg_out\[24\],254.105µm
u_picorv32.picorv32_core.reg_pc\[20\],254.05µm
net773,253.91µm
_02974_,253.64µm
net557,253.575µm
_05571_,253.48µm
_05229_,252.98µm
net23,252.86µm
_02822_,252.79µm
net854,252.59µm
net924,252.44µm
net944,252.09µm
net806,251.88µm
_02325_,251.545µm
net725,250.62µm
net520,250.56µm
_04260_,250.11µm
_05948_,250.005µm
net637,249.72µm
net1012,249.07µm
_05593_,249.02µm
_03852_,248.845µm
net1133,248.555µm
clknet_5_25__leaf_clk_i,248.47µm
net103,248.24µm
_02932_,246.77µm
net1004,246.61µm
net1014,246.5µm
net612,246.09µm
net553,246.02µm
net513,246µm
net994,245.94µm
u_picorv32.picorv32_core.mem_rdata_q\[25\],245.51µm
clknet_leaf_76_clk_i,244.55µm
net1003,244.245µm
net1248,243.65µm
net585,243.625µm
_02962_,242.995µm
net822,242.495µm
net1094,241.995µm
net681,241.875µm
net1100,241.745µm
u_picorv32.picorv32_core.reg_out\[28\],241.67µm
net1176,241.23µm
_05112_,241.215µm
_05125_,240.95µm
u_picorv32.pcpi_rs1\[14\],240.895µm
net704,240.805µm
net1399,240.685µm
net878,240.49µm
net1081,240.305µm
net1279,240.19µm
u_picorv32.pcpi_rs2\[27\],239.79µm
net1161,239.46µm
net882,238.885µm
u_picorv32.picorv32_core.reg_pc\[8\],238.33µm
net645,238.02µm
net1258,237.5µm
net214,237.24µm
net411,236.93µm
net991,236.93µm
_05164_,236.79µm
net1091,236.74µm
_02837_,236.64µm
net405,236.155µm
_04944_,235.325µm
net870,235.295µm
net726,235.21µm
net1159,235.21µm
net1269,234.965µm
net798,234.945µm
net604,234.27µm
net1152,233.985µm
_05737_,233.9µm
net702,233.06µm
_05890_,232.835µm
net814,232.735µm
net243,232.47µm
u_picorv32.pcpi_rs1\[11\],232.35µm
_05732_,232.01µm
net1270,231.4µm
_02827_,230.88µm
_01769_,230.825µm
net805,230.685µm
_05706_,230.62µm
net1138,230.395µm
u_picorv32.picorv32_core.is_alu_reg_imm,230.26µm
_05202_,230.25µm
net1143,230.18µm
_05009_,230.13µm
net830,229.955µm
_05047_,229.8µm
_05021_,229.78µm
net1163,229.745µm
net865,229.605µm
u_picorv32.picorv32_core.latched_store,229.48µm
net834,228.685µm
u_picorv32.picorv32_core.latched_rd\[0\],228.68µm
net817,228.485µm
net819,228.395µm
net891,227.68µm
net644,227.6µm
net1272,227.22µm
u_picorv32.pcpi_rs2\[23\],226.975µm
net862,226.195µm
net911,225.885µm
net1284,225.82µm
net587,225.67µm
net1033,225.385µm
net1113,225.18µm
_04109_,224.835µm
net676,224.54µm
net700,224.465µm
net240,224.12µm
net1379,223.81µm
net707,223.555µm
u_picorv32.picorv32_core.reg_pc\[14\],223.345µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],223.13µm
net1129,223.125µm
net1275,222.91µm
net916,222.875µm
net483,222.805µm
net851,222.75µm
net1263,222.62µm
net1051,222.37µm
_04129_,222.145µm
net1149,221.67µm
net1360,221.535µm
u_picorv32.picorv32_core.reg_pc\[1\],221.11µm
net853,220.955µm
clknet_5_24__leaf_clk_i,220.415µm
net643,219.79µm
net1141,219.24µm
net867,219.1µm
net607,219.04µm
net803,218.44µm
net825,218.245µm
u_picorv32.picorv32_core.reg_out\[26\],218.16µm
net613,217.945µm
net1136,217.825µm
net1267,217.405µm
net776,217.3µm
_05545_,217.22µm
net709,217.22µm
net971,216.745µm
net873,216.715µm
net550,216.65µm
net813,216.62µm
net583,215.905µm
net697,215.87µm
clknet_leaf_20_clk_i,215.76µm
net1348,215.675µm
net875,215.65µm
net1070,215.495µm
net611,215.44µm
_05138_,215.12µm
u_picorv32.picorv32_core.alu_out\[18\],214.81µm
net861,214.7µm
net634,214.62µm
net1370,214.565µm
net842,214.455µm
clknet_leaf_93_clk_i,214.27µm
net1323,214.265µm
u_picorv32.picorv32_core.reg_pc\[31\],213.77µm
net843,213.71µm
net753,213.67µm
net1274,213.375µm
net1366,213.33µm
_02921_,213.19µm
net1137,212.885µm
net909,212.88µm
net1252,212.72µm
net635,212.545µm
net1016,212.525µm
u_picorv32.picorv32_core.reg_pc\[17\],212.2µm
net868,211.505µm
net1123,211.405µm
net213,211.29µm
net69,211.28µm
_05100_,210.75µm
net1283,210.54µm
net1264,210.505µm
net979,210.36µm
net850,210.27µm
net1132,210.175µm
net1288,209.815µm
net1086,209.53µm
net698,209.095µm
net839,208.725µm
net1265,208.705µm
net872,208.265µm
net1364,207.995µm
u_picorv32.picorv32_core.decoded_imm\[0\],207.675µm
u_picorv32.picorv32_core.reg_out\[23\],207.415µm
net827,207.405µm
_02796_,207.15µm
_00007_,206.1µm
_03864_,205.99µm
net1334,205.99µm
net636,205.955µm
net852,205.83µm
clknet_leaf_11_clk_i,205.525µm
net1180,205.46µm
net1035,205.365µm
net1296,205.285µm
net907,205.15µm
net1308,205.045µm
_05215_,204.91µm
_04737_,204.84µm
_05074_,204.56µm
net1315,204.39µm
net502,204.325µm
net579,204.25µm
net549,203.495µm
net1126,203.13µm
clknet_5_19__leaf_clk_i,203.06µm
_05510_,202.93µm
u_picorv32.picorv32_core.instr_jalr,202.905µm
net1153,202.895µm
net627,202.535µm
net1262,202.435µm
net1052,202.38µm
net762,202.175µm
net820,201.98µm
_05522_,201.93µm
net517,201.93µm
net404,201.85µm
net804,201.265µm
net1187,201.23µm
_01697_,201.075µm
net758,200.92µm
clknet_leaf_5_clk_i,200.92µm
net767,200.75µm
net778,200.7µm
_04433_,200.48µm
_04528_,200.425µm
_02904_,200.1µm
u_picorv32.picorv32_core.mem_rdata_q\[24\],200.095µm
net1135,200.005µm
net1394,199.93µm
_05087_,199.81µm
_02915_,199.31µm
clknet_leaf_19_clk_i,199.1µm
_05478_,198.98µm
net1359,198.67µm
net824,198.46µm
_05787_,198.19µm
net887,198.01µm
net630,197.83µm
clknet_leaf_77_clk_i,197.17µm
u_picorv32.picorv32_core.reg_pc\[30\],197.1µm
_05190_,196.93µm
net687,196.505µm
net802,196.49µm
_04090_,196.265µm
net1010,196.2µm
net890,195.985µm
_02615_,195.975µm
net663,195.895µm
net1211,195.845µm
net1006,195.725µm
u_picorv32.picorv32_core.reg_pc\[5\],195.43µm
net1281,195.29µm
net1292,194.815µm
u_picorv32.picorv32_core.decoded_imm\[3\],194.67µm
net1168,194.155µm
_05280_,193.8µm
net588,193.72µm
net680,193.525µm
clknet_5_11__leaf_clk_i,193.515µm
net1287,193.4µm
u_picorv32.pcpi_rs1\[10\],193.34µm
net1257,193.225µm
clknet_leaf_44_clk_i,193.115µm
net1356,193.11µm
clknet_leaf_32_clk_i,192.91µm
net710,192.805µm
net633,192.755µm
clknet_leaf_59_clk_i,192.74µm
net1321,192.73µm
net877,192.58µm
net925,192.525µm
net793,192.115µm
clknet_leaf_47_clk_i,191.765µm
_02965_,191.655µm
clknet_5_13__leaf_clk_i,191.42µm
net1098,191.34µm
clknet_leaf_85_clk_i,191.25µm
net1358,190.98µm
clknet_leaf_57_clk_i,190.64µm
_05495_,190.34µm
u_picorv32.pcpi_rs2\[9\],190.28µm
net833,190.275µm
clknet_leaf_78_clk_i,190.235µm
_05203_,190.03µm
net1294,189.815µm
net1057,189.705µm
_04573_,189.68µm
net1253,189.63µm
_02899_,189.61µm
net1192,189.125µm
net968,188.73µm
u_picorv32.picorv32_core.instr_rdinstr,188.43µm
_01775_,188.42µm
clknet_5_31__leaf_clk_i,188.255µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],187.645µm
net1349,187.645µm
net1120,187.565µm
_05896_,187.425µm
clknet_leaf_89_clk_i,187.385µm
net1186,187.35µm
_01771_,187.32µm
_05061_,187.195µm
net1314,187.105µm
clknet_leaf_110_clk_i,187.02µm
net1363,186.92µm
net1277,186.505µm
net810,186.34µm
net967,186.33µm
net829,186.325µm
net1254,186.315µm
net1092,186.09µm
net1104,185.9µm
net671,185.87µm
clknet_5_29__leaf_clk_i,185.74µm
net1030,185.54µm
clknet_leaf_99_clk_i,185.145µm
clknet_leaf_116_clk_i,185.04µm
net410,184.985µm
clknet_leaf_14_clk_i,184.96µm
clknet_5_7__leaf_clk_i,184.77µm
net1101,184.39µm
_00030_,183.98µm
net836,183.555µm
u_picorv32.picorv32_core.reg_pc\[7\],183.415µm
net1271,183.415µm
u_picorv32.picorv32_core.reg_pc\[6\],183.25µm
u_picorv32.pcpi_rs1\[6\],183.065µm
net1095,182.91µm
net1373,182.67µm
_02997_,182.62µm
u_picorv32.picorv32_core.decoded_imm\[4\],182.445µm
u_picorv32.picorv32_core.decoded_imm\[6\],182.44µm
_01885_,182.07µm
net617,181.98µm
u_picorv32.picorv32_core.mem_rdata_q\[22\],181.795µm
net808,181.79µm
net884,181.78µm
net1298,181.78µm
net880,181.74µm
net919,181.735µm
clknet_leaf_36_clk_i,181.685µm
net1256,181.68µm
net1247,181.655µm
clknet_leaf_87_clk_i,181.505µm
u_picorv32.picorv32_core.count_cycle\[61\],181.43µm
u_picorv32.picorv32_core.instr_ori,181.4µm
clknet_leaf_94_clk_i,181.375µm
net1383,181.285µm
net837,181.185µm
net1398,181.04µm
_05800_,181.03µm
net1386,181.01µm
net1404,180.88µm
clknet_leaf_48_clk_i,180.88µm
_05332_,180.77µm
net1278,180.765µm
_05048_,180.73µm
net856,180.69µm
net487,180.6µm
u_picorv32.picorv32_core.instr_or,180.005µm
net952,179.965µm
net1032,179.905µm
net3081,179.64µm
net236,179.515µm
clknet_leaf_72_clk_i,179.425µm
clknet_leaf_10_clk_i,179.365µm
net1139,179.32µm
u_picorv32.picorv32_core.reg_pc\[12\],179.205µm
u_picorv32.pcpi_rs2\[22\],179.12µm
_01920_,179.08µm
net684,178.975µm
net737,178.865µm
clknet_5_2__leaf_clk_i,178.7µm
net739,178.66µm
u_picorv32.picorv32_core.mem_rdata_q\[27\],178.41µm
net1304,178.405µm
clknet_leaf_49_clk_i,178.345µm
_02793_,178.335µm
clknet_leaf_123_clk_i,178.33µm
net623,178.31µm
net1376,178.26µm
net858,178.055µm
_02880_,178.04µm
net1079,178.02µm
clknet_5_14__leaf_clk_i,178.005µm
_03091_,177.935µm
net713,177.9µm
net582,177.79µm
u_picorv32.picorv32_core.latched_is_lh,177.705µm
_02911_,177.61µm
clknet_leaf_113_clk_i,177.505µm
_01919_,177.46µm
net1396,177.35µm
clknet_leaf_84_clk_i,176.7µm
_05373_,176.64µm
u_picorv32.picorv32_core.latched_rd\[1\],176.64µm
clknet_5_12__leaf_clk_i,176.615µm
u_picorv32.pcpi_rs2\[14\],176.575µm
clknet_leaf_41_clk_i,176.555µm
net1345,176.53µm
clknet_5_20__leaf_clk_i,176.305µm
u_picorv32.picorv32_core.decoded_imm_j\[13\],176.06µm
clknet_leaf_66_clk_i,175.755µm
_04998_,175.745µm
net1306,175.72µm
net615,175.53µm
clknet_5_15__leaf_clk_i,175.465µm
u_picorv32.pcpi_rs2\[5\],175.45µm
net1250,175.2µm
net1251,175.2µm
u_picorv32.picorv32_core.reg_pc\[19\],175.08µm
net703,175.07µm
_05384_,175.04µm
_02892_,175.01µm
clknet_leaf_54_clk_i,174.875µm
clknet_leaf_82_clk_i,174.69µm
net412,174.49µm
clknet_leaf_56_clk_i,174.485µm
clknet_leaf_18_clk_i,174.4µm
net1011,174.245µm
_03350_,173.99µm
net832,173.905µm
net871,173.875µm
net1412,173.815µm
net629,173.795µm
u_picorv32.pcpi_rs1\[4\],173.24µm
_01922_,172.92µm
net1191,172.91µm
clknet_5_18__leaf_clk_i,172.835µm
u_picorv32.picorv32_core.latched_stalu,172.62µm
net885,172.515µm
clknet_leaf_91_clk_i,172.425µm
net1166,172.41µm
clknet_leaf_103_clk_i,172.205µm
net1300,172.19µm
net1282,172.105µm
net712,171.875µm
_05415_,171.85µm
net838,171.77µm
clknet_5_3__leaf_clk_i,171.68µm
net539,171.3µm
net3090,171.09µm
clknet_leaf_1_clk_i,170.985µm
net628,170.785µm
net367,170.475µm
clknet_leaf_111_clk_i,170.285µm
net1084,169.99µm
net1018,169.895µm
net1150,169.83µm
_01962_,169.79µm
net1390,169.675µm
net242,169.07µm
clknet_leaf_115_clk_i,168.985µm
clknet_leaf_2_clk_i,168.905µm
net1059,168.855µm
clknet_leaf_88_clk_i,168.695µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],167.85µm
clknet_leaf_80_clk_i,167.57µm
_02363_,167.42µm
net918,167.12µm
u_picorv32.picorv32_core.decoded_imm_j\[5\],167.11µm
clknet_leaf_13_clk_i,167.045µm
net886,166.975µm
_01966_,166.87µm
u_picorv32.picorv32_core.mem_rdata_q\[21\],166.825µm
clknet_leaf_95_clk_i,166.465µm
net578,166.4µm
_05346_,166.28µm
_05060_,166.02µm
net664,165.91µm
clknet_leaf_121_clk_i,165.805µm
net490,165.585µm
_02804_,165.305µm
net1226,165.215µm
_04064_,164.93µm
net1107,164.695µm
net1350,164.6µm
u_picorv32.picorv32_core.reg_pc\[25\],164.39µm
clknet_leaf_63_clk_i,164.265µm
net980,164.065µm
clknet_5_5__leaf_clk_i,163.905µm
clknet_leaf_71_clk_i,163.81µm
clknet_leaf_43_clk_i,163.755µm
u_picorv32.picorv32_core.is_lb_lh_lw_lbu_lhu,163.75µm
u_picorv32.picorv32_core.decoded_imm_j\[12\],163.52µm
_01970_,163.215µm
u_picorv32.picorv32_core.reg_pc\[29\],163.16µm
net1156,163.135µm
net1199,162.98µm
net812,162.965µm
net1025,162.94µm
u_picorv32.picorv32_core.reg_out\[19\],162.78µm
clknet_5_21__leaf_clk_i,162.68µm
net964,162.605µm
clknet_leaf_15_clk_i,162.555µm
_02808_,162.495µm
clknet_leaf_100_clk_i,162.39µm
net975,162.35µm
net639,162.305µm
_04436_,162.3µm
net1055,161.84µm
clknet_5_22__leaf_clk_i,161.74µm
net881,161.665µm
net1333,161.57µm
_05405_,161.47µm
u_picorv32.pcpi_rs2\[7\],161.36µm
net769,161.24µm
_01774_,161.17µm
net1155,161.07µm
clknet_leaf_64_clk_i,161.015µm
net572,160.9µm
u_picorv32.picorv32_core.reg_out\[21\],160.895µm
u_picorv32.picorv32_core.latched_is_lb,160.65µm
clknet_leaf_7_clk_i,160.54µm
net1147,160.515µm
clknet_leaf_126_clk_i,160.4µm
net657,160.275µm
u_picorv32.picorv32_core.is_alu_reg_reg,160.235µm
clknet_5_17__leaf_clk_i,160.14µm
u_picorv32.picorv32_core.decoded_imm\[5\],159.885µm
net1372,159.805µm
_05763_,159.69µm
clknet_5_8__leaf_clk_i,159.525µm
clknet_leaf_4_clk_i,159.46µm
clknet_leaf_124_clk_i,159.375µm
u_picorv32.pcpi_rs1\[2\],159.33µm
clknet_leaf_21_clk_i,159.085µm
u_picorv32.picorv32_core.is_beq_bne_blt_bge_bltu_bgeu,159.06µm
net1063,159.06µm
net1110,158.985µm
net2,158.65µm
net1295,158.64µm
net603,158.255µm
net823,158.19µm
clknet_leaf_96_clk_i,157.98µm
net1078,157.84µm
_02995_,157.41µm
_01619_,157.315µm
clknet_leaf_120_clk_i,157.29µm
clknet_5_6__leaf_clk_i,157.27µm
clknet_5_16__leaf_clk_i,156.985µm
clknet_leaf_27_clk_i,156.935µm
net3075,156.74µm
_01809_,156.54µm
clknet_leaf_127_clk_i,156.29µm
clknet_leaf_50_clk_i,156.105µm
clknet_5_4__leaf_clk_i,156.08µm
net908,156.07µm
u_picorv32.picorv32_core.decoded_imm\[31\],155.99µm
net715,155.93µm
net1064,155.93µm
clknet_leaf_106_clk_i,155.89µm
clknet_leaf_46_clk_i,155.845µm
