net,length_um
_02694_,292.545µm
u_picorv32.picorv32_core.decoded_imm\[15\],292.46µm
_03001_,292.29µm
_01885_,291.335µm
net1200,290.975µm
net1373,290.615µm
net715,290.41µm
net1291,290.36µm
_04881_,290.17µm
net1203,289.985µm
net668,289.395µm
net655,288.965µm
u_picorv32.picorv32_core.decoded_imm\[24\],288.885µm
net913,288.37µm
net415,288.325µm
_05928_,287.7µm
net605,287.1µm
net1012,286.555µm
net1233,286.19µm
net103,285.18µm
_05749_,283.74µm
_02904_,282.55µm
_01656_,282.415µm
_05707_,279.43µm
net687,279.39µm
u_picorv32.pcpi_rs2\[31\],279.25µm
u_picorv32.picorv32_core.decoded_imm\[29\],278.585µm
net441,278.335µm
net845,277.77µm
net1079,277.205µm
_01681_,276.78µm
u_picorv32.picorv32_core.reg_pc\[8\],276.74µm
net1152,276.51µm
u_picorv32.picorv32_core.decoded_imm\[12\],275.95µm
net653,275.775µm
net597,275.615µm
net1055,275.55µm
net1117,275.225µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],275.02µm
_05215_,274.96µm
net865,274.735µm
net857,274.575µm
u_picorv32.pcpi_rs1\[10\],274.355µm
net306,273.94µm
net698,273.565µm
net1133,272.71µm
net1215,272.44µm
u_picorv32.pcpi_rs2\[24\],272.425µm
net1278,272.125µm
_01771_,272.115µm
_03842_,271.45µm
_05763_,271.06µm
net758,270.945µm
net796,270.825µm
_05732_,270.78µm
net408,270.635µm
_04573_,270.01µm
_05890_,269.94µm
net897,269.865µm
net631,269.51µm
net1127,269.46µm
net548,269.18µm
u_picorv32.picorv32_core.alu_out\[18\],269.13µm
net816,268.735µm
net488,268.67µm
u_picorv32.pcpi_rs2\[18\],268.305µm
net552,267.535µm
_01613_,266.93µm
net1218,265.705µm
net1226,265.595µm
_05948_,265.545µm
net888,265.095µm
net722,265.08µm
_02827_,264.84µm
u_picorv32.picorv32_core.mem_rdata_q\[25\],264.585µm
net1251,264.015µm
net604,263.95µm
net1242,263.51µm
_05593_,263.415µm
net1389,263.305µm
_02796_,263.02µm
u_picorv32.pcpi_rs2\[15\],262.95µm
net1334,262.59µm
net996,262.495µm
net628,262.25µm
_03904_,262.08µm
net1136,261.86µm
net714,261.715µm
_05571_,261.57µm
net1217,261.49µm
net765,260.945µm
net1206,260.715µm
net863,260.525µm
net484,260.46µm
net997,260.03µm
_05009_,259.885µm
net747,259.65µm
_05758_,259.035µm
net814,259µm
clknet_leaf_82_clk_i,258.58µm
net989,257.86µm
net932,257.09µm
u_picorv32.picorv32_core.reg_pc\[21\],256.6µm
clknet_5_20__leaf_clk_i,256.185µm
_05112_,256.09µm
net808,255.98µm
net216,255.835µm
net1244,255.525µm
net620,254.905µm
_01970_,254.47µm
net993,254.11µm
net688,253.795µm
_04129_,253.465µm
net215,253.195µm
u_picorv32.picorv32_core.reg_out\[26\],252.91µm
net398,252.315µm
net1194,252.245µm
u_picorv32.picorv32_core.latched_rd\[2\],252.105µm
u_picorv32.pcpi_rs1\[29\],252.02µm
_01769_,251.775µm
_05706_,251.77µm
_04956_,251.58µm
_05202_,251.31µm
_05737_,251.29µm
net1122,250.975µm
net898,250.71µm
u_picorv32.pcpi_rs2\[16\],250.61µm
net841,250.595µm
_04109_,250.585µm
net999,249.97µm
net1214,249.535µm
u_picorv32.pcpi_rs2\[9\],249.45µm
net691,249.43µm
net664,249.38µm
net1374,249.245µm
net966,249.175µm
net1237,248.745µm
net792,247.8µm
net489,247.68µm
clknet_5_24__leaf_clk_i,247.39µm
net599,247.345µm
net825,247.33µm
u_picorv32.picorv32_core.reg_out\[24\],246.85µm
u_picorv32.picorv32_core.mem_rdata_q\[24\],246.83µm
net268,246.13µm
net690,245.99µm
net850,245.775µm
net1343,245.74µm
u_picorv32.picorv32_core.is_alu_reg_imm,245.63µm
_04528_,245.185µm
net1130,245.11µm
net1238,244.955µm
net883,244.875µm
net802,244.435µm
net1162,244.415µm
net803,244.22µm
net720,244.135µm
net686,244.11µm
clknet_leaf_69_clk_i,244.105µm
_05787_,243.98µm
net554,243.705µm
net971,243.365µm
u_picorv32.picorv32_core.latched_rd\[0\],243.18µm
net1230,243.065µm
net719,243.055µm
net1265,243.02µm
net756,242.99µm
net1077,242.845µm
u_picorv32.picorv32_core.decoded_imm\[31\],242.51µm
net1254,242.36µm
net1116,242.08µm
_02973_,241.735µm
u_picorv32.pcpi_rs2\[30\],241.11µm
net830,241µm
_02880_,240.86µm
net959,240.77µm
clknet_5_5__leaf_clk_i,240.745µm
net1124,240.44µm
net879,240.3µm
net801,240.28µm
net1043,239.93µm
net940,239.67µm
net363,239.625µm
net584,239.61µm
net1172,238.935µm
net874,238.8µm
net1068,238.685µm
net373,238.485µm
u_picorv32.picorv32_core.reg_pc\[20\],238.085µm
net1270,237.71µm
net1147,237.385µm
net603,237.37µm
_05047_,237.24µm
net834,237.105µm
net1274,236.885µm
net853,236.87µm
_05268_,236.79µm
net1245,236.56µm
net1113,236.31µm
u_picorv32.picorv32_core.latched_rd\[3\],235.93µm
_05478_,235.7µm
_01670_,235.49µm
net1385,235.095µm
_05522_,234.86µm
net1018,234.78µm
net1075,234.695µm
_05495_,234.61µm
_05545_,234.025µm
u_picorv32.picorv32_core.reg_pc\[31\],233.32µm
net1282,232.975µm
_05100_,232.82µm
net1350,232.535µm
clknet_5_30__leaf_clk_i,232.49µm
net878,232.085µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],232.04µm
net970,231.47µm
net1195,231.445µm
u_picorv32.pcpi_rs2\[14\],231.43µm
net1110,231.38µm
net820,231.355µm
net536,230.81µm
_02921_,230.47µm
net851,230.405µm
_05125_,230.34µm
net1354,230.315µm
net1243,230.22µm
_05510_,230.15µm
net1255,230.15µm
net952,229.685µm
net804,229.6µm
clknet_5_29__leaf_clk_i,229.375µm
net1145,229.355µm
clknet_5_8__leaf_clk_i,229.225µm
net1089,228.695µm
clknet_5_27__leaf_clk_i,228.645µm
net1003,228.42µm
net1283,228.25µm
net1109,228.235µm
_02972_,227.71µm
_00030_,227.5µm
net625,227.16µm
net547,227.145µm
clknet_5_4__leaf_clk_i,227.14µm
net829,227.06µm
u_picorv32.pcpi_rs2\[17\],225.84µm
_02969_,225.685µm
net852,225.37µm
net1017,225.225µm
net407,225.035µm
net498,224.68µm
net240,224.525µm
net700,224.185µm
net1261,224.08µm
u_picorv32.picorv32_core.latched_rd\[4\],223.99µm
net550,223.235µm
net703,223.235µm
net1400,223.155µm
u_picorv32.picorv32_core.reg_out\[23\],222.575µm
u_picorv32.picorv32_core.reg_pc\[17\],222.4µm
u_picorv32.pcpi_rs1\[2\],222.195µm
_03849_,222.13µm
net955,222.125µm
net855,221.805µm
net1361,221.705µm
clknet_leaf_57_clk_i,221.305µm
net1125,221.275µm
clknet_5_0__leaf_clk_i,220.865µm
net1266,220.85µm
u_picorv32.axi_adapter.mem_instr,220.79µm
net761,220.705µm
clknet_5_31__leaf_clk_i,220.23µm
net784,220.225µm
_01420_,220.03µm
net1112,219.975µm
net1252,219.93µm
net1183,219.855µm
u_picorv32.pcpi_rs2\[25\],219.675µm
net1236,219.17µm
net1247,219.05µm
u_picorv32.pcpi_rs2\[5\],218.78µm
_05800_,218.76µm
net566,218.67µm
clknet_leaf_80_clk_i,218.54µm
_04737_,218.4µm
_02974_,217.87µm
clknet_5_18__leaf_clk_i,217.64µm
net833,217.345µm
net860,217.045µm
_05896_,216.745µm
net1076,216.68µm
net866,215.99µm
net647,215.755µm
net1337,215.65µm
_01697_,215.295µm
net772,215.07µm
u_picorv32.picorv32_core.decoded_imm\[6\],214.87µm
clknet_5_16__leaf_clk_i,214.295µm
net817,213.97µm
net573,213.685µm
net900,213.53µm
net1082,213.365µm
net1257,213.335µm
net535,213.255µm
_05113_,213.19µm
net869,213.08µm
clknet_5_1__leaf_clk_i,212.88µm
net1085,212.515µm
net748,211.43µm
net899,211.275µm
net1269,211.025µm
net499,210.695µm
_01704_,210.455µm
net1174,210.395µm
u_picorv32.picorv32_core.decoded_imm\[0\],210.28µm
net788,210.27µm
net1141,210.2µm
net1286,210.18µm
net811,210.09µm
u_picorv32.picorv32_core.reg_pc\[14\],210.035µm
net361,209.905µm
net1273,209.775µm
clknet_leaf_63_clk_i,209.46µm
net1158,209.425µm
_05280_,209.41µm
net806,209.18µm
net1073,208.92µm
clknet_leaf_81_clk_i,208.715µm
u_picorv32.picorv32_core.instr_jalr,208.665µm
net791,208.585µm
_05074_,208.45µm
net679,208.435µm
_02615_,208.355µm
net1062,208.31µm
net629,208.135µm
net859,208.02µm
net1066,208.015µm
clknet_leaf_97_clk_i,207.62µm
net826,207.51µm
net882,207.5µm
u_picorv32.pcpi_rs2\[13\],206.85µm
net1259,206.01µm
net580,205.81µm
clknet_5_15__leaf_clk_i,205.4µm
net570,205.345µm
net592,205.045µm
net3074,204.55µm
net751,204.545µm
net1118,204.225µm
net1382,204.055µm
net1015,203.845µm
net839,203.77µm
net576,203.735µm
net675,203.405µm
net844,203.29µm
clknet_5_25__leaf_clk_i,203.005µm
net1119,202.665µm
clknet_leaf_92_clk_i,202.63µm
net893,202.045µm
net846,201.82µm
net877,201.78µm
net875,201.765µm
net937,201.76µm
net840,201.5µm
net909,201.37µm
net1039,201.37µm
net810,201.365µm
net1232,201.325µm
net693,201.27µm
net627,201.255µm
_05405_,201.08µm
net795,201.075µm
net1371,200.96µm
net1249,200.895µm
clknet_leaf_19_clk_i,200.84µm
net549,200.73µm
net822,200.695µm
_01931_,200.615µm
clknet_5_7__leaf_clk_i,200.41µm
net1349,200.375µm
u_picorv32.pcpi_rs2\[4\],200.205µm
net967,200.1µm
net695,199.605µm
net1121,199.415µm
net1353,199.21µm
net1023,199.11µm
clknet_5_9__leaf_clk_i,198.99µm
net1150,198.97µm
net991,198.73µm
net1264,198.29µm
net1365,198.15µm
clknet_leaf_72_clk_i,198.08µm
net797,198.075µm
net771,197.76µm
net1268,197.71µm
clknet_leaf_27_clk_i,197.595µm
_02915_,197.35µm
u_picorv32.picorv32_core.reg_out\[22\],197.34µm
net799,197.235µm
net1348,196.99µm
u_picorv32.picorv32_core.reg_out\[19\],196.95µm
clknet_leaf_91_clk_i,196.89µm
_01962_,196.885µm
_02911_,196.71µm
net571,196.71µm
_01775_,196.695µm
clknet_5_13__leaf_clk_i,196.645µm
net1364,196.64µm
net1287,196.585µm
_03091_,196.545µm
clknet_leaf_128_clk_i,196.045µm
net949,196.02µm
u_picorv32.picorv32_core.latched_rd\[1\],195.875µm
net1143,195.72µm
clknet_leaf_3_clk_i,195.6µm
net1296,195.195µm
_01967_,195.04µm
u_picorv32.pcpi_rs2\[0\],194.995µm
clknet_leaf_78_clk_i,194.975µm
net545,194.92µm
net948,194.905µm
_01935_,194.76µm
net567,194.745µm
net871,194.47µm
net677,194.405µm
net487,194.225µm
_05415_,193.93µm
net1339,193.865µm
net660,193.765µm
clknet_leaf_54_clk_i,193.425µm
net1262,193.385µm
net652,193.26µm
u_picorv32.pcpi_rs1\[4\],193.255µm
u_picorv32.picorv32_core.decoded_imm\[5\],193.125µm
net1036,192.755µm
clknet_leaf_18_clk_i,192.455µm
clknet_leaf_129_clk_i,192.28µm
clknet_5_22__leaf_clk_i,191.77µm
clknet_leaf_47_clk_i,191.71µm
clknet_leaf_11_clk_i,191.6µm
_04064_,191.53µm
net699,191.265µm
_05203_,191.17µm
net1054,190.935µm
net621,190.675µm
clknet_5_17__leaf_clk_i,190.525µm
_05190_,190.48µm
net917,190.35µm
_05352_,190.28µm
_05061_,190.03µm
net920,189.985µm
net1240,189.64µm
net934,189.625µm
_05332_,189.54µm
net847,189.535µm
clknet_5_23__leaf_clk_i,189.4µm
_05384_,189.33µm
net728,189.215µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],189.16µm
clknet_5_19__leaf_clk_i,189.08µm
_04998_,188.89µm
u_picorv32.picorv32_core.decoded_imm_j\[13\],188.255µm
u_picorv32.picorv32_core.count_cycle\[61\],188.055µm
net1272,187.89µm
net759,187.795µm
clknet_leaf_108_clk_i,187.315µm
net650,187.245µm
net1071,187.22µm
net1170,187.17µm
u_picorv32.picorv32_core.instr_ori,187.115µm
_05345_,187.09µm
u_picorv32.picorv32_core.reg_pc\[13\],187.005µm
net1347,186.85µm
clknet_leaf_123_clk_i,186.58µm
net813,186.48µm
net544,186.275µm
net648,186.255µm
net828,186.155µm
clknet_leaf_12_clk_i,186.09µm
net936,185.98µm
clknet_leaf_126_clk_i,185.92µm
u_picorv32.picorv32_core.decoded_imm_j\[12\],185.885µm
_04672_,185.425µm
net1025,185.32µm
_05152_,185.06µm
clknet_leaf_51_clk_i,185.005µm
net667,184.705µm
net1369,184.355µm
net1258,184.345µm
_05373_,184.14µm
_05466_,183.905µm
_05048_,183.84µm
net848,183.035µm
net1020,183.03µm
net862,182.955µm
clknet_leaf_117_clk_i,182.885µm
net1292,182.86µm
net1063,182.845µm
clknet_leaf_119_clk_i,182.69µm
clknet_leaf_113_clk_i,182.52µm
_01919_,182.2µm
_02899_,181.95µm
net596,181.95µm
net963,181.885µm
clknet_leaf_86_clk_i,181.875µm
u_picorv32.picorv32_core.alu_out_q\[17\],181.8µm
net3064,181.75µm
u_picorv32.picorv32_core.decoded_imm_j\[5\],181.615µm
net1094,181.53µm
net607,181.42µm
u_picorv32.picorv32_core.reg_pc\[19\],181.38µm
u_picorv32.pcpi_rs2\[8\],181.33µm
net514,181.245µm
net1341,181.195µm
_02990_,180.96µm
u_picorv32.pcpi_rs1\[0\],180.79µm
_05216_,180.72µm
net537,180.405µm
u_picorv32.pcpi_rs1\[1\],180.37µm
clknet_5_2__leaf_clk_i,180.125µm
u_picorv32.picorv32_core.latched_stalu,180.09µm
u_picorv32.pcpi_rs1\[28\],179.72µm
net1139,179.72µm
net798,179.445µm
clknet_leaf_15_clk_i,179.3µm
u_picorv32.picorv32_core.decoded_imm\[3\],179.24µm
net1091,179.235µm
_05776_,179.23µm
net244,179.155µm
net969,179.05µm
_05087_,179µm
clknet_leaf_66_clk_i,178.95µm
clknet_leaf_112_clk_i,178.93µm
_05060_,178.68µm
u_picorv32.picorv32_core.instr_or,178.58µm
u_picorv32.picorv32_core.reg_pc\[6\],178.555µm
_01920_,178.48µm
net1198,178.375µm
net1325,178.28µm
clknet_leaf_88_clk_i,178.245µm
net3057,178.15µm
net1011,178.08µm
clknet_leaf_79_clk_i,178.05µm
u_picorv32.picorv32_core.reg_pc\[30\],177.975µm
net1009,177.975µm
_01941_,177.81µm
clknet_leaf_115_clk_i,177.725µm
clknet_leaf_121_clk_i,177.455µm
u_picorv32.pcpi_rs2\[7\],177.305µm
clknet_leaf_76_clk_i,177.3µm
clknet_leaf_70_clk_i,176.76µm
clknet_leaf_40_clk_i,176.755µm
_05748_,176.73µm
u_picorv32.picorv32_core.decoded_imm\[4\],175.875µm
clknet_leaf_52_clk_i,175.675µm
net406,175.635µm
clknet_leaf_56_clk_i,175.575µm
clknet_leaf_55_clk_i,175.29µm
net1049,175.275µm
net1310,175.16µm
net614,175.12µm
net738,174.945µm
clknet_leaf_32_clk_i,174.695µm
clknet_leaf_125_clk_i,174.655µm
_02345_,174.265µm
u_picorv32.picorv32_core.mem_wordsize\[1\],173.98µm
u_picorv32.picorv32_core.is_lb_lh_lw_lbu_lhu,173.88µm
clknet_5_28__leaf_clk_i,173.795µm
_03339_,173.71µm
u_picorv32.picorv32_core.reg_out\[20\],173.7µm
net1140,173.645µm
net755,173.63µm
net1294,173.595µm
net832,173.28µm
clknet_leaf_116_clk_i,173.225µm
clknet_leaf_10_clk_i,173.2µm
clknet_leaf_24_clk_i,172.995µm
net1171,172.96µm
clknet_5_21__leaf_clk_i,172.76µm
clknet_leaf_93_clk_i,172.65µm
_05459_,172.36µm
u_picorv32.picorv32_core.alu_out\[31\],171.86µm
clknet_leaf_22_clk_i,171.855µm
net575,171.82µm
net1088,171.81µm
clknet_leaf_99_clk_i,171.745µm
clknet_leaf_96_clk_i,171.545µm
net572,171.27µm
u_picorv32.picorv32_core.latched_is_lh,171.155µm
clknet_leaf_133_clk_i,171.045µm
clknet_leaf_61_clk_i,171.015µm
net1380,170.84µm
_02905_,170.43µm
_05797_,170.29µm
u_picorv32.picorv32_core.latched_is_lb,170.265µm
net3059,170.24µm
net3050,170.11µm
net1302,169.965µm
clknet_leaf_127_clk_i,169.835µm
net1137,169.83µm
clknet_leaf_90_clk_i,169.815µm
clknet_leaf_87_clk_i,169.775µm
_01774_,169.73µm
net1381,169.7µm
_01922_,169.655µm
clknet_leaf_114_clk_i,169.6µm
