net,length_um
net15,77.46µm
net1185,77.43µm
_04236_,77.3µm
_03201_,77.21µm
_05632_,77.17µm
u_picorv32.picorv32_core.count_cycle\[15\],77.155µm
_02980_,77.12µm
_01943_,77.02µm
_02008_,76.78µm
u_picorv32.picorv32_core.count_cycle\[45\],76.57µm
_02570_,76.51µm
u_picorv32.picorv32_core.instr_lui,76.4µm
net1028,76.39µm
u_picorv32.picorv32_core.decoder_pseudo_trigger,76.38µm
u_picorv32.picorv32_core.reg_out\[5\],76.355µm
net641,76.345µm
_02171_,76.14µm
net3,76.125µm
u_picorv32.picorv32_core.count_cycle\[31\],76.125µm
u_picorv32.picorv32_core.count_instr\[23\],75.99µm
net214,75.94µm
u_picorv32.picorv32_core.count_instr\[39\],75.7µm
_05643_,75.6µm
net1197,75.57µm
_03230_,75.37µm
_03376_,75.335µm
_04934_,75.31µm
u_picorv32.picorv32_core.alu_out_q\[6\],75.31µm
_05561_,75.12µm
_02363_,75.07µm
_02229_,74.955µm
_03385_,74.85µm
net196,74.79µm
net254,74.765µm
_04878_,74.7µm
_02488_,74.545µm
_03875_,74.505µm
_01763_,74.34µm
u_picorv32.picorv32_core.alu_out_q\[27\],74.34µm
_02084_,74.31µm
_03150_,74.31µm
u_picorv32.picorv32_core.instr_lh,74.305µm
_03741_,74.02µm
net1191,73.805µm
_04971_,73.62µm
_01559_,73.495µm
net1044,73.435µm
_02928_,73.39µm
u_picorv32.picorv32_core.count_cycle\[51\],73.295µm
_01558_,73.27µm
_02854_,73.26µm
net557,73.22µm
net136,73.185µm
net640,73.08µm
u_picorv32.picorv32_core.decoded_imm_j\[16\],73.02µm
_01650_,72.99µm
net1392,72.865µm
_03128_,72.85µm
_02056_,72.81µm
_02075_,72.78µm
net962,72.675µm
u_picorv32.pcpi_rs2\[1\],72.42µm
net1022,72.375µm
u_picorv32.picorv32_core.mem_rdata_q\[9\],72.345µm
u_picorv32.picorv32_core.count_instr\[52\],72.07µm
_02377_,72.04µm
u_picorv32.picorv32_core.alu_out_q\[5\],72.01µm
_03673_,71.925µm
_03853_,71.89µm
_05304_,71.89µm
_02095_,71.65µm
_01694_,71.605µm
u_picorv32.picorv32_core.count_instr\[1\],71.405µm
_04436_,71.4µm
u_picorv32.picorv32_core.count_instr\[36\],71.25µm
net510,71.215µm
net1161,71.19µm
_02208_,71.17µm
net1167,71.05µm
_01938_,71µm
_05859_,70.845µm
_02064_,70.68µm
_01742_,70.62µm
u_picorv32.picorv32_core.alu_out\[1\],70.62µm
u_picorv32.picorv32_core.instr_sh,70.59µm
_03226_,70.56µm
u_picorv32.picorv32_core.count_cycle\[22\],70.5µm
net610,70.415µm
_01402_,70.32µm
net1051,70.305µm
net504,70.275µm
_04086_,70.27µm
_01989_,70.215µm
_04734_,70.14µm
u_picorv32.picorv32_core.alu_out\[20\],70.09µm
_02109_,70.08µm
_02141_,70.055µm
u_picorv32.picorv32_core.count_instr\[53\],70.035µm
_02823_,69.925µm
u_picorv32.picorv32_core.reg_out\[4\],69.835µm
_01585_,69.78µm
u_picorv32.picorv32_core.count_instr\[26\],69.68µm
net669,69.645µm
_04653_,69.625µm
_05500_,69.56µm
_03404_,69.55µm
net649,69.45µm
u_picorv32.picorv32_core.count_instr\[28\],69.39µm
_02510_,69.37µm
_01751_,69.33µm
u_picorv32.picorv32_core.count_cycle\[44\],69.225µm
u_picorv32.picorv32_core.instr_slli,69.2µm
net601,69.15µm
_05126_,69.12µm
_02979_,69µm
net1038,68.97µm
_04104_,68.88µm
_03065_,68.86µm
_03191_,68.85µm
_05619_,68.82µm
_03375_,68.795µm
_02346_,68.7µm
u_picorv32.picorv32_core.count_instr\[29\],68.5µm
_01684_,68.495µm
net1006,68.415µm
net730,68.37µm
u_picorv32.picorv32_core.reg_out\[3\],68.355µm
_03389_,68.345µm
_02946_,68.29µm
net5,68.185µm
_02503_,68.1µm
u_picorv32.picorv32_core.count_cycle\[40\],68.065µm
_02007_,67.75µm
_02288_,67.485µm
net3030,67.435µm
_05657_,67.32µm
net405,67.3µm
_01902_,67.16µm
_02814_,67.09µm
_02576_,67.08µm
_02765_,66.93µm
net568,66.92µm
_04955_,66.9µm
net985,66.805µm
_02101_,66.72µm
_02420_,66.56µm
_03416_,66.465µm
_05589_,66.425µm
_05525_,66.41µm
_04791_,66.355µm
_03066_,66.35µm
u_picorv32.picorv32_core.mem_rdata_q\[7\],66.32µm
_01639_,66.25µm
_03292_,66.25µm
net622,66.19µm
_02435_,66.13µm
_01556_,66.12µm
net918,66.09µm
net302,66.07µm
_05479_,66.01µm
_00031_,65.96µm
_05670_,65.76µm
_03420_,65.535µm
_02617_,65.49µm
_02273_,65.41µm
net30,65.29µm
_01668_,65.28µm
u_picorv32.picorv32_core.mem_do_rdata,65.275µm
u_picorv32.picorv32_core.count_cycle\[49\],65.22µm
u_picorv32.picorv32_core.alu_out\[9\],65.17µm
u_picorv32.picorv32_core.instr_auipc,65.11µm
_03371_,65.06µm
_02074_,64.97µm
_01928_,64.87µm
net502,64.86µm
u_picorv32.picorv32_core.instr_lb,64.82µm
_01617_,64.685µm
_04320_,64.68µm
_03303_,64.57µm
_03129_,64.52µm
_01395_,64.34µm
_05240_,64.33µm
net642,64.315µm
_02212_,64.21µm
_05521_,64.2µm
_02380_,64.185µm
u_picorv32.axi_adapter.mem_valid,64.185µm
net492,64.165µm
_05267_,64.02µm
_05333_,63.96µm
net3022,63.92µm
_01946_,63.74µm
_02183_,63.705µm
_02289_,63.565µm
_05611_,63.56µm
_05019_,63.42µm
u_picorv32.picorv32_core.reg_pc\[18\],63.365µm
_04958_,63.31µm
_03361_,63.29µm
_05351_,63.135µm
_05117_,63.13µm
u_picorv32.picorv32_core.instr_bgeu,63.02µm
_04784_,63µm
net968,62.905µm
_05033_,62.82µm
u_picorv32.picorv32_core.count_instr\[21\],62.795µm
_05747_,62.77µm
u_picorv32.picorv32_core.count_cycle\[12\],62.76µm
_05278_,62.53µm
_05330_,62.46µm
u_picorv32.picorv32_core.count_cycle\[54\],62.43µm
_05245_,62.35µm
_05531_,62.35µm
_01801_,62.345µm
u_picorv32.picorv32_core.count_instr\[44\],62.275µm
_04980_,62.16µm
u_picorv32.picorv32_core.count_cycle\[9\],62.16µm
u_picorv32.picorv32_core.count_instr\[33\],62.1µm
u_picorv32.picorv32_core.count_instr\[4\],61.83µm
_03336_,61.68µm
net556,61.53µm
_01397_,61.5µm
net1196,61.47µm
u_picorv32.picorv32_core.alu_out\[12\],61.03µm
_03335_,60.99µm
net507,60.94µm
u_picorv32.picorv32_core.count_instr\[2\],60.845µm
_03945_,60.84µm
u_picorv32.picorv32_core.alu_out_q\[12\],60.67µm
u_picorv32.picorv32_core.count_instr\[61\],60.55µm
u_picorv32.picorv32_core.count_cycle\[42\],60.51µm
_05617_,60.5µm
_01900_,60.475µm
_05457_,60.425µm
net3054,60.3µm
u_picorv32.picorv32_core.count_cycle\[23\],60.18µm
_05121_,60.12µm
_02388_,60.01µm
_02878_,59.985µm
_03364_,59.93µm
net33,59.865µm
_05922_,59.775µm
_03412_,59.66µm
u_picorv32.picorv32_core.decoded_imm\[1\],59.28µm
_01693_,59.21µm
u_picorv32.picorv32_core.count_cycle\[4\],59.18µm
_05474_,59.17µm
_02794_,59.16µm
u_picorv32.picorv32_core.instr_sll,58.94µm
_02857_,58.84µm
u_picorv32.picorv32_core.count_instr\[22\],58.825µm
_04921_,58.8µm
net978,58.61µm
u_picorv32.picorv32_core.reg_next_pc\[12\],58.55µm
_02001_,58.52µm
_02580_,58.45µm
net1056,58.445µm
_03333_,58.39µm
u_picorv32.picorv32_core.reg_pc\[3\],58.29µm
net977,58.22µm
u_picorv32.picorv32_core.cpu_state\[0\],58.17µm
_02396_,58.15µm
net391,58.135µm
_00032_,58.09µm
_01736_,57.945µm
u_picorv32.picorv32_core.count_instr\[62\],57.855µm
_02245_,57.85µm
net928,57.85µm
_02509_,57.84µm
u_picorv32.picorv32_core.alu_out\[17\],57.84µm
net6,57.81µm
_01843_,57.66µm
u_picorv32.picorv32_core.count_cycle\[48\],57.57µm
_01991_,57.515µm
net925,57.45µm
net1320,57.39µm
_01865_,57.38µm
_03992_,57.19µm
_02286_,57.13µm
_03357_,57.13µm
_02310_,57.12µm
_05820_,57.1µm
u_picorv32.picorv32_core.count_cycle\[17\],57.015µm
u_picorv32.picorv32_core.count_cycle\[37\],57.015µm
_05406_,56.95µm
net553,56.905µm
_02900_,56.88µm
_03108_,56.855µm
net508,56.565µm
_05096_,56.53µm
_01685_,56.52µm
_02127_,56.52µm
_04967_,56.46µm
_02687_,56.385µm
u_picorv32.picorv32_core.mem_rdata_q\[8\],56.36µm
net1299,56.36µm
_01929_,56.29µm
_03408_,56.19µm
_05137_,56.16µm
_02688_,56.04µm
_05556_,55.99µm
u_picorv32.picorv32_core.is_jalr_addi_slti_sltiu_xori_ori_andi,55.9µm
_04189_,55.87µm
u_picorv32.picorv32_core.reg_next_pc\[28\],55.87µm
net532,55.865µm
_05606_,55.86µm
net197,55.825µm
_02462_,55.74µm
u_picorv32.picorv32_core.count_cycle\[34\],55.735µm
_01803_,55.63µm
_02721_,55.53µm
_04944_,55.4µm
_05200_,55.33µm
_03090_,55.285µm
net1180,55.05µm
u_picorv32.picorv32_core.count_instr\[41\],55.045µm
_05947_,54.98µm
u_picorv32.picorv32_core.reg_pc\[2\],54.98µm
u_picorv32.picorv32_core.count_cycle\[1\],54.79µm
net34,54.78µm
net1181,54.775µm
_01870_,54.67µm
_03486_,54.67µm
_02614_,54.54µm
_05335_,54.54µm
_05403_,54.42µm
_05518_,54.36µm
_01832_,54.335µm
_03168_,54.335µm
net646,54.31µm
_01910_,54.18µm
u_picorv32.picorv32_core.count_cycle\[43\],54.03µm
net1322,53.915µm
_03236_,53.79µm
_04072_,53.77µm
net151,53.73µm
_03274_,53.68µm
u_picorv32.picorv32_core.reg_pc\[24\],53.655µm
_02600_,53.65µm
net486,53.6µm
_04524_,53.58µm
u_picorv32.picorv32_core.reg_next_pc\[18\],53.555µm
u_picorv32.picorv32_core.alu_out\[21\],53.52µm
_01700_,53.385µm
_03325_,53.345µm
u_picorv32.picorv32_core.mem_rdata_q\[18\],53.335µm
net941,53.27µm
_02175_,53.265µm
_02021_,53.26µm
net558,53.25µm
net979,53.25µm
_04172_,53.16µm
u_picorv32.picorv32_core.count_cycle\[33\],53.115µm
_05755_,53.07µm
u_picorv32.picorv32_core.mem_rdata_q\[19\],53.045µm
_05007_,53.04µm
u_picorv32.picorv32_core.count_cycle\[56\],52.96µm
net1178,52.955µm
_02173_,52.815µm
_03745_,52.705µm
_04710_,52.68µm
_04075_,52.625µm
_04124_,52.62µm
_04945_,52.57µm
_02017_,52.525µm
_01892_,52.505µm
_01553_,52.4µm
_05986_,52.27µm
_02866_,52.095µm
_02813_,52.05µm
u_picorv32.picorv32_core.count_cycle\[13\],52.035µm
net663,51.955µm
_02282_,51.92µm
_02504_,51.91µm
u_picorv32.picorv32_core.reg_pc\[9\],51.81µm
_03358_,51.805µm
u_picorv32.picorv32_core.count_instr\[49\],51.745µm
_04084_,51.67µm
_02322_,51.66µm
u_picorv32.picorv32_core.count_instr\[30\],51.57µm
net1317,51.57µm
_03332_,51.51µm
_02022_,51.43µm
_05934_,51.43µm
_04259_,51.31µm
net565,51.31µm
_04651_,51.3µm
_01770_,51.265µm
u_picorv32.picorv32_core.alu_out\[3\],51.25µm
_03252_,51.22µm
_02893_,51.165µm
net251,51.155µm
u_picorv32.picorv32_core.count_cycle\[39\],51.14µm
u_picorv32.picorv32_core.count_instr\[46\],51.095µm
_05477_,51.07µm
_01733_,51.035µm
_02300_,51µm
_05357_,50.87µm
net590,50.78µm
_05161_,50.77µm
_01593_,50.76µm
u_picorv32.picorv32_core.decoded_imm\[9\],50.705µm
_04650_,50.7µm
net915,50.695µm
_01956_,50.665µm
net1153,50.615µm
_02202_,50.53µm
_05081_,50.22µm
_05669_,50.2µm
_01714_,50.145µm
u_picorv32.picorv32_core.count_cycle\[57\],50.12µm
_05419_,49.92µm
_03439_,49.835µm
net754,49.7µm
u_picorv32.picorv32_core.count_cycle\[6\],49.665µm
_02452_,49.58µm
_02521_,49.545µm
u_picorv32.picorv32_core.count_instr\[5\],49.49µm
_02696_,49.465µm
u_picorv32.picorv32_core.instr_sltiu,49.38µm
_03296_,49.335µm
_02324_,49.085µm
u_picorv32.picorv32_core.count_instr\[43\],49.025µm
u_picorv32.picorv32_core.alu_out_q\[10\],48.96µm
u_picorv32.picorv32_core.cpuregs\[22\]\[24\],48.935µm
_05651_,48.805µm
_02849_,48.8µm
u_picorv32.picorv32_core.count_cycle\[46\],48.75µm
_02563_,48.72µm
net377,48.705µm
_02967_,48.685µm
_05328_,48.66µm
net1179,48.595µm
_05058_,48.54µm
_02446_,48.525µm
_04995_,48.48µm
_01960_,48.475µm
_04595_,48.43µm
net287,48.43µm
_03182_,48.37µm
_05683_,48.36µm
_01983_,48.26µm
_04504_,48.25µm
_05265_,48.24µm
_04806_,48.12µm
_05041_,48.06µm
net984,47.96µm
_05070_,47.95µm
_03413_,47.905µm
_02906_,47.77µm
_05570_,47.76µm
_02528_,47.68µm
_02638_,47.64µm
_03432_,47.58µm
_04394_,47.485µm
u_picorv32.picorv32_core.reg_pc\[28\],47.48µm
_01662_,47.425µm
_02492_,47.32µm
_04856_,47.29µm
_05639_,47.29µm
_05068_,47.28µm
_05085_,47.23µm
net1289,47.17µm
net1344,47.14µm
_04318_,46.99µm
_05846_,46.865µm
u_picorv32.picorv32_core.reg_next_pc\[15\],46.865µm
_04933_,46.86µm
_01678_,46.81µm
net1154,46.795µm
u_picorv32.picorv32_core.count_cycle\[58\],46.69µm
u_picorv32.picorv32_core.count_instr\[56\],46.595µm
net393,46.595µm
u_picorv32.picorv32_core.alu_out\[19\],46.59µm
_02802_,46.56µm
u_picorv32.picorv32_core.count_instr\[40\],46.46µm
_05050_,46.45µm
_05094_,46.45µm
_01595_,46.445µm
_03434_,46.385µm
_05485_,46.3µm
_03975_,46.14µm
u_picorv32.picorv32_core.count_instr\[58\],46.07µm
_01406_,46.03µm
_02790_,46.02µm
_02989_,46.02µm
_05483_,45.955µm
_05840_,45.955µm
_05170_,45.91µm
_01554_,45.85µm
u_picorv32.picorv32_core.alu_out\[2\],45.8µm
_01955_,45.78µm
_04501_,45.73µm
_04121_,45.54µm
_05376_,45.54µm
_04018_,45.48µm
_02184_,45.38µm
_05695_,45.37µm
_03320_,45.345µm
u_picorv32.picorv32_core.count_cycle\[2\],45.315µm
_02816_,45.3µm
_05102_,45.19µm
u_picorv32.picorv32_core.mem_state\[0\],45.185µm
_03287_,45.18µm
u_picorv32.picorv32_core.alu_out_q\[3\],45.18µm
_02941_,45.145µm
_01939_,45.14µm
_03062_,45.11µm
_03205_,45.075µm
_03537_,45.01µm
u_picorv32.picorv32_core.count_cycle\[29\],44.99µm
_03309_,44.97µm
_01785_,44.955µm
_05183_,44.94µm
_01821_,44.89µm
_02545_,44.88µm
_03308_,44.88µm
_05235_,44.88µm
_04871_,44.82µm
net167,44.805µm
u_picorv32.picorv32_core.cpuregs\[9\]\[31\],44.775µm
net1060,44.75µm
net986,44.73µm
_04350_,44.64µm
_05343_,44.64µm
_01555_,44.625µm
_04285_,44.59µm
u_picorv32.picorv32_core.cpuregs\[21\]\[6\],44.535µm
_05119_,44.52µm
_03079_,44.44µm
_01805_,44.435µm
_04638_,44.4µm
_05150_,44.36µm
_03051_,44.31µm
u_picorv32.picorv32_core.mem_do_rinst,44.245µm
_04261_,44.125µm
u_picorv32.picorv32_core.cpuregs\[22\]\[16\],44.12µm
u_picorv32.picorv32_core.cpuregs\[2\]\[2\],44.05µm
u_picorv32.picorv32_core.count_cycle\[19\],43.945µm
u_picorv32.picorv32_core.cpuregs\[16\]\[21\],43.89µm
_01542_,43.875µm
u_picorv32.picorv32_core.count_cycle\[10\],43.845µm
u_picorv32.picorv32_core.count_cycle\[16\],43.755µm
u_picorv32.picorv32_core.reg_out\[16\],43.69µm
_03845_,43.65µm
_04713_,43.64µm
u_picorv32.picorv32_core.count_instr\[38\],43.62µm
_05978_,43.57µm
_05219_,43.56µm
u_picorv32.picorv32_core.count_instr\[60\],43.51µm
_04000_,43.505µm
u_picorv32.picorv32_core.count_instr\[54\],43.5µm
_05438_,43.47µm
u_picorv32.picorv32_core.cpuregs\[22\]\[25\],43.35µm
_03694_,43.33µm
_04810_,43.33µm
_03697_,43.27µm
_02565_,43.2µm
_05004_,43.14µm
_03275_,43.135µm
_02936_,43.08µm
u_picorv32.picorv32_core.mem_rdata_q\[31\],43.075µm
u_picorv32.picorv32_core.cpuregs\[26\]\[22\],43.04µm
_02148_,42.98µm
_04870_,42.96µm
u_picorv32.picorv32_core.count_instr\[37\],42.87µm
_01807_,42.84µm
_01874_,42.835µm
u_picorv32.picorv32_core.cpuregs\[30\]\[2\],42.835µm
u_picorv32.picorv32_core.cpuregs\[14\]\[29\],42.76µm
_01726_,42.73µm
_05544_,42.73µm
u_picorv32.picorv32_core.count_instr\[55\],42.685µm
_01795_,42.66µm
u_picorv32.picorv32_core.cpuregs\[21\]\[28\],42.595µm
u_picorv32.picorv32_core.instr_fence,42.525µm
_04854_,42.49µm
_02676_,42.44µm
u_picorv32.picorv32_core.cpuregs\[30\]\[17\],42.415µm
_03651_,42.36µm
u_picorv32.picorv32_core.cpuregs\[29\]\[15\],42.33µm
u_picorv32.picorv32_core.cpuregs\[26\]\[14\],42.26µm
_02035_,42.2µm
net109,42.06µm
u_picorv32.picorv32_core.cpuregs\[13\]\[27\],42.03µm
_04054_,42µm
_01717_,41.94µm
_03030_,41.82µm
u_picorv32.picorv32_core.count_instr\[45\],41.81µm
_02943_,41.76µm
_05429_,41.7µm
u_picorv32.picorv32_core.cpuregs\[14\]\[22\],41.695µm
_02266_,41.66µm
_04101_,41.64µm
u_picorv32.picorv32_core.cpuregs\[7\]\[14\],41.615µm
_02058_,41.59µm
_04448_,41.59µm
u_picorv32.picorv32_core.reg_next_pc\[26\],41.54µm
_05697_,41.53µm
_02113_,41.52µm
_03304_,41.48µm
_02019_,41.42µm
_04114_,41.41µm
_03593_,41.36µm
_05462_,41.305µm
_02248_,41.29µm
_02603_,41.28µm
_05083_,41.28µm
_05680_,41.23µm
_04930_,41.205µm
_02966_,41.2µm
_03242_,41.175µm
_03380_,41.175µm
_05895_,41.17µm
u_picorv32.picorv32_core.alu_out_q\[28\],41.17µm
net148,41.145µm
net117,41.12µm
_01632_,40.99µm
_03175_,40.985µm
_03356_,40.975µm
_05158_,40.965µm
u_picorv32.picorv32_core.cpuregs\[22\]\[6\],40.935µm
u_picorv32.picorv32_core.mem_rdata_q\[16\],40.93µm
_01643_,40.88µm
_05642_,40.88µm
_05541_,40.875µm
_02228_,40.87µm
u_picorv32.picorv32_core.alu_out_q\[11\],40.86µm
u_picorv32.picorv32_core.count_cycle\[41\],40.86µm
_02415_,40.81µm
_02742_,40.8µm
u_picorv32.picorv32_core.count_cycle\[11\],40.795µm
_05708_,40.775µm
u_picorv32.picorv32_core.cpuregs\[29\]\[13\],40.745µm
_04481_,40.63µm
_05142_,40.62µm
u_picorv32.picorv32_core.cpuregs\[22\]\[12\],40.605µm
_04043_,40.57µm
_05445_,40.44µm
u_picorv32.picorv32_core.cpuregs\[24\]\[16\],40.39µm
_05063_,40.38µm
_05441_,40.265µm
_01793_,40.215µm
_03169_,40.21µm
u_picorv32.picorv32_core.cpuregs\[15\]\[22\],40.18µm
_01987_,40.15µm
_03355_,40.09µm
_04122_,40.09µm
_01620_,40.085µm
_02761_,40.08µm
u_picorv32.picorv32_core.alu_out_q\[2\],39.96µm
_03047_,39.92µm
u_picorv32.picorv32_core.count_instr\[20\],39.92µm
_03281_,39.83µm
u_picorv32.picorv32_core.cpuregs\[22\]\[28\],39.8µm
_02440_,39.79µm
_04313_,39.73µm
_01848_,39.72µm
_05110_,39.715µm
_03855_,39.55µm
_02460_,39.49µm
_03922_,39.49µm
_05586_,39.49µm
u_picorv32.picorv32_core.alu_out\[25\],39.48µm
u_picorv32.picorv32_core.decoded_rd\[2\],39.475µm
u_picorv32.picorv32_core.cpuregs\[10\]\[20\],39.445µm
net113,39.42µm
_03405_,39.37µm
_01557_,39.355µm
net988,39.33µm
_05635_,39.31µm
u_picorv32.picorv32_core.count_instr\[47\],39.3µm
_03688_,39.285µm
_01787_,39.275µm
u_picorv32.picorv32_core.cpuregs\[24\]\[29\],39.275µm
u_picorv32.picorv32_core.instr_srli,39.235µm
u_picorv32.picorv32_core.cpuregs\[8\]\[2\],39.215µm
_04588_,39.18µm
_03280_,39.13µm
_04166_,39.13µm
u_picorv32.picorv32_core.count_instr\[63\],39.13µm
u_picorv32.picorv32_core.cpuregs\[8\]\[21\],39.06µm
u_picorv32.picorv32_core.cpuregs\[2\]\[3\],38.89µm
_04640_,38.88µm
_02787_,38.875µm
u_picorv32.picorv32_core.count_cycle\[60\],38.84µm
_05341_,38.83µm
u_picorv32.picorv32_core.cpuregs\[22\]\[31\],38.79µm
u_picorv32.picorv32_core.count_cycle\[8\],38.785µm
u_picorv32.picorv32_core.cpuregs\[14\]\[16\],38.785µm
_01781_,38.78µm
_04959_,38.77µm
_05238_,38.77µm
u_picorv32.picorv32_core.cpuregs\[16\]\[12\],38.72µm
_02222_,38.655µm
net983,38.605µm
_04383_,38.59µm
u_picorv32.picorv32_core.cpuregs\[22\]\[22\],38.575µm
u_picorv32.picorv32_core.cpuregs\[5\]\[22\],38.575µm
u_picorv32.picorv32_core.cpuregs\[23\]\[10\],38.55µm
_05139_,38.52µm
u_picorv32.picorv32_core.cpuregs\[4\]\[5\],38.485µm
_03172_,38.48µm
u_picorv32.picorv32_core.cpuregs\[29\]\[23\],38.47µm
_01864_,38.46µm
_01994_,38.46µm
u_picorv32.picorv32_core.cpuregs\[9\]\[21\],38.41µm
_05212_,38.4µm
u_picorv32.picorv32_core.instr_lbu,38.355µm
_05196_,38.35µm
u_picorv32.picorv32_core.cpuregs\[27\]\[12\],38.325µm
_02305_,38.28µm
_02640_,38.28µm
u_picorv32.picorv32_core.count_instr\[11\],38.255µm
_05017_,38.22µm
_05221_,38.11µm
_04450_,38.085µm
net1155,38.065µm
_04507_,38.05µm
u_picorv32.picorv32_core.alu_out_q\[1\],38.04µm
u_picorv32.picorv32_core.cpuregs\[27\]\[16\],38.035µm
u_picorv32.picorv32_core.count_instr\[51\],38.02µm
u_picorv32.picorv32_core.cpuregs\[22\]\[19\],38.01µm
u_picorv32.picorv32_core.cpuregs\[7\]\[27\],38.005µm
_05276_,37.99µm
u_picorv32.picorv32_core.cpuregs\[17\]\[24\],37.95µm
_05496_,37.93µm
_01711_,37.895µm
_02093_,37.87µm
u_picorv32.picorv32_core.reg_next_pc\[27\],37.87µm
_02636_,37.865µm
u_picorv32.picorv32_core.cpuregs\[10\]\[5\],37.84µm
_05640_,37.835µm
_03789_,37.81µm
u_picorv32.picorv32_core.cpuregs\[30\]\[20\],37.74µm
_05509_,37.69µm
_05044_,37.63µm
u_picorv32.picorv32_core.cpuregs\[9\]\[7\],37.63µm
u_picorv32.picorv32_core.cpuregs\[4\]\[9\],37.57µm
_03799_,37.53µm
_05026_,37.5µm
net137,37.475µm
u_picorv32.picorv32_core.cpuregs\[29\]\[16\],37.465µm
_03286_,37.46µm
u_picorv32.picorv32_core.cpuregs\[31\]\[4\],37.45µm
u_picorv32.picorv32_core.decoded_rd\[3\],37.43µm
_02779_,37.32µm
_05247_,37.305µm
_04964_,37.245µm
_03444_,37.135µm
u_picorv32.picorv32_core.cpuregs\[31\]\[10\],37.135µm
_04020_,37.09µm
_03107_,37.02µm
u_picorv32.picorv32_core.cpuregs\[25\]\[21\],36.985µm
_04916_,36.97µm
_05218_,36.96µm
_01543_,36.92µm
u_picorv32.picorv32_core.alu_out\[6\],36.91µm
_04303_,36.9µm
_04886_,36.895µm
_03693_,36.84µm
_05284_,36.825µm
_04184_,36.775µm
_01663_,36.765µm
_04207_,36.73µm
_03902_,36.7µm
u_picorv32.picorv32_core.cpuregs\[10\]\[25\],36.7µm
u_picorv32.picorv32_core.cpuregs\[4\]\[22\],36.68µm
u_picorv32.picorv32_core.cpuregs\[9\]\[9\],36.68µm
_05001_,36.67µm
u_picorv32.picorv32_core.cpuregs\[26\]\[28\],36.67µm
u_picorv32.picorv32_core.cpuregs\[30\]\[14\],36.67µm
u_picorv32.picorv32_core.cpuregs\[31\]\[19\],36.57µm
u_picorv32.picorv32_core.cpuregs\[29\]\[17\],36.56µm
u_picorv32.picorv32_core.cpuregs\[31\]\[31\],36.56µm
net563,36.53µm
u_picorv32.picorv32_core.cpuregs\[13\]\[30\],36.515µm
_01592_,36.435µm
u_picorv32.picorv32_core.cpuregs\[14\]\[12\],36.43µm
u_picorv32.picorv32_core.cpuregs\[27\]\[3\],36.385µm
u_picorv32.picorv32_core.cpuregs\[25\]\[27\],36.38µm
_01616_,36.36µm
_05634_,36.36µm
_03214_,36.35µm
u_picorv32.picorv32_core.cpuregs\[2\]\[20\],36.31µm
u_picorv32.picorv32_core.cpuregs\[13\]\[5\],36.265µm
u_picorv32.picorv32_core.cpuregs\[13\]\[7\],36.25µm
u_picorv32.picorv32_core.cpuregs\[0\]\[2\],36.235µm
u_picorv32.picorv32_core.cpuregs\[23\]\[21\],36.225µm
u_picorv32.picorv32_core.cpuregs\[8\]\[1\],36.22µm
net139,36.215µm
_04997_,36.2µm
u_picorv32.picorv32_core.count_cycle\[62\],36.175µm
u_picorv32.picorv32_core.cpuregs\[14\]\[19\],36.165µm
_05123_,36.13µm
u_picorv32.picorv32_core.reg_out\[10\],36.095µm
u_picorv32.picorv32_core.cpuregs\[30\]\[12\],36.05µm
u_picorv32.picorv32_core.instr_lhu,36.04µm
_03574_,36.035µm
_03601_,35.985µm
net506,35.985µm
u_picorv32.picorv32_core.cpuregs\[6\]\[28\],35.97µm
_04586_,35.95µm
_04873_,35.94µm
u_picorv32.picorv32_core.cpuregs\[21\]\[0\],35.9µm
_04663_,35.89µm
u_picorv32.picorv32_core.cpuregs\[17\]\[17\],35.89µm
_05494_,35.88µm
_05163_,35.875µm
_05175_,35.875µm
u_picorv32.picorv32_core.cpuregs\[30\]\[13\],35.84µm
_02602_,35.77µm
u_picorv32.picorv32_core.cpuregs\[23\]\[0\],35.735µm
u_picorv32.picorv32_core.cpuregs\[13\]\[21\],35.675µm
_03589_,35.65µm
_05435_,35.65µm
_01802_,35.625µm
_05273_,35.625µm
u_picorv32.picorv32_core.cpuregs\[17\]\[18\],35.605µm
u_picorv32.picorv32_core.cpuregs\[31\]\[3\],35.605µm
u_picorv32.picorv32_core.cpuregs\[14\]\[31\],35.595µm
_05300_,35.58µm
_05913_,35.58µm
_04315_,35.53µm
u_picorv32.picorv32_core.cpuregs\[17\]\[26\],35.53µm
u_picorv32.picorv32_core.cpuregs\[30\]\[10\],35.52µm
u_picorv32.picorv32_core.cpuregs\[8\]\[27\],35.52µm
net980,35.49µm
u_picorv32.picorv32_core.cpuregs\[22\]\[0\],35.485µm
u_picorv32.picorv32_core.cpuregs\[5\]\[12\],35.465µm
u_picorv32.picorv32_core.cpuregs\[16\]\[7\],35.43µm
u_picorv32.picorv32_core.cpuregs\[20\]\[24\],35.43µm
u_picorv32.picorv32_core.cpuregs\[22\]\[1\],35.43µm
u_picorv32.picorv32_core.cpuregs\[23\]\[2\],35.425µm
u_picorv32.picorv32_core.cpuregs\[5\]\[18\],35.425µm
u_picorv32.picorv32_core.instr_lw,35.415µm
u_picorv32.picorv32_core.count_cycle\[55\],35.395µm
u_picorv32.picorv32_core.cpuregs\[13\]\[20\],35.395µm
