net,length_um
u_picorv32.pcpi_rs2\[1\],58.11µm
_05820_,58.05µm
u_picorv32.picorv32_core.count_cycle\[39\],58.03µm
_05406_,58.02µm
net1137,57.97µm
net1424,57.92µm
net3159,57.9µm
_04921_,57.84µm
u_picorv32.picorv32_core.reg_next_pc\[28\],57.79µm
_01693_,57.73µm
u_picorv32.picorv32_core.reg_pc\[3\],57.7µm
_02286_,57.61µm
_02310_,57.6µm
net1009,57.56µm
net541,57.515µm
u_picorv32.picorv32_core.reg_out\[4\],57.415µm
net732,57.315µm
_01843_,57.24µm
_05922_,57.19µm
_01681_,57.02µm
net1234,56.915µm
_02396_,56.82µm
net1259,56.73µm
_02509_,56.69µm
u_picorv32.picorv32_core.count_instr\[33\],56.67µm
u_picorv32.picorv32_core.instr_lb,56.66µm
_03336_,56.59µm
u_picorv32.picorv32_core.count_cycle\[9\],56.575µm
_05096_,56.53µm
_01685_,56.52µm
_04967_,56.46µm
_02001_,56.41µm
_05947_,56.41µm
_04945_,56.34µm
_05137_,56.16µm
u_picorv32.picorv32_core.reg_out\[3\],56.1µm
net1058,56.005µm
_02127_,55.95µm
_03357_,55.905µm
net6,55.81µm
_01865_,55.785µm
_03168_,55.76µm
_05606_,55.64µm
_04944_,55.62µm
net595,55.585µm
_02721_,55.53µm
_03332_,55.44µm
net199,55.395µm
_04189_,55.39µm
_05556_,55.39µm
_02878_,55.385µm
_05200_,55.33µm
u_picorv32.picorv32_core.decoded_imm\[1\],55.33µm
u_picorv32.picorv32_core.is_jalr_addi_slti_sltiu_xori_ori_andi,55.33µm
_02173_,55.17µm
net1060,55.04µm
_02857_,54.91µm
u_picorv32.picorv32_core.count_cycle\[34\],54.75µm
u_picorv32.picorv32_core.reg_pc\[24\],54.68µm
u_picorv32.picorv32_core.count_cycle\[56\],54.65µm
_05183_,54.54µm
_03408_,54.52µm
_02688_,54.49µm
u_picorv32.picorv32_core.count_cycle\[1\],54.425µm
_02245_,54.37µm
_01397_,54.3µm
u_picorv32.picorv32_core.count_cycle\[43\],54.225µm
u_picorv32.picorv32_core.count_cycle\[17\],54.22µm
_04124_,53.95µm
_01700_,53.915µm
_05518_,53.89µm
net1421,53.88µm
_02580_,53.84µm
net718,53.79µm
_05007_,53.78µm
u_picorv32.picorv32_core.mem_rdata_q\[18\],53.78µm
net264,53.77µm
u_picorv32.picorv32_core.instr_sll,53.765µm
u_picorv32.picorv32_core.count_instr\[41\],53.675µm
net34,53.575µm
u_picorv32.picorv32_core.alu_out\[21\],53.52µm
u_picorv32.picorv32_core.count_cycle\[48\],53.5µm
net628,53.465µm
net713,53.415µm
_01870_,53.4µm
_04072_,53.4µm
_02900_,53.29µm
_02462_,53.23µm
net1006,53.18µm
_01832_,53.16µm
_04172_,53.16µm
_03274_,53.14µm
u_picorv32.picorv32_core.count_cycle\[33\],53.115µm
_03439_,53.055µm
_01929_,53.04µm
u_picorv32.picorv32_core.count_instr\[22\],52.97µm
u_picorv32.picorv32_core.count_cycle\[22\],52.9µm
u_picorv32.picorv32_core.reg_pc\[2\],52.71µm
_02614_,52.68µm
_03236_,52.64µm
_04524_,52.62µm
_05479_,52.52µm
net564,52.51µm
_05357_,52.46µm
_03375_,52.3µm
_05986_,52.27µm
u_picorv32.picorv32_core.count_instr\[49\],52.24µm
_03296_,51.965µm
_01910_,51.78µm
_02830_,51.75µm
u_picorv32.picorv32_core.mem_rdata_q\[19\],51.715µm
_04504_,51.6µm
_00031_,51.56µm
_02022_,51.47µm
_02021_,51.38µm
_02600_,51.37µm
_01733_,51.31µm
_04259_,51.31µm
_05117_,51.18µm
_01678_,51.085µm
u_picorv32.picorv32_core.alu_out\[2\],51.07µm
net824,51.01µm
u_picorv32.picorv32_core.alu_out\[3\],50.88µm
net616,50.86µm
_02866_,50.775µm
_02322_,50.7µm
_04933_,50.64µm
_04394_,50.525µm
u_picorv32.picorv32_core.count_instr\[46\],50.515µm
_05161_,50.4µm
u_picorv32.picorv32_core.instr_sltiu,50.4µm
_05669_,50.385µm
_02849_,50.31µm
_05755_,50.31µm
_04710_,50.28µm
_05683_,50.28µm
u_picorv32.picorv32_core.alu_out\[19\],50.28µm
_05081_,50.22µm
_02687_,50.2µm
_02175_,50.195µm
_01662_,50.16µm
u_picorv32.picorv32_core.reg_next_pc\[12\],50.16µm
net1260,50.14µm
_02893_,50.1µm
_04501_,50.1µm
_05419_,50.06µm
_04075_,49.905µm
_05934_,49.87µm
_01402_,49.86µm
_02813_,49.855µm
u_picorv32.picorv32_core.count_instr\[43\],49.845µm
_03090_,49.82µm
_02282_,49.81µm
u_picorv32.picorv32_core.decoded_imm\[9\],49.77µm
_02504_,49.63µm
net198,49.615µm
_02859_,49.56µm
_02521_,49.545µm
u_picorv32.picorv32_core.reg_pc\[9\],49.52µm
_03745_,49.45µm
u_picorv32.picorv32_core.cpuregs\[22\]\[24\],49.415µm
_03182_,49.26µm
_04650_,49.26µm
_05477_,49.21µm
_02452_,49.135µm
_02202_,49.11µm
_02300_,49.08µm
_02528_,49.08µm
_03047_,49.005µm
u_picorv32.picorv32_core.alu_out_q\[10\],48.96µm
_04856_,48.9µm
net1067,48.815µm
_01714_,48.785µm
u_picorv32.picorv32_core.count_cycle\[58\],48.735µm
_02446_,48.66µm
_05328_,48.66µm
u_picorv32.picorv32_core.count_instr\[5\],48.62µm
_01991_,48.575µm
net151,48.53µm
_02941_,48.505µm
_03486_,48.48µm
_04995_,48.48µm
_05068_,48.39µm
_02696_,48.37µm
u_picorv32.picorv32_core.reg_next_pc\[18\],48.365µm
u_picorv32.picorv32_core.count_cycle\[6\],48.285µm
_05265_,48.24µm
_02324_,48.185µm
_05403_,48.165µm
net418,48.15µm
_05041_,48.06µm
_05070_,47.95µm
u_picorv32.picorv32_core.count_cycle\[57\],47.88µm
_05335_,47.82µm
_01593_,47.695µm
u_picorv32.picorv32_core.count_cycle\[13\],47.68µm
_03358_,47.655µm
_05376_,47.64µm
net584,47.63µm
_05058_,47.58µm
u_picorv32.picorv32_core.cpuregs\[21\]\[6\],47.535µm
_04595_,47.47µm
net1065,47.47µm
u_picorv32.picorv32_core.reg_next_pc\[15\],47.4µm
net996,47.4µm
_01983_,47.37µm
_05085_,47.23µm
u_picorv32.picorv32_core.count_instr\[40\],47.2µm
_02289_,47.19µm
_01892_,47.18µm
_04806_,47.16µm
_04261_,47.08µm
_02906_,47.07µm
_05235_,47.05µm
_05050_,47.04µm
u_picorv32.picorv32_core.cpuregs\[4\]\[9\],46.94µm
_03992_,46.92µm
u_picorv32.picorv32_core.count_cycle\[46\],46.845µm
_04651_,46.8µm
_03845_,46.56µm
_02816_,46.36µm
_01554_,46.33µm
_05639_,46.33µm
_01595_,46.32µm
_03079_,46.255µm
_01805_,46.23µm
_03413_,46.155µm
_05094_,46.125µm
_01821_,46.09µm
_01960_,46.03µm
net581,46.015µm
u_picorv32.picorv32_core.count_instr\[58\],45.99µm
u_picorv32.picorv32_core.cpuregs\[26\]\[22\],45.98µm
_01770_,45.97µm
_03537_,45.97µm
u_picorv32.picorv32_core.mem_do_rinst,45.97µm
_05462_,45.945µm
_03842_,45.86µm
net167,45.86µm
_02638_,45.72µm
u_picorv32.picorv32_core.count_cycle\[4\],45.715µm
_04121_,45.54µm
_02802_,45.49µm
_04018_,45.48µm
_03434_,45.43µm
net1022,45.405µm
_02492_,45.37µm
_02563_,45.36µm
_05219_,45.31µm
net1393,45.225µm
u_picorv32.picorv32_core.cpuregs\[22\]\[16\],45.185µm
u_picorv32.picorv32_core.alu_out_q\[3\],45.18µm
_05438_,45.14µm
_01553_,45.095µm
_05429_,45.065µm
net1069,44.985µm
_02019_,44.93µm
_05119_,44.89µm
u_picorv32.picorv32_core.reg_pc\[28\],44.83µm
_05102_,44.82µm
_03051_,44.79µm
_03697_,44.71µm
_03975_,44.7µm
_04350_,44.685µm
_05343_,44.64µm
_03432_,44.615µm
_05846_,44.575µm
u_picorv32.picorv32_core.count_instr\[30\],44.57µm
u_picorv32.picorv32_core.cpuregs\[29\]\[16\],44.545µm
_01874_,44.52µm
_02545_,44.4µm
_03320_,44.4µm
_04810_,44.4µm
_05150_,44.36µm
u_picorv32.picorv32_core.count_instr\[56\],44.29µm
u_picorv32.picorv32_core.mem_rdata_q\[8\],44.205µm
u_picorv32.picorv32_core.count_cycle\[2\],44.2µm
u_picorv32.picorv32_core.cpuregs\[14\]\[29\],44.2µm
u_picorv32.picorv32_core.cpuregs\[2\]\[2\],44.155µm
_01956_,44.045µm
_03325_,43.98µm
u_picorv32.picorv32_core.mem_rdata_q\[31\],43.93µm
u_picorv32.picorv32_core.cpuregs\[16\]\[21\],43.89µm
u_picorv32.picorv32_core.count_cycle\[29\],43.88µm
u_picorv32.picorv32_core.count_instr\[54\],43.88µm
_01955_,43.87µm
_03304_,43.87µm
_04871_,43.86µm
u_picorv32.picorv32_core.cpuregs\[22\]\[25\],43.84µm
u_picorv32.picorv32_core.cpuregs\[30\]\[17\],43.745µm
_02140_,43.74µm
_00032_,43.69µm
u_picorv32.picorv32_core.cpuregs\[30\]\[2\],43.685µm
_03308_,43.665µm
_03242_,43.575µm
_05695_,43.56µm
_02936_,43.53µm
_03309_,43.53µm
_05570_,43.45µm
_02440_,43.44µm
_02989_,43.4µm
u_picorv32.picorv32_core.count_instr\[55\],43.36µm
_03062_,43.34µm
_05483_,43.255µm
_02565_,43.2µm
_05978_,43.2µm
_05485_,43.18µm
u_picorv32.picorv32_core.cpuregs\[29\]\[15\],42.995µm
_05642_,42.99µm
u_picorv32.picorv32_core.mem_state\[0\],42.98µm
u_picorv32.picorv32_core.count_cycle\[19\],42.88µm
net307,42.87µm
_01807_,42.82µm
net1141,42.745µm
u_picorv32.picorv32_core.cpuregs\[21\]\[28\],42.595µm
u_picorv32.picorv32_core.cpuregs\[7\]\[14\],42.575µm
_02943_,42.55µm
_03356_,42.55µm
net1062,42.515µm
_02676_,42.44µm
_02973_,42.43µm
_01939_,42.33µm
_05708_,42.25µm
_03205_,42.195µm
u_picorv32.picorv32_core.count_instr\[60\],42.125µm
_05635_,42.06µm
_02113_,42µm
net929,41.845µm
_04854_,41.795µm
_04054_,41.78µm
_05268_,41.78µm
_05139_,41.77µm
u_picorv32.picorv32_core.count_cycle\[8\],41.765µm
u_picorv32.picorv32_core.count_instr\[38\],41.7µm
_04573_,41.66µm
_04101_,41.64µm
_04114_,41.62µm
u_picorv32.picorv32_core.cpuregs\[30\]\[29\],41.6µm
_04448_,41.59µm
u_picorv32.picorv32_core.cpuregs\[15\]\[22\],41.56µm
_04930_,41.53µm
_05697_,41.53µm
u_picorv32.picorv32_core.cpuregs\[14\]\[16\],41.475µm
_04084_,41.47µm
net1448,41.415µm
net653,41.38µm
net1235,41.365µm
_05341_,41.34µm
_05680_,41.23µm
u_picorv32.picorv32_core.count_cycle\[16\],41.23µm
_02982_,41.2µm
_05651_,41.125µm
_04481_,41.11µm
_05840_,41.11µm
_01795_,41.055µm
_05586_,41.05µm
_05441_,41.045µm
_05895_,41.04µm
_01555_,41.01µm
_02035_,40.93µm
_03651_,40.92µm
u_picorv32.picorv32_core.count_cycle\[10\],40.87µm
u_picorv32.picorv32_core.alu_out_q\[11\],40.86µm
u_picorv32.picorv32_core.cpuregs\[9\]\[31\],40.84µm
u_picorv32.picorv32_core.count_cycle\[11\],40.82µm
_01726_,40.775µm
u_picorv32.picorv32_core.cpuregs\[17\]\[26\],40.74µm
u_picorv32.picorv32_core.cpuregs\[23\]\[10\],40.65µm
_04000_,40.625µm
_04638_,40.56µm
_02415_,40.48µm
_04870_,40.45µm
_01643_,40.39µm
_03405_,40.385µm
_04285_,40.38µm
_05063_,40.38µm
_02266_,40.335µm
_04959_,40.32µm
_05083_,40.32µm
u_picorv32.picorv32_core.count_instr\[37\],40.32µm
u_picorv32.picorv32_core.cpuregs\[14\]\[22\],40.315µm
u_picorv32.picorv32_core.instr_lbu,40.29µm
net113,40.27µm
_05004_,40.26µm
u_picorv32.picorv32_core.count_instr\[47\],40.235µm
u_picorv32.picorv32_core.cpuregs\[13\]\[27\],40.23µm
u_picorv32.picorv32_core.count_cycle\[41\],40.21µm
net148,40.185µm
_02761_,40.08µm
u_picorv32.picorv32_core.cpuregs\[13\]\[21\],40.055µm
_04122_,40.04µm
u_picorv32.picorv32_core.count_instr\[45\],40.03µm
u_picorv32.picorv32_core.instr_fence,39.98µm
u_picorv32.picorv32_core.reg_next_pc\[27\],39.945µm
_03030_,39.93µm
u_picorv32.picorv32_core.cpuregs\[4\]\[5\],39.925µm
_02017_,39.88µm
u_picorv32.picorv32_core.cpuregs\[24\]\[29\],39.86µm
u_picorv32.picorv32_core.cpuregs\[5\]\[22\],39.86µm
_02603_,39.84µm
_03855_,39.84µm
_01717_,39.835µm
u_picorv32.picorv32_core.cpuregs\[2\]\[3\],39.73µm
net117,39.725µm
_05110_,39.715µm
u_picorv32.picorv32_core.cpuregs\[16\]\[12\],39.68µm
_04713_,39.67µm
_05142_,39.66µm
u_picorv32.picorv32_core.count_instr\[63\],39.5µm
_02460_,39.49µm
_05544_,39.48µm
_02790_,39.455µm
u_picorv32.picorv32_core.cpuregs\[26\]\[14\],39.45µm
u_picorv32.picorv32_core.cpuregs\[22\]\[28\],39.43µm
_03281_,39.42µm
_01748_,39.39µm
_05445_,39.37µm
_02742_,39.36µm
_04313_,39.36µm
_04303_,39.345µm
_01542_,39.245µm
_04588_,39.18µm
_02787_,39.145µm
_02058_,39.12µm
u_picorv32.picorv32_core.cpuregs\[24\]\[16\],38.95µm
u_picorv32.picorv32_core.alu_out_q\[2\],38.89µm
_04640_,38.88µm
u_picorv32.picorv32_core.cpuregs\[9\]\[21\],38.88µm
u_picorv32.picorv32_core.cpuregs\[7\]\[27\],38.855µm
_03460_,38.835µm
_01632_,38.77µm
_02148_,38.77µm
_02305_,38.77µm
_04166_,38.65µm
_04383_,38.59µm
net436,38.59µm
u_picorv32.picorv32_core.count_instr\[51\],38.51µm
_03252_,38.5µm
u_picorv32.picorv32_core.cpuregs\[8\]\[2\],38.47µm
_03287_,38.46µm
_02228_,38.45µm
net1064,38.45µm
u_picorv32.picorv32_core.cpuregs\[8\]\[27\],38.41µm
_05212_,38.4µm
net109,38.365µm
_05196_,38.35µm
u_picorv32.picorv32_core.cpuregs\[27\]\[12\],38.325µm
_03789_,38.29µm
_02640_,38.28µm
u_picorv32.picorv32_core.cpuregs\[23\]\[21\],38.23µm
net1236,38.225µm
_05017_,38.22µm
u_picorv32.picorv32_core.cpuregs\[17\]\[12\],38.125µm
_04450_,38.085µm
_03380_,38.08µm
u_picorv32.picorv32_core.alu_out_q\[1\],38.04µm
u_picorv32.picorv32_core.cpuregs\[27\]\[16\],38.035µm
u_picorv32.picorv32_core.count_instr\[11\],37.96µm
u_picorv32.picorv32_core.cpuregs\[17\]\[24\],37.95µm
u_picorv32.picorv32_core.alu_out_q\[28\],37.92µm
u_picorv32.picorv32_core.cpuregs\[10\]\[25\],37.885µm
_01994_,37.88µm
_03902_,37.87µm
_03280_,37.81µm
_02222_,37.8µm
_02248_,37.77µm
_05221_,37.74µm
_04886_,37.725µm
_01987_,37.64µm
_05001_,37.63µm
_05044_,37.63µm
u_picorv32.picorv32_core.cpuregs\[26\]\[28\],37.63µm
_03214_,37.585µm
net626,37.58µm
u_picorv32.picorv32_core.alu_out\[25\],37.56µm
u_picorv32.picorv32_core.cpuregs\[6\]\[27\],37.56µm
u_picorv32.picorv32_core.decoded_rd\[2\],37.555µm
u_picorv32.picorv32_core.cpuregs\[11\]\[22\],37.535µm
_04318_,37.5µm
_05026_,37.5µm
u_picorv32.picorv32_core.alu_out\[6\],37.5µm
u_picorv32.picorv32_core.cpuregs\[8\]\[21\],37.5µm
u_picorv32.picorv32_core.cpuregs\[29\]\[23\],37.475µm
_03593_,37.45µm
u_picorv32.picorv32_core.cpuregs\[21\]\[0\],37.445µm
u_picorv32.picorv32_core.cpuregs\[25\]\[27\],37.435µm
u_picorv32.picorv32_core.cpuregs\[2\]\[26\],37.435µm
u_picorv32.picorv32_core.cpuregs\[12\]\[9\],37.41µm
_03694_,37.4µm
_02910_,37.38µm
_04507_,37.375µm
_02386_,37.355µm
u_picorv32.picorv32_core.count_cycle\[62\],37.355µm
u_picorv32.picorv32_core.cpuregs\[25\]\[21\],37.355µm
_02242_,37.33µm
u_picorv32.picorv32_core.cpuregs\[30\]\[12\],37.325µm
net138,37.32µm
u_picorv32.picorv32_core.instr_srli,37.315µm
_05247_,37.305µm
_03355_,37.27µm
u_picorv32.picorv32_core.cpuregs\[2\]\[20\],37.27µm
_03589_,37.225µm
u_picorv32.picorv32_core.cpuregs\[10\]\[5\],37.22µm
u_picorv32.picorv32_core.cpuregs\[4\]\[4\],37.175µm
_05170_,37.16µm
_04184_,37.15µm
u_picorv32.picorv32_core.cpuregs\[31\]\[31\],37.095µm
u_picorv32.picorv32_core.mem_rdata_q\[16\],37.085µm
_05158_,37.08µm
u_picorv32.picorv32_core.cpuregs\[31\]\[4\],37.065µm
_01620_,37.05µm
u_picorv32.picorv32_core.cpuregs\[31\]\[2\],36.985µm
u_picorv32.picorv32_core.cpuregs\[16\]\[7\],36.98µm
u_picorv32.picorv32_core.cpuregs\[22\]\[6\],36.975µm
_05496_,36.97µm
_05218_,36.96µm
u_picorv32.picorv32_core.cpuregs\[17\]\[14\],36.925µm
u_picorv32.picorv32_core.cpuregs\[21\]\[23\],36.925µm
u_picorv32.picorv32_core.cpuregs\[19\]\[21\],36.92µm
_05195_,36.9µm
_05511_,36.9µm
u_picorv32.picorv32_core.cpuregs\[17\]\[17\],36.85µm
_02779_,36.84µm
u_picorv32.picorv32_core.cpuregs\[4\]\[3\],36.805µm
_01862_,36.79µm
_05284_,36.78µm
_03574_,36.75µm
u_picorv32.picorv32_core.reg_next_pc\[26\],36.74µm
u_picorv32.picorv32_core.cpuregs\[23\]\[0\],36.695µm
u_picorv32.picorv32_core.cpuregs\[19\]\[29\],36.685µm
u_picorv32.picorv32_core.cpuregs\[31\]\[10\],36.67µm
net137,36.62µm
u_picorv32.picorv32_core.cpuregs\[9\]\[9\],36.62µm
u_picorv32.picorv32_core.cpuregs\[26\]\[0\],36.615µm
u_picorv32.picorv32_core.cpuregs\[19\]\[19\],36.61µm
_02636_,36.6µm
_02966_,36.54µm
_03922_,36.54µm
u_picorv32.picorv32_core.count_instr\[20\],36.54µm
u_picorv32.picorv32_core.cpuregs\[22\]\[19\],36.515µm
u_picorv32.picorv32_core.cpuregs\[9\]\[28\],36.5µm
_05238_,36.48µm
_05640_,36.455µm
u_picorv32.picorv32_core.instr_lw,36.435µm
_05634_,36.405µm
u_picorv32.picorv32_core.cpuregs\[5\]\[18\],36.385µm
u_picorv32.picorv32_core.instr_lhu,36.385µm
u_picorv32.picorv32_core.cpuregs\[14\]\[12\],36.335µm
_01802_,36.315µm
u_picorv32.picorv32_core.cpuregs\[21\]\[25\],36.31µm
_04020_,36.25µm
_05494_,36.24µm
u_picorv32.picorv32_core.cpuregs\[22\]\[22\],36.225µm
u_picorv32.picorv32_core.cpuregs\[21\]\[8\],36.215µm
net1126,36.195µm
_05302_,36.12µm
u_picorv32.picorv32_core.cpuregs\[14\]\[19\],36.1µm
u_picorv32.picorv32_core.cpuregs\[1\]\[16\],36.065µm
_04765_,36.06µm
u_picorv32.picorv32_core.cpuregs\[20\]\[24\],36.02µm
u_picorv32.picorv32_core.cpuregs\[14\]\[31\],36.01µm
_03172_,35.95µm
u_picorv32.picorv32_core.cpuregs\[12\]\[14\],35.95µm
_04873_,35.94µm
_04964_,35.94µm
u_picorv32.picorv32_core.cpuregs\[22\]\[0\],35.905µm
_03601_,35.89µm
_05163_,35.875µm
_05175_,35.875µm
_05913_,35.85µm
u_picorv32.picorv32_core.cpuregs\[4\]\[22\],35.83µm
_01793_,35.82µm
_04392_,35.82µm
u_picorv32.picorv32_core.cpuregs\[27\]\[3\],35.8µm
_01848_,35.77µm
_01785_,35.76µm
u_picorv32.picorv32_core.cpuregs\[29\]\[13\],35.755µm
u_picorv32.picorv32_core.cpuregs\[13\]\[28\],35.72µm
u_picorv32.picorv32_core.decoded_rd\[3\],35.72µm
_05714_,35.59µm
u_picorv32.picorv32_core.cpuregs\[16\]\[16\],35.59µm
_05273_,35.58µm
_05300_,35.58µm
_02258_,35.575µm
_04315_,35.53µm
_04916_,35.53µm
u_picorv32.picorv32_core.cpuregs\[15\]\[24\],35.53µm
u_picorv32.picorv32_core.cpuregs\[30\]\[10\],35.52µm
_04997_,35.505µm
u_picorv32.picorv32_core.decoded_rd\[4\],35.47µm
_05123_,35.385µm
u_picorv32.picorv32_core.cpuregs\[19\]\[16\],35.385µm
u_picorv32.picorv32_core.cpuregs\[13\]\[20\],35.35µm
_02507_,35.34µm
_05168_,35.34µm
u_picorv32.picorv32_core.cpuregs\[8\]\[1\],35.335µm
_03169_,35.305µm
u_picorv32.picorv32_core.cpuregs\[10\]\[18\],35.29µm
u_picorv32.picorv32_core.cpuregs\[4\]\[10\],35.255µm
_04368_,35.24µm
_01663_,35.22µm
_03175_,35.205µm
u_picorv32.picorv32_core.cpuregs\[6\]\[28\],35.18µm
_04043_,35.17µm
_05039_,35.115µm
u_picorv32.picorv32_core.cpuregs\[21\]\[21\],35.115µm
_05100_,35.1µm
u_picorv32.picorv32_core.cpuregs\[5\]\[12\],35.095µm
u_picorv32.picorv32_core.cpuregs\[13\]\[30\],35.075µm
_03150_,35.065µm
_05214_,35.045µm
_03688_,35.04µm
u_picorv32.picorv32_core.cpuregs\[16\]\[14\],35.01µm
u_picorv32.picorv32_core.cpuregs\[13\]\[5\],34.98µm
u_picorv32.picorv32_core.count_cycle\[5\],34.965µm
u_picorv32.picorv32_core.cpuregs\[17\]\[8\],34.965µm
u_picorv32.picorv32_core.cpuregs\[30\]\[20\],34.965µm
_03275_,34.95µm
_02139_,34.94µm
_02412_,34.925µm
_01616_,34.92µm
_02718_,34.89µm
_04671_,34.76µm
u_picorv32.picorv32_core.cpuregs\[30\]\[13\],34.76µm
_04987_,34.74µm
_02975_,34.735µm
u_picorv32.picorv32_core.cpuregs\[9\]\[7\],34.69µm
_03107_,34.68µm
_01557_,34.675µm
_01406_,34.62µm
_06017_,34.62µm
u_picorv32.picorv32_core.cpuregs\[31\]\[8\],34.59µm
u_picorv32.picorv32_core.cpuregs\[0\]\[28\],34.57µm
_01711_,34.555µm
u_picorv32.picorv32_core.cpuregs\[8\]\[19\],34.54µm
u_picorv32.picorv32_core.cpuregs\[6\]\[23\],34.525µm
_01864_,34.5µm
_03692_,34.5µm
_01787_,34.395µm
u_picorv32.picorv32_core.cpuregs\[10\]\[20\],34.39µm
_03334_,34.35µm
_05435_,34.34µm
_05509_,34.34µm
u_picorv32.picorv32_core.cpuregs\[14\]\[23\],34.33µm
u_picorv32.picorv32_core.cpuregs\[28\]\[1\],34.33µm
_03799_,34.31µm
u_picorv32.picorv32_core.cpuregs\[17\]\[13\],34.305µm
_01788_,34.295µm
u_picorv32.picorv32_core.cpuregs\[21\]\[26\],34.295µm
u_picorv32.picorv32_core.cpuregs\[22\]\[18\],34.285µm
u_picorv32.picorv32_core.cpuregs\[16\]\[6\],34.255µm
u_picorv32.picorv32_core.cpuregs\[31\]\[21\],34.255µm
_05681_,34.245µm
u_picorv32.picorv32_core.count_cycle\[60\],34.23µm
u_picorv32.picorv32_core.cpuregs\[31\]\[3\],34.22µm
u_picorv32.picorv32_core.cpuregs\[7\]\[15\],34.21µm
_02207_,34.2µm
_04371_,34.2µm
u_picorv32.picorv32_core.cpuregs\[30\]\[22\],34.2µm
u_picorv32.picorv32_core.cpuregs\[4\]\[20\],34.2µm
u_picorv32.picorv32_core.cpuregs\[16\]\[24\],34.175µm
_02093_,34.14µm
_04663_,34.14µm
_05323_,34.14µm
u_picorv32.picorv32_core.cpuregs\[7\]\[17\],34.14µm
u_picorv32.picorv32_core.cpuregs\[15\]\[3\],34.085µm
_01899_,34.08µm
u_picorv32.picorv32_core.cpuregs\[2\]\[10\],34.03µm
_03059_,33.99µm
u_picorv32.picorv32_core.cpuregs\[28\]\[16\],33.98µm
_04475_,33.97µm
_05391_,33.96µm
_05734_,33.96µm
u_picorv32.picorv32_core.cpuregs\[23\]\[17\],33.955µm
u_picorv32.picorv32_core.cpuregs\[15\]\[14\],33.95µm
u_picorv32.picorv32_core.cpuregs\[2\]\[23\],33.94µm
u_picorv32.picorv32_core.cpuregs\[22\]\[23\],33.935µm
u_picorv32.picorv32_core.cpuregs\[12\]\[30\],33.91µm
u_picorv32.picorv32_core.cpuregs\[21\]\[7\],33.91µm
u_picorv32.picorv32_core.cpuregs\[26\]\[10\],33.86µm
_01867_,33.85µm
_05093_,33.85µm
u_picorv32.picorv32_core.cpuregs\[16\]\[13\],33.85µm
u_picorv32.picorv32_core.mem_rdata_q\[11\],33.85µm
_02706_,33.84µm
u_picorv32.picorv32_core.cpuregs\[12\]\[4\],33.8µm
_04928_,33.79µm
u_picorv32.picorv32_core.cpuregs\[21\]\[20\],33.79µm
u_picorv32.picorv32_core.cpuregs\[27\]\[18\],33.79µm
_02179_,33.78µm
_03050_,33.74µm
u_picorv32.picorv32_core.cpuregs\[16\]\[10\],33.695µm
_03161_,33.655µm
u_picorv32.picorv32_core.cpuregs\[25\]\[3\],33.655µm
u_picorv32.picorv32_core.cpuregs\[24\]\[24\],33.645µm
u_picorv32.picorv32_core.cpuregs\[31\]\[0\],33.63µm
u_picorv32.picorv32_core.cpuregs\[14\]\[18\],33.625µm
u_picorv32.picorv32_core.cpuregs\[17\]\[18\],33.625µm
_03081_,33.6µm
_05263_,33.6µm
net583,33.6µm
u_picorv32.picorv32_core.cpuregs\[1\]\[14\],33.595µm
u_picorv32.picorv32_core.cpuregs\[6\]\[9\],33.575µm
u_picorv32.picorv32_core.cpuregs\[3\]\[0\],33.565µm
u_picorv32.picorv32_core.cpuregs\[3\]\[16\],33.55µm
_05105_,33.54µm
_01968_,33.5µm
u_picorv32.picorv32_core.cpuregs\[11\]\[28\],33.5µm
u_picorv32.picorv32_core.cpuregs\[1\]\[22\],33.5µm
_05290_,33.49µm
u_picorv32.picorv32_core.cpuregs\[17\]\[21\],33.49µm
u_picorv32.picorv32_core.cpuregs\[3\]\[29\],33.475µm
_03729_,33.44µm
u_picorv32.picorv32_core.cpuregs\[22\]\[31\],33.435µm
u_picorv32.picorv32_core.instr_rdcycleh,33.42µm
net3129,33.42µm
u_picorv32.picorv32_core.cpuregs\[8\]\[22\],33.37µm
u_picorv32.picorv32_core.cpuregs\[25\]\[25\],33.355µm
u_picorv32.picorv32_core.cpuregs\[29\]\[31\],33.355µm
u_picorv32.picorv32_core.cpuregs\[6\]\[11\],33.32µm
_02800_,33.3µm
_04127_,33.27µm
net139,33.26µm
u_picorv32.picorv32_core.cpuregs\[25\]\[6\],33.26µm
u_picorv32.picorv32_core.cpuregs\[28\]\[3\],33.26µm
_03693_,33.25µm
u_picorv32.picorv32_core.cpuregs\[1\]\[20\],33.25µm
u_picorv32.picorv32_core.cpuregs\[23\]\[16\],33.25µm
u_picorv32.picorv32_core.cpuregs\[5\]\[8\],33.25µm
u_picorv32.picorv32_core.cpuregs\[7\]\[2\],33.25µm
_03927_,33.24µm
u_picorv32.picorv32_core.cpuregs\[16\]\[26\],33.215µm
u_picorv32.picorv32_core.cpuregs\[22\]\[9\],33.2µm
u_picorv32.picorv32_core.cpuregs\[29\]\[17\],33.2µm
u_picorv32.picorv32_core.cpuregs\[18\]\[31\],33.19µm
_01953_,33.165µm
u_picorv32.picorv32_core.cpuregs\[27\]\[25\],33.145µm
u_picorv32.picorv32_core.cpuregs\[5\]\[20\],33.13µm
