net,length_um
_04039_,559.23µm
net702,558.925µm
net450,557.13µm
net305,554.36µm
net266,552.515µm
_02965_,552.32µm
net400,551.43µm
net440,550.65µm
net612,549.83µm
net397,547.53µm
net272,544.725µm
net1228,543.525µm
net902,541.67µm
net334,541.095µm
_03004_,540.32µm
_02874_,537.855µm
net474,535.545µm
net776,533.6µm
net1209,532.92µm
net329,532.49µm
net360,530.615µm
_00001_,529.78µm
net774,528.475µm
net1225,528.355µm
net358,525.595µm
net438,521.45µm
net433,521.28µm
net94,519.55µm
net369,512.89µm
net684,512.09µm
_00007_,511.765µm
net421,510.22µm
net439,508.815µm
net339,508.415µm
net635,508.37µm
net1001,504.915µm
net713,501.925µm
net340,500.82µm
net426,496.235µm
net1222,491.995µm
net430,489.87µm
net311,488.02µm
net330,486.365µm
net1227,485.16µm
net263,484.85µm
net1216,484.18µm
net435,483.875µm
net564,483.27µm
net768,483.265µm
_02991_,482.845µm
net785,482.83µm
net469,479.475µm
net463,475.975µm
net316,474.16µm
net242,472.38µm
net1000,471.2µm
net783,468.85µm
net332,462.335µm
_02988_,456.205µm
net275,456.16µm
net588,455.325µm
net752,454.91µm
net281,454.52µm
net414,453.84µm
_02807_,452.25µm
_03995_,450.37µm
net1229,448.115µm
_05151_,447.9µm
net777,447.22µm
_05073_,447.19µm
_01588_,446.23µm
net854,444.26µm
_02984_,443.905µm
_02848_,443.8µm
net335,443.54µm
net1207,442.19µm
_00000_,441.51µm
net769,439.29µm
net1096,438.05µm
net770,437.32µm
net337,436.555µm
net886,433.34µm
_00006_,433.17µm
net1210,431.775µm
net782,430.755µm
_04193_,430.7µm
net27,430.47µm
u_picorv32.picorv32_core.cpu_state\[3\],430.18µm
net442,429.345µm
net1114,428.68µm
net763,426.74µm
_02864_,426.57µm
net805,425.72µm
u_picorv32.picorv32_core.decoded_imm\[14\],423.94µm
net712,423.82µm
net609,423.59µm
_02832_,423.225µm
clknet_5_26__leaf_clk_i,423.035µm
_03948_,422.66µm
net896,422.375µm
net638,421.465µm
net673,420.1µm
net518,419.82µm
net326,417.925µm
net1129,417.905µm
_02996_,415.705µm
net1360,414.73µm
net706,414.41µm
_02982_,414.26µm
net721,414.205µm
_02995_,413.555µm
u_picorv32.picorv32_core.decoded_imm\[30\],413.455µm
net19,412.815µm
net1246,412.385µm
_03351_,411.67µm
net364,411.415µm
net346,410.64µm
net490,410.47µm
net894,409.225µm
net1213,408.935µm
net1126,408.385µm
net1093,407.325µm
_04393_,406.22µm
u_picorv32.picorv32_core.decoded_imm\[7\],404.895µm
net1072,404.71µm
u_picorv32.picorv32_core.reg_pc\[11\],404.555µm
net1401,403.855µm
net661,403.115µm
net787,402.715µm
net1221,401.685µm
u_picorv32.pcpi_rs2\[23\],401.54µm
net1219,400.985µm
net416,399.53µm
net515,397.965µm
net773,396.535µm
_04969_,395.55µm
_02691_,395.42µm
net780,395.195µm
net929,394.27µm
_05138_,394.05µm
net1205,393.865µm
net519,393.185µm
net1078,392.81µm
net781,391.74µm
_02983_,391.305µm
net24,391.035µm
net1204,390.465µm
_00009_,390.38µm
_05228_,389.24µm
net775,388.46µm
_05871_,388.31µm
net18,388.31µm
net320,388.01µm
net569,387.435µm
net356,386.875µm
net472,386.665µm
net1111,386.335µm
net269,385.35µm
net1277,385.345µm
_05086_,385.26µm
_03020_,384.44µm
_03864_,384.09µm
_02910_,384.07µm
_04369_,383.89µm
_04996_,383.61µm
net786,382.855µm
net1002,382.54µm
net1108,382.49µm
net1201,380.34µm
net352,380.045µm
net926,379.3µm
net1212,378.59µm
_05557_,377.9µm
_04982_,377.53µm
net760,377.145µm
net470,376.56µm
_00003_,376.065µm
_05177_,375.97µm
net362,374.825µm
_02932_,374.79µm
_02803_,373.62µm
net22,373.445µm
net16,373.2µm
_02981_,372.64µm
net367,372.36µm
u_picorv32.picorv32_core.decoded_imm\[28\],370.475µm
net689,370.3µm
clknet_5_27__leaf_clk_i,370.28µm
net729,370.205µm
_01657_,369.72µm
net237,369.2µm
net671,368.89µm
_02994_,368.85µm
u_picorv32.picorv32_core.decoded_imm\[22\],368.11µm
net267,368.02µm
net819,366.98µm
net102,366.97µm
net409,366.375µm
net321,365.39µm
u_picorv32.pcpi_rs2\[22\],365.225µm
net1135,365.22µm
_01618_,362.05µm
_00005_,361.84µm
_02852_,361.03µm
net17,360.885µm
u_picorv32.pcpi_rs2\[20\],360.8µm
net481,360.545µm
net716,360.52µm
net1138,360.52µm
net705,360.44µm
net13,360µm
net868,359.775µm
net1372,359.44µm
u_picorv32.picorv32_core.decoded_imm\[11\],359.005µm
net1220,358.555µm
u_picorv32.picorv32_core.decoded_imm_j\[11\],358.225µm
net14,358.215µm
u_picorv32.picorv32_core.mem_rdata_q\[14\],358.08µm
u_picorv32.picorv32_core.decoded_imm\[23\],357.76µm
net21,357.605µm
net1087,357.185µm
net25,356.655µm
_02885_,355.26µm
net23,354.86µm
net1394,354.375µm
net279,354.29µm
net1084,353.25µm
u_picorv32.pcpi_rs2\[19\],352.13µm
net681,351.83µm
net458,350.6µm
net516,350.04µm
clknet_5_24__leaf_clk_i,349.705µm
u_picorv32.pcpi_rs2\[26\],349.49µm
net561,349.33µm
_02870_,349.16µm
_01615_,347.605µm
net464,347.43µm
net1081,347.22µm
u_picorv32.picorv32_core.decoder_trigger,346.175µm
net1104,346.12µm
_05482_,346.06µm
net701,345.83µm
_05021_,344.15µm
net1335,343.675µm
clknet_5_18__leaf_clk_i,343.46µm
net28,342.54µm
_04459_,342.025µm
u_picorv32.picorv32_core.decoded_imm\[20\],341.615µm
net636,341.25µm
net374,341.125µm
net38,340.74µm
net12,340.53µm
net694,340.14µm
net711,340.02µm
net1306,339.585µm
_02859_,339.15µm
u_picorv32.picorv32_core.decoded_imm\[26\],339.005µm
net1169,338.845µm
u_picorv32.picorv32_core.latched_branch,338.405µm
_04324_,338.065µm
net20,337.21µm
net708,337.055µm
_02997_,336.58µm
u_picorv32.pcpi_rs2\[27\],336.01µm
net331,335.74µm
_02956_,335.44µm
u_picorv32.pcpi_rs2\[29\],334.45µm
net280,334.185µm
net717,334.165µm
net11,333.91µm
u_picorv32.picorv32_core.reg_pc\[1\],333.8µm
net1231,333.555µm
net998,333.09µm
u_picorv32.picorv32_core.decoded_imm\[10\],332.715µm
net336,332.545µm
net307,331.865µm
_02695_,330.88µm
net697,330.57µm
_04235_,330.21µm
_02898_,329.94µm
net910,329.575µm
_04260_,329.41µm
net789,329.05µm
net710,328.9µm
net1211,328.515µm
net1010,328.48µm
_02818_,327.985µm
net1024,327.92µm
net1260,327.41µm
net930,327.17µm
net574,325.88µm
net639,325.63µm
net837,325.535µm
_02798_,324.57µm
net1100,324.38µm
clknet_5_31__leaf_clk_i,324.355µm
u_picorv32.picorv32_core.decoded_imm\[27\],323.245µm
net618,322.88µm
_04598_,322.33µm
_03905_,321.915µm
net682,321.29µm
u_picorv32.picorv32_core.decoded_imm\[8\],320.625µm
net368,318.935µm
net1120,318.17µm
net101,317.47µm
net462,317.04µm
_05099_,316.99µm
_03000_,316.265µm
net1199,315.825µm
net357,314.94µm
clknet_5_16__leaf_clk_i,314.525µm
net468,313.77µm
net1173,313.485µm
net483,313.255µm
u_picorv32.picorv32_core.is_lui_auipc_jal,312.615µm
_02999_,312.555µm
net914,311.36µm
u_picorv32.pcpi_rs2\[28\],310.815µm
_01609_,310.77µm
net656,309.005µm
net1070,308.99µm
net322,308.775µm
_04941_,308.64µm
net1040,308.555µm
_01614_,308.55µm
net887,308.415µm
net919,307.85µm
u_picorv32.picorv32_core.decoded_imm\[25\],307.795µm
net583,306.585µm
net473,306.015µm
net399,305.315µm
net1164,304.41µm
_04304_,304.21µm
_05726_,303.64µm
_04090_,303.465µm
u_picorv32.pcpi_rs1\[27\],303.23µm
net1090,303.22µm
net709,303.16µm
net245,302.99µm
_02837_,302.76µm
net1223,302.635µm
net1123,302.565µm
net1074,302.44µm
net659,302.315µm
u_picorv32.picorv32_core.decoded_imm\[18\],302.205µm
_02822_,302.1µm
u_picorv32.pcpi_rs1\[21\],302.01µm
_02998_,301.405µm
clknet_5_25__leaf_clk_i,301.375µm
net692,301.32µm
net838,300.295µm
net1013,300.2µm
net605,299.735µm
_02325_,299.29µm
net480,298.825µm
_05778_,298.48µm
_03350_,298.3µm
net1279,297.215µm
net586,297.075µm
net901,296.215µm
u_picorv32.picorv32_core.decoded_imm\[17\],295.99µm
u_picorv32.picorv32_core.decoded_imm\[13\],295.945µm
_04232_,295.58µm
clknet_5_6__leaf_clk_i,294.65µm
_01885_,293.595µm
net1359,293.505µm
u_picorv32.pcpi_rs2\[21\],292.47µm
u_picorv32.picorv32_core.decoded_imm\[15\],292.215µm
net1160,291.725µm
clknet_5_4__leaf_clk_i,291.58µm
_04881_,290.29µm
net36,289.94µm
clknet_5_20__leaf_clk_i,289.785µm
u_picorv32.picorv32_core.decoded_imm\[19\],289.34µm
u_picorv32.picorv32_core.decoded_imm_j\[3\],288.975µm
net1200,288.7µm
_02694_,288.58µm
net655,287.93µm
net415,287.125µm
net1203,286.6µm
_05749_,285.18µm
net1373,284.84µm
net1334,284.28µm
u_picorv32.picorv32_core.decoded_imm\[24\],283.26µm
net715,282.935µm
net687,282.91µm
net668,282.69µm
_03001_,282.67µm
net1291,282.58µm
_05928_,282.37µm
net103,282.01µm
clknet_5_12__leaf_clk_i,281.21µm
_01656_,280.965µm
_01681_,280.27µm
_05707_,279.8µm
net1012,279.79µm
net1055,279.73µm
clknet_5_28__leaf_clk_i,279.17µm
net1233,278.855µm
_02904_,278.82µm
clknet_5_19__leaf_clk_i,278.715µm
net1152,278.61µm
net608,277.825µm
net441,277.21µm
net1244,276.835µm
u_picorv32.pcpi_rs1\[10\],276.79µm
_05215_,275.82µm
u_picorv32.picorv32_core.reg_pc\[8\],275.205µm
net1079,274.51µm
net548,274.375µm
u_picorv32.pcpi_rs2\[24\],274.37µm
net552,274.045µm
_05763_,274.03µm
net865,273.89µm
net1136,273.67µm
net698,272.97µm
_05732_,272.94µm
net796,272.915µm
net599,272.29µm
_01771_,271.7µm
net1117,271.595µm
net863,271.315µm
_04573_,271.08µm
net1278,270.72µm
net722,269.99µm
u_picorv32.pcpi_rs2\[15\],269.73µm
clknet_5_29__leaf_clk_i,269.65µm
u_picorv32.picorv32_core.alu_out\[18\],269.61µm
u_picorv32.picorv32_core.decoded_imm\[29\],269.3µm
_05890_,268.975µm
u_picorv32.pcpi_rs2\[31\],268.96µm
net597,268.79µm
clknet_5_2__leaf_clk_i,268.47µm
net714,268.05µm
net913,267.98µm
net306,267.97µm
_03842_,267.13µm
net1218,267.04µm
net631,266.94µm
_01769_,266.635µm
net888,265.59µm
net1133,265.51µm
_03904_,264.74µm
net1194,264.71µm
net808,264.68µm
net1215,264.67µm
clknet_5_23__leaf_clk_i,264.595µm
_05571_,264.56µm
net653,264.505µm
net897,264.325µm
net1242,264.11µm
net997,264.04µm
clknet_5_13__leaf_clk_i,263.55µm
u_picorv32.pcpi_rs2\[18\],263.235µm
net1127,263.01µm
net845,262.935µm
_05948_,262.93µm
net996,262.895µm
net765,262.495µm
_05737_,262.38µm
u_picorv32.picorv32_core.decoded_imm\[12\],262.355µm
net604,261.89µm
net484,261.76µm
net488,261.47µm
_05009_,261.41µm
clknet_5_10__leaf_clk_i,260.625µm
net756,260.455µm
clknet_5_5__leaf_clk_i,260.35µm
_01613_,259.36µm
_05758_,259.36µm
u_picorv32.picorv32_core.reg_pc\[21\],259.17µm
net1389,259.015µm
net1226,258.735µm
_05112_,258.5µm
clknet_5_11__leaf_clk_i,258.405µm
net966,257.735µm
net1251,256.64µm
_02827_,256.57µm
_05706_,256.435µm
net1214,256.32µm
net408,255.825µm
net628,255.485µm
clknet_5_7__leaf_clk_i,254.815µm
_04129_,254.605µm
net1122,254.355µm
net1374,254.33µm
net758,253.925µm
clknet_5_21__leaf_clk_i,253.755µm
u_picorv32.pcpi_rs1\[29\],253.715µm
net989,253.6µm
u_picorv32.picorv32_core.reg_out\[26\],252.955µm
u_picorv32.picorv32_core.mem_rdata_q\[25\],252.74µm
net1237,252.715µm
net999,252.43µm
net841,252.38µm
u_picorv32.pcpi_rs2\[30\],252.3µm
net1130,252.225µm
net398,251.805µm
net792,251.805µm
net993,251.64µm
_04956_,251.58µm
net932,250.76µm
net688,250.05µm
net814,249.735µm
_05202_,249.63µm
net816,249.285µm
clknet_5_0__leaf_clk_i,249.285µm
_05593_,248.96µm
_04109_,248.865µm
net747,248.775µm
clknet_5_17__leaf_clk_i,248.63µm
net1217,248.625µm
net971,248.145µm
net1124,247.82µm
net691,247.81µm
net1068,247.025µm
net216,246.91µm
net857,246.685µm
_04528_,246.505µm
net215,246.48µm
net850,246.315µm
net803,246.21µm
net883,245.84µm
u_picorv32.picorv32_core.latched_rd\[2\],245.81µm
_01970_,245.145µm
net690,244.355µm
net1283,244.255µm
net1162,244.24µm
clknet_5_22__leaf_clk_i,244.175µm
net554,244.04µm
net898,243.665µm
net1245,243.63µm
net1265,243.475µm
u_picorv32.pcpi_rs2\[14\],243.425µm
net720,243.065µm
net1116,242.69µm
net1113,242.62µm
u_picorv32.picorv32_core.mem_rdata_q\[24\],242.365µm
net268,241.975µm
u_picorv32.picorv32_core.decoded_imm_j\[2\],241.355µm
net1274,240.95µm
_02973_,240.8µm
net830,240.605µm
net1172,240.38µm
net1230,240.21µm
u_picorv32.picorv32_core.is_alu_reg_imm,240.125µm
u_picorv32.pcpi_rs2\[16\],239.905µm
net801,239.735µm
_02880_,239.67µm
net1077,239.65µm
u_picorv32.picorv32_core.latched_rd\[0\],239.505µm
net1195,239.435µm
net373,239.375µm
u_picorv32.picorv32_core.latched_rd\[3\],239.29µm
net664,238.595µm
net1147,238.57µm
net1350,238.53µm
u_picorv32.picorv32_core.reg_pc\[20\],238.44µm
clknet_5_8__leaf_clk_i,238.17µm
net851,237.885µm
net959,237.64µm
net620,237.55µm
net879,237.425µm
net584,237.39µm
net686,236.725µm
net878,236.615µm
_05268_,236.31µm
net1270,236.28µm
net1145,236.24µm
_05047_,235.93µm
_05478_,235.7µm
net363,235.05µm
net498,234.92µm
clknet_5_15__leaf_clk_i,234.76µm
net1206,234.56µm
net1354,234.45µm
clknet_5_30__leaf_clk_i,234.28µm
u_picorv32.picorv32_core.reg_out\[24\],233.95µm
net1343,233.755µm
_01670_,233.615µm
net1238,233.265µm
_03849_,233.23µm
net825,233.135µm
net1043,232.955µm
_05100_,232.94µm
net1110,232.91µm
net489,232.805µm
_05522_,232.35µm
_05545_,232.34µm
net852,232.3µm
net1243,232.045µm
net829,232.005µm
net970,231.87µm
net1018,231.82µm
net874,231.805µm
_05787_,231.48µm
net603,230.955µm
net1075,230.425µm
net866,230.25µm
net719,230.005µm
net940,229.52µm
u_picorv32.picorv32_core.decoded_imm\[31\],229.04µm
net853,228.85µm
u_picorv32.picorv32_core.reg_pc\[17\],228.795µm
_02972_,228.775µm
_05510_,228.73µm
net1255,228.305µm
_05125_,228.19µm
_02921_,228.07µm
net1089,227.805µm
net804,227.75µm
net679,227.315µm
net1400,226.89µm
net855,226.71µm
net1017,226.41µm
net1282,226.12µm
net550,226.085µm
net833,226.07µm
u_picorv32.picorv32_core.reg_pc\[31\],226.03µm
net1254,226.015µm
net802,225.895µm
net536,225.77µm
net1361,225.51µm
clknet_5_3__leaf_clk_i,225.2µm
net900,225.165µm
net834,224.955µm
net1125,224.82µm
u_picorv32.pcpi_rs2\[25\],224.66µm
net1261,224.535µm
net952,224.5µm
net407,223.97µm
_05495_,223.46µm
u_picorv32.pcpi_rs1\[2\],223.315µm
net570,223.235µm
net875,222.945µm
u_picorv32.pcpi_rs2\[17\],222.875µm
net784,222.62µm
_05800_,222.54µm
u_picorv32.picorv32_core.reg_out\[23\],222.465µm
net820,222.325µm
net859,222.075µm
u_picorv32.axi_adapter.mem_instr,222.02µm
net1109,221.685µm
net806,221.59µm
net860,221.335µm
_01697_,220.875µm
net1082,220.73µm
u_picorv32.picorv32_core.latched_rd\[4\],220.68µm
net700,220.575µm
net629,220.38µm
net1112,220.03µm
_02974_,219.85µm
net703,219.85µm
net1076,219.79µm
net761,218.9µm
net240,218.73µm
net1066,218.63µm
_04737_,218.53µm
net1062,218.19µm
net1286,217.82µm
net1247,217.63µm
net1236,217.52µm
net811,217.51µm
net1003,217.36µm
_02969_,217.18µm
net1257,216.785µm
net869,216.61µm
net1252,216.565µm
net826,216.245µm
net1337,216.04µm
net955,215.96µm
net1382,215.96µm
net1073,215.83µm
u_picorv32.picorv32_core.decoded_imm\[6\],214.87µm
u_picorv32.picorv32_core.reg_pc\[14\],214.11µm
u_picorv32.pcpi_rs2\[9\],213.915µm
net625,213.665µm
_05113_,213.56µm
net1085,213.42µm
_02796_,213.39µm
net580,212.93µm
net547,212.83µm
u_picorv32.picorv32_core.instr_jalr,212.56µm
net1364,212.285µm
net573,211.965µm
net772,211.82µm
net848,211.53µm
net788,211.425µm
net627,211.265µm
net1349,211.15µm
u_picorv32.pcpi_rs2\[5\],210.79µm
net647,210.595µm
net893,210.1µm
u_picorv32.pcpi_rs2\[13\],209.915µm
net1273,209.4µm
net1249,209.22µm
net839,208.995µm
net948,208.975µm
net1269,208.325µm
net1141,208.12µm
net817,208.06µm
net791,207.77µm
_01931_,207.715µm
net1339,207.63µm
u_picorv32.picorv32_core.decoded_imm\[0\],207.595µm
_05074_,207.49µm
_05280_,207.49µm
_00030_,207.26µm
net751,207.045µm
net361,206.59µm
net566,206.325µm
net535,206.265µm
net1119,206.165µm
net1143,205.835µm
net1183,205.65µm
net899,205.035µm
net909,204.985µm
net1232,204.74µm
net882,204.655µm
net748,204.605µm
net592,204.46µm
net840,204.375µm
net1266,204.36µm
net487,203.76µm
net660,202.6µm
net1385,202.405µm
net499,202.385µm
_01420_,201.73µm
net771,201.54µm
_05896_,200.84µm
_01935_,200.67µm
_02615_,200.19µm
net949,199.955µm
clknet_5_1__leaf_clk_i,199.815µm
net677,199.785µm
net797,199.78µm
net1174,199.635µm
net1353,199.51µm
u_picorv32.pcpi_rs2\[4\],199.245µm
net695,198.575µm
_01704_,198.44µm
net1023,198.375µm
_05405_,198.31µm
u_picorv32.pcpi_rs1\[4\],198.22µm
net576,198.2µm
net1118,197.96µm
net846,197.905µm
net844,197.89µm
net1121,197.68µm
net1259,197.555µm
net1015,197.1µm
net795,196.815µm
u_picorv32.picorv32_core.reg_out\[22\],196.765µm
_03091_,196.565µm
_01775_,196.545µm
net544,196.325µm
net1264,195.975µm
net1287,195.735µm
clknet_5_14__leaf_clk_i,194.905µm
_04998_,194.76µm
net693,194.625µm
u_picorv32.pcpi_rs2\[0\],194.265µm
net937,194.225µm
_01962_,194.15µm
net991,194.125µm
_02911_,193.94µm
net877,193.75µm
u_picorv32.picorv32_core.decoded_imm\[5\],193.23µm
net567,193.1µm
net1348,193.08µm
net1158,193.01µm
net822,192.64µm
net699,192.44µm
u_picorv32.picorv32_core.instr_ori,192.395µm
net934,192.37µm
_02915_,192.31µm
net871,192.16µm
net1039,192.03µm
net967,192.025µm
net571,191.565µm
net3078,191.4µm
net1268,191.05µm
net798,190.8µm
net1371,190.655µm
net1170,190.335µm
_05152_,190.08µm
net652,189.92µm
_04064_,189.85µm
net545,189.745µm
_05384_,189.66µm
_05332_,189.54µm
_05203_,189.36µm
net1296,189.075µm
net917,189.03µm
net1369,188.715µm
net596,188.685µm
_05345_,188.64µm
net1150,188.62µm
net675,188.56µm
net936,188.43µm
clknet_5_9__leaf_clk_i,188.37µm
net549,188.23µm
net862,188.045µm
_05415_,187.95µm
u_picorv32.picorv32_core.count_cycle\[61\],187.875µm
_05352_,187.61µm
u_picorv32.pcpi_rs1\[1\],187.46µm
u_picorv32.picorv32_core.latched_rd\[1\],187.445µm
net1262,187.42µm
_05048_,187.33µm
_04672_,186.925µm
u_picorv32.picorv32_core.decoded_imm_j\[14\],186.655µm
net650,186.6µm
net1365,186.57µm
net759,186.4µm
u_picorv32.picorv32_core.reg_out\[19\],186.26µm
_05061_,185.9µm
_05373_,185.35µm
net1036,185.3µm
_01967_,184.94µm
net728,184.94µm
net1240,184.845µm
net607,184.67µm
net621,184.6µm
u_picorv32.picorv32_core.reg_pc\[13\],184.06µm
net667,184.055µm
net799,183.685µm
net810,183.38µm
net614,182.78µm
u_picorv32.picorv32_core.reg_pc\[19\],182.475µm
net1091,182.33µm
net514,182.105µm
net1347,181.965µm
_02899_,181.95µm
net828,181.6µm
net1071,181.36µm
net1198,181.26µm
net963,181.24µm
u_picorv32.pcpi_rs2\[8\],180.91µm
net1272,180.86µm
net1139,180.655µm
net1302,180.395µm
net243,179.595µm
net1292,179.495µm
net1063,179.125µm
net755,179.11µm
_05466_,179µm
_05060_,178.905µm
net1054,178.835µm
u_picorv32.picorv32_core.instr_or,178.605µm
_01920_,178.48µm
_05190_,178.48µm
net648,178.43µm
_01919_,178.425µm
_05087_,178.41µm
net1025,178.35µm
u_picorv32.pcpi_rs1\[0\],178.27µm
u_picorv32.picorv32_core.decoded_imm_j\[12\],178.27µm
net847,178.085µm
u_picorv32.picorv32_core.decoded_imm\[3\],178.025µm
net575,177.71µm
net1011,177.71µm
net537,177.5µm
u_picorv32.pcpi_rs1\[28\],177.43µm
_05776_,177.31µm
net1065,176.91µm
net969,176.865µm
u_picorv32.picorv32_core.reg_pc\[6\],176.84µm
net738,176.795µm
net1140,176.725µm
_02990_,176.64µm
u_picorv32.picorv32_core.decoded_imm\[4\],176.335µm
_05216_,176.29µm
net244,175.645µm
net726,175.535µm
net813,175.5µm
_05748_,175.14µm
u_picorv32.picorv32_core.alu_out_q\[17\],175.08µm
net920,174.72µm
net1171,174.55µm
net1325,174.545µm
net3054,174.42µm
_05178_,174.03µm
net1020,173.97µm
net1258,173.93µm
u_picorv32.picorv32_core.is_lb_lh_lw_lbu_lhu,173.835µm
u_picorv32.picorv32_core.decoded_imm_j\[13\],173.755µm
net1294,173.68µm
net1341,173.555µm
u_picorv32.picorv32_core.decoded_imm_j\[5\],173.23µm
u_picorv32.picorv32_core.mem_wordsize\[1\],173.02µm
clknet_leaf_176_clk_i,172.995µm
_05459_,172.71µm
net1381,172.625µm
u_picorv32.picorv32_core.latched_is_lb,172.54µm
net1094,172.265µm
net1049,172.13µm
u_picorv32.picorv32_core.alu_out\[31\],171.86µm
net406,171.785µm
u_picorv32.picorv32_core.reg_pc\[30\],171.72µm
net1380,170.99µm
net3067,170.65µm
net832,170.39µm
_01941_,170.325µm
net1248,170.08µm
_02905_,169.95µm
_05797_,169.92µm
u_picorv32.pcpi_rs2\[7\],169.77µm
net1099,169.76µm
net1387,169.625µm
_01774_,169.36µm
net1239,169.22µm
net1310,169.055µm
net1031,169.035µm
u_picorv32.pcpi_rs2\[11\],168.85µm
net1088,168.795µm
_01922_,168.325µm
_02938_,168.21µm
net3063,167.83µm
_03339_,167.68µm
net1352,167.6µm
u_picorv32.picorv32_core.alu_out_q\[16\],167.42µm
net3073,167.36µm
_05165_,167.31µm
_02892_,167.16µm
net1168,166.97µm
net3057,166.88µm
_05696_,166.76µm
net542,166.465µm
clknet_leaf_129_clk_i,166.305µm
u_picorv32.picorv32_core.latched_stalu,166.28µm
net402,166.245µm
net493,166.06µm
net3047,165.79µm
net1137,165.67µm
net1208,165.485µm
_02922_,165.39µm
_01927_,165.385µm
_05594_,165.25µm
clknet_leaf_81_clk_i,165.17µm
u_picorv32.picorv32_core.latched_is_lh,164.925µm
clknet_leaf_79_clk_i,164.375µm
net742,164.36µm
net285,164.35µm
net1396,164.31µm
_02916_,164.29µm
net1290,164.27µm
net824,164.18µm
net873,164.18µm
_05446_,163.98µm
net1202,163.775µm
u_picorv32.picorv32_core.reg_pc\[23\],163.69µm
u_picorv32.pcpi_rs2\[3\],163.635µm
net1115,163.43µm
net572,163.265µm
net513,163.17µm
_04062_,163.15µm
_05893_,163.15µm
_02345_,162.945µm
_02611_,162.365µm
_01809_,162.18µm
_02861_,162.18µm
u_picorv32.picorv32_core.mem_rdata_q\[27\],162.025µm
net539,162µm
_05242_,161.78µm
_05348_,161.67µm
net1375,161.52µm
clknet_leaf_82_clk_i,161.445µm
net633,161.235µm
net956,160.99µm
net1376,160.75µm
net594,160.73µm
net740,160.39µm
_05364_,160.32µm
net881,159.975µm
u_picorv32.picorv32_core.is_beq_bne_blt_bge_bltu_bgeu,159.915µm
_05560_,159.765µm
_04113_,159.55µm
_04644_,159.55µm
net658,159.535µm
clknet_leaf_18_clk_i,159.055µm
u_picorv32.pcpi_rs2\[10\],159.02µm
net3071,158.89µm
u_picorv32.picorv32_core.reg_out\[20\],158.79µm
net922,158.775µm
net958,158.585µm
net1366,158.495µm
net890,158.155µm
net2,158.06µm
u_picorv32.picorv32_core.mem_rdata_q\[2\],158.035µm
net616,157.935µm
net757,157.885µm
_05347_,157.86µm
_01850_,157.63µm
net3049,157.63µm
_02474_,157.57µm
net385,157.57µm
net1285,157.465µm
