Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_186_1462,VDD,Metal1,708.4910,721.3830,1.199972
FILLER_186_1455,VDD,Metal1,705.8490,721.3810,1.199973
FILLER_186_1448,VDD,Metal1,702.4890,721.3810,1.199973
FILLER_186_1441,VDD,Metal1,699.1290,721.3810,1.199974
FILLER_186_1434,VDD,Metal1,695.7690,721.3810,1.199960
FILLER_186_1427,VDD,Metal1,692.4090,721.3810,1.199947
FILLER_186_1422,VDD,Metal1,688.5600,721.9800,1.199873
FILLER_186_1415,VDD,Metal1,686.6490,721.3810,1.199872
FILLER_186_1398,VDD,Metal1,677.7710,721.3830,1.199765
FILLER_186_1391,VDD,Metal1,675.1290,721.3810,1.199758
FILLER_186_1380,VDD,Metal1,669.8490,721.3810,1.199720
FILLER_186_1373,VDD,Metal1,666.4890,721.3810,1.199716
FILLER_186_1362,VDD,Metal1,661.2090,721.3810,1.199703
FILLER_186_1355,VDD,Metal1,657.8490,721.3810,1.199703
FILLER_186_1344,VDD,Metal1,652.5690,721.3810,1.199714
FILLER_186_1337,VDD,Metal1,649.2090,721.3810,1.199718
FILLER_186_1326,VDD,Metal1,643.9290,721.3810,1.199754
FILLER_186_1319,VDD,Metal1,640.5690,721.3810,1.199763
FILLER_186_1308,VDD,Metal1,635.2890,721.3810,1.199822
FILLER_186_1301,VDD,Metal1,631.9290,721.3810,1.199835
FILLER_186_1290,VDD,Metal1,626.6490,721.3810,1.199918
FILLER_186_1283,VDD,Metal1,623.2890,721.3810,1.199936
FILLER_186_1272,VDD,Metal1,618.0090,721.3810,1.199848
FILLER_186_1265,VDD,Metal1,614.6490,721.3810,1.199835
FILLER_186_1254,VDD,Metal1,609.3690,721.3810,1.199771
FILLER_186_1247,VDD,Metal1,606.0090,721.3810,1.199761
FILLER_186_1236,VDD,Metal1,600.7290,721.3810,1.199721
FILLER_186_1229,VDD,Metal1,597.3690,721.3810,1.199716
FILLER_186_1218,VDD,Metal1,592.0890,721.3810,1.199699
FILLER_186_1211,VDD,Metal1,588.7290,721.3810,1.199698
FILLER_186_1200,VDD,Metal1,583.4490,721.3810,1.199706
FILLER_186_1193,VDD,Metal1,580.0890,721.3810,1.199709
FILLER_186_1182,VDD,Metal1,574.8090,721.3810,1.199740
FILLER_186_1175,VDD,Metal1,571.4490,721.3810,1.199748
FILLER_186_1164,VDD,Metal1,566.1690,721.3810,1.199798
FILLER_186_1157,VDD,Metal1,562.8090,721.3810,1.199808
FILLER_186_1146,VDD,Metal1,557.5290,721.3810,1.199870
FILLER_186_1139,VDD,Metal1,554.1690,721.3810,1.199883
FILLER_186_1128,VDD,Metal1,548.8890,721.3810,1.199958
FILLER_186_1121,VDD,Metal1,545.5290,721.3810,1.199943
FILLER_186_1110,VDD,Metal1,540.2490,721.3810,1.199878
FILLER_186_1103,VDD,Metal1,536.8890,721.3810,1.199868
FILLER_186_1092,VDD,Metal1,531.6090,721.3810,1.199821
FILLER_186_1085,VDD,Metal1,528.2490,721.3810,1.199813
FILLER_186_1074,VDD,Metal1,522.9690,721.3810,1.199779
FILLER_186_1067,VDD,Metal1,519.6090,721.3810,1.199774
FILLER_186_1056,VDD,Metal1,514.3290,721.3810,1.199752
FILLER_186_1049,VDD,Metal1,510.9690,721.3810,1.199749
FILLER_186_1038,VDD,Metal1,505.6890,721.3810,1.199740
FILLER_186_1031,VDD,Metal1,502.3290,721.3810,1.199739
FILLER_186_1022,VDD,Metal1,496.5600,721.9800,1.199762
FILLER_186_1020,VDD,Metal1,495.8400,721.9800,1.199762
FILLER_186_1013,VDD,Metal1,493.6890,721.3810,1.199762
FILLER_186_1002,VDD,Metal1,488.4090,721.3810,1.199796
FILLER_186_995,VDD,Metal1,485.0490,721.3810,1.199804
FILLER_186_984,VDD,Metal1,479.7690,721.3810,1.199861
FILLER_186_977,VDD,Metal1,476.4090,721.3810,1.199874
FILLER_186_966,VDD,Metal1,471.1290,721.3810,1.199950
FILLER_186_959,VDD,Metal1,467.7690,721.3810,1.199933
FILLER_186_948,VDD,Metal1,462.4890,721.3810,1.199858
FILLER_186_941,VDD,Metal1,459.1290,721.3810,1.199847
FILLER_186_930,VDD,Metal1,453.8490,721.3810,1.199795
FILLER_186_923,VDD,Metal1,450.4890,721.3810,1.199788
FILLER_186_918,VDD,Metal1,446.6400,721.9800,1.199767
FILLER_186_916,VDD,Metal1,445.9200,721.9800,1.199741
FILLER_186_911,VDD,Metal1,443.2800,721.9800,1.199736
FILLER_186_907,VDD,Metal1,442.0910,721.3830,1.199730
FILLER_186_898,VDD,Metal1,437.0400,721.9800,1.199735
FILLER_186_894,VDD,Metal1,435.8510,721.3830,1.199738
FILLER_186_887,VDD,Metal1,433.2090,721.3810,1.199739
FILLER_186_876,VDD,Metal1,427.9290,721.3810,1.199754
FILLER_186_869,VDD,Metal1,424.5690,721.3810,1.199758
FILLER_186_858,VDD,Metal1,419.2890,721.3810,1.199790
FILLER_186_851,VDD,Metal1,415.9290,721.3810,1.199799
FILLER_186_840,VDD,Metal1,410.6490,721.3810,1.199855
FILLER_186_833,VDD,Metal1,407.2890,721.3810,1.199867
FILLER_186_822,VDD,Metal1,402.0090,721.3810,1.199942
FILLER_186_815,VDD,Metal1,398.6490,721.3810,1.199958
FILLER_186_810,VDD,Metal1,394.8000,721.9800,1.199882
FILLER_186_806,VDD,Metal1,393.6110,721.3830,1.199863
FILLER_186_801,VDD,Metal1,390.4800,721.9800,1.199804
FILLER_186_797,VDD,Metal1,389.2910,721.3830,1.199785
FILLER_186_786,VDD,Metal1,384.7290,721.3810,1.199744
FILLER_186_779,VDD,Metal1,381.3690,721.3810,1.199738
FILLER_186_768,VDD,Metal1,376.0890,721.3810,1.199720
FILLER_186_761,VDD,Metal1,372.7290,721.3810,1.199719
FILLER_186_756,VDD,Metal1,368.8800,721.9800,1.199727
FILLER_186_749,VDD,Metal1,366.9690,721.3810,1.199728
FILLER_186_732,VDD,Metal1,358.0910,721.3830,1.199770
FILLER_186_725,VDD,Metal1,355.4490,721.3810,1.199773
FILLER_186_714,VDD,Metal1,350.1690,721.3810,1.199804
FILLER_186_707,VDD,Metal1,346.8090,721.3810,1.199812
