net,length_um
net222,45.5µm
net254,45.405µm
net171,45.385µm
net117,45.355µm
net89,44.995µm
net252,44.925µm
net258,44.925µm
net263,44.925µm
net269,44.925µm
net165,44.91µm
net173,44.91µm
net188,44.91µm
net286,44.86µm
net176,44.82µm
net201,44.82µm
net208,44.82µm
net278,44.805µm
net184,44.7µm
net192,44.7µm
net219,44.7µm
net167,44.635µm
net174,44.54µm
net194,44.54µm
net216,44.54µm
net220,44.54µm
net224,44.54µm
net226,44.54µm
net52,44.52µm
net57,44.52µm
net233,44.445µm
net235,44.445µm
net240,44.445µm
net280,44.445µm
net75,44.405µm
net111,44.395µm
net119,44.395µm
net125,44.395µm
net131,44.395µm
net242,44.335µm
net272,44.325µm
net206,44.23µm
net231,44.225µm
net102,44.155µm
net136,44.155µm
net159,44.155µm
net80,44.145µm
net145,44.09µm
net238,43.965µm
net251,43.965µm
net261,43.965µm
net267,43.965µm
net284,43.965µm
net48,43.93µm
net54,43.93µm
net67,43.925µm
net96,43.925µm
net169,43.86µm
net178,43.86µm
net182,43.86µm
net187,43.86µm
net197,43.86µm
net199,43.86µm
net203,43.86µm
net205,43.86µm
net210,43.86µm
net212,43.86µm
net149,43.805µm
net71,43.665µm
net78,43.665µm
net84,43.665µm
net86,43.665µm
net92,43.665µm
net94,43.665µm
net44,43.62µm
net99,43.565µm
net106,43.565µm
net140,43.565µm
net46,43.56µm
net50,43.56µm
net62,43.56µm
net229,43.485µm
net237,43.485µm
net244,43.485µm
net246,43.485µm
net248,43.485µm
net256,43.485µm
net265,43.485µm
net270,43.485µm
net274,43.485µm
net283,43.485µm
net288,43.485µm
net290,43.485µm
net113,43.435µm
net115,43.435µm
net127,43.435µm
net147,43.435µm
net154,43.435µm
net100,43.195µm
net104,43.195µm
net108,43.195µm
net121,43.195µm
net129,43.195µm
net132,43.195µm
net134,43.195µm
net138,43.195µm
net143,43.195µm
net153,43.195µm
net157,43.195µm
net161,43.195µm
net69,43.185µm
net73,43.185µm
net82,43.185µm
net90,43.185µm
net10,43.135µm
net45,42.6µm
net120,42.475µm
net123,42.475µm
net55,42.32µm
net87,42.225µm
net15,42.175µm
net24,42.175µm
net31,42.005µm
net17,41.955µm
net2,41.935µm
net4,41.935µm
net19,41.935µm
net8,41.715µm
net35,41.64µm
net43,41.64µm
net122,41.515µm
net33,41.36µm
net13,41.345µm
net21,41.345µm
net76,41.265µm
net1,40.975µm
net23,40.975µm
net27,40.975µm
net29,40.975µm
net64,40.905µm
net65,40.785µm
net37,40.68µm
net39,40.68µm
net42,40.68µm
net60,40.68µm
net234,39.765µm
net40,39.72µm
net41,39.72µm
net175,39.66µm
net209,39.55µm
net9,39.485µm
net5,39.415µm
net228,39.285µm
net259,39.285µm
net287,39.285µm
net144,39.235µm
net88,39.105µm
net150,38.995µm
net83,38.625µm
net181,38.42µm
net196,38.42µm
net202,38.42µm
net3,38.395µm
net61,37.58µm
net70,37.375µm
net47,37.27µm
net114,37.075µm
net116,37.075µm
net91,37.005µm
net34,36.9µm
net36,36.9µm
net38,36.9µm
net49,36.9µm
net51,36.9µm
net53,36.9µm
net56,36.9µm
net63,36.9µm
net227,36.885µm
net243,36.885µm
net249,36.885µm
net250,36.885µm
net260,36.885µm
net262,36.885µm
net268,36.885µm
net271,36.885µm
net277,36.885µm
net285,36.885µm
net18,36.845µm
net20,36.845µm
net22,36.845µm
net26,36.845µm
net28,36.845µm
net30,36.845µm
net32,36.845µm
net163,36.78µm
net164,36.78µm
net166,36.78µm
net168,36.78µm
net170,36.78µm
net172,36.78µm
net177,36.78µm
net179,36.78µm
net183,36.78µm
net185,36.78µm
net186,36.78µm
net189,36.78µm
net191,36.78µm
net193,36.78µm
net195,36.78µm
net198,36.78µm
net200,36.78µm
net204,36.78µm
net207,36.78µm
net211,36.78µm
net213,36.78µm
net215,36.78µm
net217,36.78µm
net218,36.78µm
net221,36.78µm
net223,36.78µm
net225,36.78µm
net66,36.525µm
net68,36.525µm
net72,36.525µm
net74,36.525µm
net77,36.525µm
net79,36.525µm
net81,36.525µm
net85,36.525µm
net93,36.525µm
net95,36.525µm
net7,36.475µm
net11,36.475µm
net12,36.475µm
net14,36.475µm
net16,36.475µm
net25,36.475µm
net230,36.405µm
net232,36.405µm
net236,36.405µm
net239,36.405µm
net241,36.405µm
net245,36.405µm
net247,36.405µm
net253,36.405µm
net255,36.405µm
net257,36.405µm
net264,36.405µm
net266,36.405µm
net273,36.405µm
net275,36.405µm
net279,36.405µm
net281,36.405µm
net282,36.405µm
net289,36.405µm
net101,36.355µm
net103,36.355µm
net105,36.355µm
net107,36.355µm
net109,36.355µm
net110,36.355µm
net112,36.355µm
net118,36.355µm
net124,36.355µm
net126,36.355µm
net128,36.355µm
net130,36.355µm
net133,36.355µm
net135,36.355µm
net137,36.355µm
net139,36.355µm
net141,36.355µm
net142,36.355µm
net146,36.355µm
net148,36.355µm
net152,36.355µm
net155,36.355µm
net156,36.355µm
net158,36.355µm
net160,36.355µm
net162,36.355µm
net58,35.94µm
gpio1_dir[19],19.41µm
gpio0_in[17],19.1µm
gpio1_in[6],19.1µm
gpio1_out[9],19.04µm
gpio0_dir[25],18.8µm
gpio0_out[27],18.8µm
gpio1_out[16],18.8µm
gpio2_out[6],18.8µm
gpio1_dir[17],18.45µm
gpio2_out[9],18.45µm
gpio0_out[21],18.21µm
gpio2_dir[16],18.21µm
gpio0_in[11],18.14µm
gpio0_in[13],18.14µm
gpio1_in[1],18.14µm
gpio1_in[3],18.14µm
gpio1_out[0],17.94µm
gpio0_in[15],17.92µm
gpio2_in[30],17.92µm
gpio0_dir[17],17.84µm
gpio1_dir[26],17.84µm
gpio1_out[10],17.84µm
gpio1_out[2],17.84µm
gpio1_out[4],17.84µm
gpio2_dir[10],17.84µm
gpio2_dir[18],17.84µm
gpio2_out[0],17.84µm
gpio2_dir[31],17.66µm
gpio1_dir[20],17.62µm
gpio2_out[2],17.62µm
gpio2_in[29],17.54µm
gpio1_out[3],17.41µm
gpio1_out[1],17.36µm
gpio1_out[7],17.31µm
gpio0_dir[3],17.25µm
gpio0_out[23],17.25µm
gpio0_out[25],17.25µm
gpio0_out[5],17.25µm
gpio1_dir[24],17.25µm
gpio2_dir[0],17.25µm
gpio2_dir[20],17.25µm
gpio2_dir[22],17.25µm
gpio0_in[19],17.18µm
gpio0_in[1],17.18µm
gpio0_in[21],17.18µm
gpio0_in[23],17.18µm
gpio0_in[25],17.18µm
gpio0_in[27],17.18µm
gpio0_in[29],17.18µm
gpio0_in[31],17.18µm
gpio0_in[3],17.18µm
gpio0_in[5],17.18µm
gpio0_in[7],17.18µm
gpio0_in[9],17.18µm
gpio1_in[10],17.18µm
gpio1_in[12],17.18µm
gpio1_in[14],17.18µm
gpio1_in[22],17.18µm
gpio1_in[24],17.18µm
gpio1_in[26],17.18µm
gpio1_in[28],17.18µm
gpio1_in[30],17.18µm
gpio1_in[8],17.18µm
gpio2_in[10],17.18µm
gpio2_in[12],17.18µm
gpio2_in[14],17.18µm
gpio2_in[16],17.18µm
gpio2_in[18],17.18µm
gpio2_in[20],17.18µm
gpio2_in[22],17.18µm
gpio2_in[24],17.18µm
gpio2_in[26],17.18µm
gpio2_in[28],17.18µm
gpio2_in[6],17.18µm
gpio2_in[8],17.18µm
gpio2_in[4],17.115µm
gpio2_dir[12],16.98µm
gpio2_dir[19],16.98µm
gpio2_dir[23],16.94µm
gpio2_dir[9],16.94µm
gpio2_out[1],16.94µm
gpio2_out[31],16.94µm
gpio1_dir[10],16.925µm
gpio1_dir[2],16.925µm
gpio0_dir[11],16.88µm
gpio0_dir[13],16.88µm
gpio0_dir[15],16.88µm
gpio0_dir[19],16.88µm
gpio0_dir[1],16.88µm
gpio0_dir[21],16.88µm
gpio0_dir[23],16.88µm
gpio0_dir[27],16.88µm
gpio0_dir[5],16.88µm
gpio0_dir[7],16.88µm
gpio0_dir[9],16.88µm
gpio0_out[11],16.88µm
gpio0_out[13],16.88µm
gpio0_out[15],16.88µm
gpio0_out[17],16.88µm
gpio0_out[19],16.88µm
gpio0_out[1],16.88µm
gpio0_out[29],16.88µm
gpio0_out[31],16.88µm
gpio0_out[3],16.88µm
gpio0_out[7],16.88µm
gpio0_out[9],16.88µm
gpio1_dir[0],16.88µm
gpio1_dir[12],16.88µm
gpio1_dir[14],16.88µm
gpio1_dir[16],16.88µm
gpio1_dir[18],16.88µm
gpio1_dir[22],16.88µm
gpio1_dir[28],16.88µm
gpio1_dir[30],16.88µm
gpio1_dir[4],16.88µm
gpio1_dir[6],16.88µm
gpio1_dir[8],16.88µm
gpio1_out[12],16.88µm
gpio1_out[14],16.88µm
gpio1_out[18],16.88µm
gpio1_out[20],16.88µm
gpio1_out[22],16.88µm
gpio1_out[24],16.88µm
gpio1_out[26],16.88µm
gpio1_out[28],16.88µm
gpio1_out[30],16.88µm
gpio1_out[6],16.88µm
gpio1_out[8],16.88µm
gpio2_dir[14],16.88µm
gpio2_dir[24],16.88µm
gpio2_dir[26],16.88µm
gpio2_dir[28],16.88µm
gpio2_dir[2],16.88µm
gpio2_dir[30],16.88µm
gpio2_dir[4],16.88µm
gpio2_dir[6],16.88µm
gpio2_dir[8],16.88µm
gpio2_out[10],16.88µm
gpio2_out[12],16.88µm
gpio2_out[14],16.88µm
gpio2_out[16],16.88µm
gpio2_out[18],16.88µm
gpio2_out[20],16.88µm
gpio2_out[22],16.88µm
gpio2_out[24],16.88µm
gpio2_out[26],16.88µm
gpio2_out[28],16.88µm
gpio2_out[30],16.88µm
gpio2_out[4],16.88µm
gpio2_out[8],16.88µm
gpio1_out[15],16.4µm
gpio1_dir[11],16.35µm
gpio1_dir[15],16.35µm
gpio1_dir[1],16.35µm
gpio1_dir[23],16.35µm
gpio1_dir[31],16.35µm
gpio1_out[13],16.35µm
gpio1_out[23],16.35µm
gpio2_dir[13],16.35µm
gpio2_dir[1],16.35µm
gpio2_dir[29],16.35µm
gpio2_dir[7],16.35µm
gpio2_out[13],16.35µm
gpio2_out[23],16.35µm
gpio2_out[3],16.35µm
gpio1_in[21],16.23µm
gpio1_in[27],16.23µm
gpio1_in[4],16.23µm
gpio2_in[11],16.23µm
gpio2_in[17],16.23µm
gpio2_in[23],16.23µm
gpio2_in[31],16.23µm
gpio2_in[3],16.23µm
gpio1_dir[25],16.025µm
gpio1_dir[3],16.025µm
gpio1_out[25],16.025µm
gpio1_dir[13],15.98µm
gpio1_dir[21],15.98µm
gpio1_dir[27],15.98µm
gpio1_dir[29],15.98µm
gpio1_dir[5],15.98µm
gpio1_dir[7],15.98µm
gpio1_dir[9],15.98µm
gpio1_out[11],15.98µm
gpio1_out[17],15.98µm
gpio1_out[19],15.98µm
gpio1_out[21],15.98µm
gpio1_out[27],15.98µm
gpio1_out[29],15.98µm
gpio1_out[31],15.98µm
gpio1_out[5],15.98µm
gpio2_dir[11],15.98µm
gpio2_dir[15],15.98µm
gpio2_dir[17],15.98µm
gpio2_dir[21],15.98µm
gpio2_dir[25],15.98µm
gpio2_dir[27],15.98µm
gpio2_dir[3],15.98µm
gpio2_dir[5],15.98µm
gpio2_out[11],15.98µm
gpio2_out[15],15.98µm
gpio2_out[17],15.98µm
gpio2_out[19],15.98µm
gpio2_out[21],15.98µm
gpio2_out[25],15.98µm
gpio2_out[27],15.98µm
gpio2_out[29],15.98µm
gpio2_out[5],15.98µm
gpio2_out[7],15.98µm
gpio0_in[14],15.86µm
gpio1_in[23],15.86µm
gpio1_in[25],15.86µm
gpio1_in[29],15.86µm
gpio1_in[31],15.86µm
gpio2_in[13],15.86µm
gpio2_in[15],15.86µm
gpio2_in[19],15.86µm
gpio2_in[21],15.86µm
gpio2_in[25],15.86µm
gpio2_in[27],15.86µm
gpio2_in[5],15.86µm
gpio2_in[7],15.86µm
gpio2_in[9],15.86µm
gpio0_in[10],15.27µm
gpio0_in[16],15.27µm
gpio0_in[20],15.27µm
gpio0_in[24],15.27µm
gpio0_in[28],15.27µm
gpio0_in[2],15.27µm
gpio0_in[6],15.27µm
gpio1_in[11],15.27µm
gpio1_in[7],15.27µm
gpio0_in[0],14.9µm
gpio0_in[12],14.9µm
gpio0_in[18],14.9µm
gpio0_in[22],14.9µm
gpio0_in[26],14.9µm
gpio0_in[30],14.9µm
gpio0_in[4],14.9µm
gpio0_in[8],14.9µm
gpio1_in[0],14.9µm
gpio1_in[13],14.9µm
gpio1_in[15],14.9µm
gpio1_in[20],14.9µm
gpio1_in[2],14.9µm
gpio1_in[5],14.9µm
gpio1_in[9],14.9µm
gpio2_in[2],14.795µm
gpio0_out[22],14.06µm
gpio1_in[16],13.94µm
gpio1_in[19],13.94µm
gpio2_in[1],13.94µm
gpio0_dir[6],13.89µm
gpio0_dir[12],13.47µm
gpio0_dir[4],13.47µm
gpio0_out[14],13.47µm
gpio0_out[28],13.47µm
gpio0_out[6],13.47µm
gpio0_out[8],13.145µm
gpio0_dir[0],13.1µm
gpio0_dir[10],13.1µm
gpio0_dir[14],13.1µm
gpio0_dir[16],13.1µm
gpio0_dir[18],13.1µm
gpio0_dir[20],13.1µm
gpio0_dir[22],13.1µm
gpio0_dir[24],13.1µm
gpio0_dir[26],13.1µm
gpio0_dir[28],13.1µm
gpio0_dir[2],13.1µm
gpio0_dir[30],13.1µm
gpio0_dir[31],13.1µm
gpio0_dir[8],13.1µm
gpio0_out[0],13.1µm
gpio0_out[10],13.1µm
gpio0_out[12],13.1µm
gpio0_out[16],13.1µm
gpio0_out[18],13.1µm
gpio0_out[20],13.1µm
gpio0_out[24],13.1µm
gpio0_out[26],13.1µm
gpio0_out[2],13.1µm
gpio0_out[30],13.1µm
gpio0_out[4],13.1µm
spi_cs_n,13.1µm
spi_sclk,13.1µm
gpio1_in[17],12.98µm
gpio1_in[18],12.98µm
gpio2_in[0],12.98µm
spi_miso,12.87µm
rst_ni,12.36µm
gpio0_dir[29],12.14µm
spi_mosi,11.59µm
