net,length_um
cpu_awaddr\[6\],2.071795mm
cpu_araddr\[7\],2.069125mm
cpu_wdata\[24\],2.06541mm
cpu_awaddr\[5\],2.062785mm
cpu_wdata\[23\],2.05857mm
cpu_awaddr\[13\],2.04633mm
cpu_awprot\[0\],2.030915mm
cpu_wdata\[7\],2.02882mm
cpu_awaddr\[2\],2.011315mm
cpu_wdata\[8\],2.006215mm
cpu_araddr\[0\],2.001445mm
cpu_awaddr\[18\],1.99809mm
cpu_wdata\[19\],1.99436mm
cpu_wstrb\[2\],1.99377mm
cpu_wdata\[9\],1.989995mm
cpu_awaddr\[19\],1.98105mm
cpu_wdata\[14\],1.977775mm
cpu_awaddr\[16\],1.974195mm
cpu_awaddr\[0\],1.96881mm
cpu_awaddr\[17\],1.95969mm
cpu_rvalid,1.95285mm
cpu_awaddr\[12\],1.95165mm
cpu_araddr\[6\],1.94757mm
cpu_awaddr\[14\],1.94699mm
cpu_wdata\[29\],1.9416mm
cpu_rdata\[5\],1.94061mm
cpu_rdata\[12\],1.940185mm
cpu_awaddr\[15\],1.93917mm
cpu_araddr\[29\],1.9344mm
cpu_araddr\[28\],1.929975mm
cpu_araddr\[31\],1.92967mm
cpu_wdata\[4\],1.92899mm
cpu_araddr\[30\],1.916415mm
cpu_awaddr\[8\],1.91567mm
boot_wdata\[8\],1.90908mm
cpu_rdata\[4\],1.906345mm
cpu_rdata\[0\],1.90257mm
cpu_awaddr\[28\],1.902mm
cpu_rready,1.898295mm
cpu_awaddr\[29\],1.89633mm
boot_wdata\[0\],1.89542mm
boot_wdata\[10\],1.89309mm
cpu_wdata\[16\],1.890665mm
cpu_awaddr\[30\],1.888475mm
cpu_wdata\[1\],1.886445mm
boot_wdata\[2\],1.884515mm
cpu_awaddr\[31\],1.88241mm
cpu_rdata\[1\],1.87669mm
cpu_wdata\[17\],1.863995mm
boot_wdata\[3\],1.862585mm
cpu_wdata\[11\],1.858085mm
cpu_araddr\[20\],1.856485mm
cpu_wvalid,1.85541mm
cpu_awaddr\[22\],1.85517mm
boot_wdata\[12\],1.846125mm
boot_wdata\[11\],1.840005mm
cpu_araddr\[22\],1.838245mm
cpu_awaddr\[25\],1.83345mm
cpu_awaddr\[20\],1.83297mm
cpu_awaddr\[23\],1.83178mm
cpu_awaddr\[26\],1.82649mm
cpu_araddr\[21\],1.823365mm
cpu_awaddr\[21\],1.81341mm
boot_wdata\[9\],1.811455mm
cpu_rdata\[9\],1.811185mm
cpu_awaddr\[27\],1.80777mm
cpu_araddr\[23\],1.800915mm
cpu_wdata\[28\],1.797515mm
cpu_araddr\[24\],1.794675mm
cpu_awaddr\[24\],1.79423mm
cpu_araddr\[25\],1.793605mm
cpu_wdata\[27\],1.789145mm
cpu_araddr\[26\],1.786405mm
cpu_rdata\[20\],1.77875mm
cpu_wready,1.77742mm
cpu_wdata\[26\],1.7699mm
cpu_wdata\[15\],1.766375mm
cpu_arprot\[1\],1.763845mm
boot_we,1.759175mm
cpu_araddr\[27\],1.74931mm
cpu_rdata\[15\],1.746875mm
cpu_rdata\[18\],1.73575mm
cpu_rdata\[25\],1.733795mm
s_awaddr\[43\],1.733595mm
cpu_rdata\[23\],1.72689mm
cpu_awprot\[1\],1.72403mm
cpu_awprot\[2\],1.714895mm
cpu_wdata\[12\],1.70843mm
cpu_rdata\[3\],1.707315mm
cpu_wdata\[3\],1.706625mm
boot_wdata\[16\],1.698765mm
cpu_rdata\[22\],1.696675mm
cpu_rdata\[26\],1.694785mm
cpu_arprot\[0\],1.69473mm
boot_wdata\[17\],1.68531mm
cpu_rdata\[24\],1.68376mm
clknet_1_1__leaf_clk_i,1.68037mm
cpu_rdata\[2\],1.67324mm
cpu_rdata\[6\],1.66904mm
cpu_wstrb\[3\],1.6609mm
cpu_wdata\[20\],1.65861mm
cpu_wdata\[0\],1.65249mm
boot_wdata\[18\],1.647445mm
cpu_wdata\[2\],1.646145mm
cpu_rdata\[27\],1.644025mm
boot_wdata\[24\],1.642585mm
cpu_rdata\[21\],1.64095mm
cpu_rdata\[29\],1.639825mm
cpu_rdata\[8\],1.633875mm
cpu_rdata\[28\],1.628665mm
cpu_rdata\[31\],1.624345mm
cpu_wdata\[21\],1.621555mm
boot_wdata\[25\],1.62052mm
cpu_rdata\[13\],1.62032mm
boot_wdata\[19\],1.61966mm
cpu_wdata\[18\],1.618895mm
boot_wdata\[1\],1.61864mm
cpu_wdata\[6\],1.60737mm
clk_i,1.59786mm
boot_wdata\[26\],1.59328mm
cpu_rdata\[11\],1.59176mm
cpu_wdata\[25\],1.58687mm
cpu_wstrb\[0\],1.585475mm
boot_wdata\[20\],1.581715mm
net97,1.577575mm
s_arready\[1\],1.57301mm
cpu_rdata\[16\],1.568595mm
cpu_rdata\[7\],1.564275mm
cpu_rdata\[10\],1.558035mm
boot_wdata\[27\],1.557285mm
cpu_rdata\[17\],1.555635mm
s_wdata\[41\],1.549325mm
cpu_rdata\[14\],1.54914mm
cpu_wdata\[13\],1.542465mm
cpu_rdata\[30\],1.539395mm
cpu_wstrb\[1\],1.536645mm
s_wdata\[40\],1.527205mm
cpu_rdata\[19\],1.52456mm
boot_wdata\[21\],1.52115mm
boot_wdata\[22\],1.517985mm
boot_wdata\[15\],1.517665mm
s_awaddr\[36\],1.513885mm
s_wdata\[46\],1.512555mm
s_awaddr\[39\],1.511005mm
boot_wdata\[23\],1.50637mm
boot_wdata\[28\],1.497935mm
boot_wdata\[14\],1.47723mm
s_awaddr\[68\],1.477205mm
s_araddr\[36\],1.47594mm
boot_wdata\[29\],1.4647mm
cpu_wdata\[22\],1.46073mm
cpu_wdata\[30\],1.459905mm
cpu_wdata\[31\],1.45857mm
cpu_bvalid,1.45821mm
s_wdata\[58\],1.452925mm
boot_addr\[19\],1.44842mm
s_wdata\[48\],1.447885mm
s_araddr\[46\],1.442605mm
boot_wdata\[30\],1.441185mm
s_wdata\[43\],1.441045mm
cpu_bready,1.43949mm
boot_wdata\[7\],1.433305mm
s_wdata\[49\],1.430375mm
boot_wdata\[5\],1.42831mm
boot_addr\[18\],1.425305mm
s_awaddr\[71\],1.419745mm
s_awaddr\[41\],1.41785mm
boot_wdata\[31\],1.415595mm
s_rdata\[59\],1.40423mm
s_wdata\[37\],1.38242mm
s_araddr\[61\],1.38227mm
s_awaddr\[35\],1.37223mm
s_wdata\[72\],1.369665mm
boot_addr\[7\],1.363915mm
s_wdata\[59\],1.36369mm
boot_wdata\[6\],1.362265mm
s_araddr\[50\],1.36049mm
s_araddr\[60\],1.35881mm
s_wdata\[51\],1.35843mm
s_wdata\[60\],1.358005mm
s_wdata\[39\],1.34754mm
s_rdata\[33\],1.343005mm
s_wdata\[42\],1.34139mm
s_awaddr\[42\],1.33998mm
s_araddr\[63\],1.33733mm
s_rready\[1\],1.336005mm
s_araddr\[49\],1.332925mm
boot_addr\[6\],1.3315mm
s_araddr\[62\],1.32992mm
boot_addr\[8\],1.32436mm
s_rdata\[56\],1.32389mm
s_araddr\[48\],1.32234mm
s_wdata\[33\],1.3198mm
s_rdata\[47\],1.31935mm
s_rdata\[41\],1.31066mm
boot_addr\[31\],1.30745mm
boot_addr\[9\],1.306515mm
s_awaddr\[75\],1.305535mm
boot_wdata\[13\],1.303095mm
s_wdata\[80\],1.298745mm
s_arvalid\[2\],1.29759mm
s_wdata\[56\],1.29423mm
s_araddr\[83\],1.29421mm
s_rdata\[62\],1.28814mm
boot_addr\[30\],1.287305mm
s_rdata\[60\],1.287085mm
boot_addr\[13\],1.28249mm
s_rdata\[36\],1.276145mm
s_rdata\[61\],1.27554mm
s_rdata\[57\],1.27085mm
s_wdata\[61\],1.26843mm
s_rdata\[48\],1.26756mm
boot_addr\[29\],1.26319mm
s_araddr\[51\],1.26317mm
s_wstrb\[7\],1.262mm
s_awaddr\[60\],1.2599mm
boot_addr\[5\],1.25955mm
s_awaddr\[51\],1.25917mm
boot_addr\[11\],1.258965mm
s_rresp\[2\],1.2573mm
boot_addr\[2\],1.25716mm
boot_addr\[12\],1.25571mm
s_awaddr\[49\],1.25246mm
s_awaddr\[33\],1.249975mm
boot_addr\[10\],1.249755mm
s_rresp\[3\],1.248545mm
s_awaddr\[61\],1.2479mm
s_awready\[1\],1.24696mm
s_wdata\[55\],1.24671mm
s_rdata\[58\],1.24386mm
s_awaddr\[48\],1.243815mm
s_wdata\[90\],1.243665mm
boot_addr\[28\],1.24316mm
s_wdata\[36\],1.24215mm
s_awaddr\[50\],1.24132mm
s_wvalid\[1\],1.23974mm
boot_addr\[3\],1.23892mm
s_rdata\[44\],1.23486mm
s_wdata\[35\],1.232175mm
s_awaddr\[38\],1.232075mm
s_rdata\[54\],1.23086mm
s_wdata\[53\],1.229415mm
s_awaddr\[63\],1.22894mm
s_awaddr\[62\],1.22836mm
s_wdata\[50\],1.228215mm
s_awaddr\[37\],1.226915mm
s_arvalid\[1\],1.22477mm
boot_addr\[20\],1.21617mm
s_rready\[2\],1.2155mm
s_rdata\[40\],1.21511mm
s_wstrb\[4\],1.213765mm
s_wdata\[44\],1.21323mm
boot_addr\[15\],1.212115mm
s_awvalid\[1\],1.2119mm
boot_addr\[27\],1.210405mm
boot_addr\[4\],1.209065mm
s_wdata\[47\],1.20832mm
boot_addr\[16\],1.20584mm
boot_addr\[26\],1.202975mm
s_rdata\[39\],1.19819mm
s_awaddr\[103\],1.19818mm
s_wdata\[75\],1.197655mm
s_rdata\[34\],1.19532mm
s_rdata\[49\],1.19424mm
boot_addr\[21\],1.193305mm
s_rdata\[55\],1.19175mm
boot_addr\[25\],1.190485mm
s_awaddr\[73\],1.18829mm
boot_addr\[14\],1.187665mm
s_awaddr\[47\],1.18658mm
boot_addr\[17\],1.186525mm
s_rdata\[63\],1.18205mm
s_araddr\[35\],1.177795mm
s_rdata\[43\],1.17672mm
s_araddr\[78\],1.17577mm
s_rdata\[35\],1.17252mm
s_awaddr\[34\],1.171975mm
s_araddr\[33\],1.17196mm
s_awaddr\[59\],1.1686mm
s_bresp\[3\],1.16678mm
boot_addr\[23\],1.16648mm
s_wdata\[81\],1.159665mm
s_wdata\[62\],1.158615mm
boot_wdata\[4\],1.157845mm
s_wdata\[34\],1.15632mm
s_bresp\[2\],1.15153mm
s_awaddr\[57\],1.15142mm
s_rdata\[46\],1.15032mm
s_awaddr\[46\],1.14988mm
s_awaddr\[45\],1.14973mm
s_wdata\[92\],1.148865mm
s_araddr\[41\],1.145985mm
s_araddr\[68\],1.1429mm
boot_addr\[22\],1.137155mm
s_wstrb\[5\],1.13664mm
s_rdata\[86\],1.135655mm
s_wdata\[57\],1.12984mm
s_wstrb\[6\],1.12911mm
s_wdata\[69\],1.12901mm
s_wready\[1\],1.12852mm
boot_addr\[24\],1.12801mm
s_rdata\[42\],1.1232mm
s_wdata\[87\],1.12048mm
s_wdata\[52\],1.12047mm
s_rdata\[37\],1.120305mm
s_bready\[1\],1.11926mm
s_awaddr\[100\],1.11802mm
s_araddr\[47\],1.11732mm
s_awaddr\[44\],1.11424mm
s_araddr\[40\],1.113835mm
s_awaddr\[74\],1.11134mm
s_wdata\[73\],1.109645mm
s_rdata\[32\],1.108785mm
s_bvalid\[1\],1.10739mm
s_awaddr\[53\],1.10702mm
s_rdata\[73\],1.10606mm
s_araddr\[42\],1.104825mm
s_awaddr\[56\],1.10462mm
s_awaddr\[58\],1.10248mm
s_wdata\[63\],1.09945mm
s_araddr\[82\],1.09273mm
s_araddr\[55\],1.091145mm
s_awaddr\[54\],1.08961mm
s_wdata\[45\],1.087695mm
s_awaddr\[67\],1.08665mm
s_araddr\[45\],1.08456mm
s_wdata\[83\],1.08268mm
s_araddr\[34\],1.08228mm
s_araddr\[80\],1.08183mm
s_awaddr\[32\],1.07967mm
s_araddr\[43\],1.079625mm
s_wdata\[71\],1.07479mm
s_araddr\[39\],1.074075mm
s_araddr\[44\],1.07376mm
s_wdata\[91\],1.07272mm
s_araddr\[58\],1.072395mm
s_awaddr\[69\],1.071525mm
s_awaddr\[55\],1.07005mm
s_araddr\[32\],1.06943mm
s_rdata\[79\],1.06393mm
s_rdata\[50\],1.063655mm
s_araddr\[56\],1.06308mm
s_wdata\[74\],1.06214mm
s_rdata\[38\],1.06175mm
s_awaddr\[40\],1.06105mm
s_araddr\[52\],1.05876mm
s_rdata\[52\],1.056485mm
s_araddr\[94\],1.056295mm
s_rdata\[94\],1.05619mm
s_rvalid\[1\],1.053235mm
s_araddr\[92\],1.047295mm
s_wdata\[32\],1.04641mm
s_rresp\[4\],1.04353mm
s_awaddr\[52\],1.04221mm
s_rdata\[95\],1.041135mm
s_rdata\[93\],1.040175mm
s_araddr\[95\],1.038915mm
s_wdata\[79\],1.03769mm
s_araddr\[53\],1.0368mm
s_wdata\[38\],1.035305mm
s_araddr\[37\],1.033185mm
s_rdata\[91\],1.032945mm
s_awaddr\[92\],1.03175mm
s_wdata\[88\],1.03039mm
s_araddr\[93\],1.028215mm
s_wstrb\[15\],1.028195mm
s_rdata\[51\],1.026705mm
s_awaddr\[93\],1.02618mm
s_awaddr\[83\],1.02553mm
s_wdata\[112\],1.02466mm
s_wdata\[65\],1.02376mm
s_awaddr\[107\],1.01806mm
s_wdata\[78\],1.017045mm
s_araddr\[59\],1.016385mm
s_wdata\[85\],1.016295mm
s_wdata\[110\],1.01578mm
s_awaddr\[82\],1.01538mm
s_awaddr\[65\],1.012725mm
s_awaddr\[95\],1.01142mm
s_wstrb\[11\],1.008195mm
s_awaddr\[70\],1.005885mm
s_rresp\[5\],1.00438mm
s_araddr\[54\],1.00368mm
s_araddr\[99\],1.003475mm
s_rdata\[68\],1.002225mm
s_rdata\[80\],1.00004mm
s_wdata\[68\],994.6µm
s_awaddr\[77\],993.04µm
s_wdata\[93\],992.68µm
s_rdata\[53\],992.045µm
s_wstrb\[8\],991.905µm
s_awready\[2\],983.2µm
s_wdata\[54\],981.86µm
s_rdata\[88\],980.77µm
s_wdata\[67\],980.365µm
s_araddr\[67\],978.425µm
s_awaddr\[79\],977.44µm
s_araddr\[81\],974.53µm
s_awaddr\[94\],973µm
s_rdata\[45\],971.025µm
s_awaddr\[80\],970.48µm
s_rdata\[123\],967.55µm
s_wdata\[113\],967.42µm
s_awaddr\[81\],966.04µm
s_rdata\[72\],965.285µm
s_awvalid\[2\],964.12µm
s_wdata\[105\],962.02µm
s_araddr\[57\],960.945µm
s_araddr\[76\],959.83µm
s_wdata\[103\],954.6µm
s_rdata\[67\],949.78µm
s_wdata\[123\],947.5µm
s_rdata\[92\],945.425µm
boot_addr\[0\],944.295µm
s_wstrb\[9\],942.08µm
s_wready\[2\],941.44µm
s_araddr\[71\],941.35µm
s_araddr\[38\],938.635µm
s_wstrb\[10\],937.12µm
s_rdata\[65\],936.245µm
s_awaddr\[90\],936.16µm
boot_addr\[1\],933.87µm
s_awaddr\[86\],933.8µm
s_awaddr\[105\],932.795µm
s_rdata\[89\],932.32µm
s_araddr\[77\],929.47µm
s_rdata\[90\],929.055µm
s_awaddr\[76\],927.76µm
s_awaddr\[72\],925.965µm
s_wdata\[104\],925.54µm
s_arready\[3\],922.05µm
s_wdata\[107\],919.66µm
s_rdata\[74\],916.99µm
s_wdata\[82\],916.655µm
s_awaddr\[66\],911.415µm
s_wvalid\[2\],911.14µm
s_araddr\[100\],909.93µm
s_rdata\[71\],907.15µm
s_bvalid\[2\],906.885µm
s_wdata\[122\],906.82µm
s_wdata\[76\],904.935µm
s_bresp\[5\],903.88µm
s_rdata\[81\],902.23µm
s_araddr\[79\],902.225µm
s_rdata\[76\],901.405µm
s_awaddr\[64\],899.58µm
s_araddr\[73\],897.185µm
s_araddr\[65\],893.56µm
s_awaddr\[87\],891.52µm
s_awaddr\[91\],891.285µm
s_awaddr\[89\],890.2µm
s_wdata\[101\],888.875µm
s_wdata\[115\],888.035µm
s_rdata\[82\],884.73µm
s_araddr\[75\],884.345µm
s_bresp\[4\],883.96µm
s_rdata\[64\],878.345µm
s_awaddr\[88\],874.48µm
s_rdata\[69\],873.665µm
s_rvalid\[2\],870.305µm
s_wdata\[66\],868.365µm
s_wdata\[84\],867.65µm
s_araddr\[66\],860.155µm
s_arready\[2\],859.985µm
s_araddr\[74\],856.865µm
s_awaddr\[78\],853.73µm
s_awaddr\[99\],851.915µm
s_rdata\[83\],844.765µm
s_rdata\[87\],842.225µm
s_araddr\[90\],839.47µm
s_araddr\[84\],838.87µm
s_awaddr\[112\],838.835µm
s_wdata\[89\],836.68µm
s_rdata\[84\],832.895µm
s_wdata\[100\],831.875µm
s_rdata\[78\],829.52µm
s_awaddr\[106\],829.235µm
s_rdata\[97\],828.83µm
s_wdata\[125\],828.515µm
s_araddr\[124\],827.13µm
s_araddr\[72\],825.905µm
s_araddr\[88\],815.47µm
s_araddr\[126\],814.42µm
s_awaddr\[85\],813.88µm
s_wdata\[70\],813.52µm
s_awaddr\[84\],813.3µm
s_wdata\[120\],808.835µm
s_araddr\[85\],801.55µm
s_awaddr\[102\],799.36µm
s_araddr\[86\],797.59µm
s_rdata\[85\],797.105µm
s_araddr\[69\],796.625µm
s_rdata\[105\],794.37µm
s_araddr\[87\],793.975µm
s_wdata\[124\],788.5µm
s_rdata\[126\],788.13µm
s_rdata\[75\],787.64µm
s_wdata\[119\],786.985µm
s_rready\[3\],784.99µm
s_wdata\[106\],784.355µm
s_rdata\[111\],782.97µm
s_rdata\[118\],782.97µm
s_awaddr\[97\],782.08µm
s_araddr\[127\],776.97µm
s_wdata\[111\],766.955µm
s_rdata\[124\],764.735µm
s_rdata\[77\],764.705µm
s_rdata\[100\],760.99µm
s_wdata\[64\],758.68µm
s_bready\[2\],758.08µm
s_rresp\[7\],756.19µm
s_rdata\[125\],752.95µm
s_araddr\[91\],752.945µm
s_araddr\[125\],752.73µm
s_rdata\[70\],747.905µm
s_awaddr\[124\],747.755µm
s_rdata\[66\],744.545µm
s_rdata\[120\],743.25µm
s_awaddr\[115\],735.655µm
s_wdata\[86\],734.82µm
s_araddr\[64\],734.1µm
s_rdata\[122\],731.13µm
s_araddr\[114\],730.65µm
s_araddr\[113\],730.29µm
s_awaddr\[101\],728.8µm
s_rdata\[108\],728.11µm
s_awaddr\[125\],725.335µm
s_awaddr\[126\],720.395µm
s_rresp\[6\],717.57µm
s_wdata\[95\],716.8µm
s_araddr\[89\],715.91µm
s_wdata\[77\],701.665µm
s_awaddr\[96\],695.68µm
s_wstrb\[13\],695.435µm
s_wdata\[94\],694.045µm
s_wdata\[97\],693.635µm
s_rdata\[113\],689.91µm
s_rdata\[121\],688.89µm
s_wstrb\[14\],688.375µm
s_awaddr\[127\],685.715µm
s_araddr\[70\],680.235µm
cpu_rst_n,678.705µm
s_wdata\[121\],677.315µm
s_araddr\[112\],673.41µm
s_rdata\[127\],670.89µm
s_araddr\[110\],669.21µm
s_rdata\[112\],664.6µm
s_awaddr\[98\],660.4µm
s_awaddr\[114\],660.295µm
s_wvalid\[3\],652.225µm
s_wdata\[116\],651.635µm
s_rdata\[99\],651.135µm
s_awvalid\[3\],649.355µm
s_wready\[3\],647.775µm
s_araddr\[115\],645.09µm
s_awaddr\[113\],641.195µm
s_awready\[3\],640.715µm
s_wstrb\[12\],639.46µm
s_awaddr\[109\],637.135µm
s_rdata\[96\],636.505µm
s_araddr\[105\],628.225µm
s_rdata\[116\],625.105µm
s_arvalid\[3\],621.755µm
s_wdata\[117\],621.4µm
s_awaddr\[110\],617.555µm
s_wdata\[114\],617.425µm
s_araddr\[104\],614.905µm
s_rdata\[104\],613.97µm
s_awaddr\[111\],609.755µm
s_awaddr\[108\],607.115µm
s_wdata\[108\],604.855µm
s_wdata\[126\],603.28µm
clknet_0_clk_i,602.75µm
s_araddr\[97\],601.55µm
s_araddr\[106\],599.665µm
s_awaddr\[120\],596.675µm
s_awaddr\[117\],595.715µm
s_rdata\[101\],595.465µm
s_rdata\[110\],592.47µm
s_awaddr\[122\],591.995µm
s_awaddr\[116\],587.555µm
s_araddr\[111\],583.97µm
s_awaddr\[118\],579.515µm
s_araddr\[98\],570.03µm
s_awaddr\[119\],564.155µm
s_awaddr\[123\],564.035µm
s_araddr\[108\],562.61µm
s_wdata\[99\],562.12µm
s_araddr\[107\],554.305µm
s_araddr\[119\],553.13µm
s_wdata\[102\],552.515µm
s_araddr\[103\],551.81µm
s_araddr\[109\],548.79µm
s_rdata\[119\],548.785µm
s_awaddr\[121\],548.555µm
s_araddr\[120\],542.33µm
s_rdata\[106\],542.07µm
s_awaddr\[104\],540.515µm
s_araddr\[122\],532.13µm
s_bresp\[6\],529.735µm
s_rvalid\[3\],526.705µm
s_bresp\[7\],521.675µm
s_rdata\[117\],519.985µm
s_araddr\[101\],517.11µm
s_rdata\[114\],512.665µm
s_wdata\[96\],511.955µm
s_rdata\[103\],509.55µm
s_bvalid\[3\],509.305µm
s_araddr\[117\],508.13µm
s_bready\[3\],498.985µm
s_wdata\[118\],498.275µm
s_wdata\[109\],482.08µm
s_wdata\[98\],481.24µm
s_araddr\[118\],479.91µm
s_araddr\[116\],463.35µm
s_wdata\[127\],451.595µm
s_rdata\[107\],443.675µm
s_araddr\[96\],439.39µm
s_araddr\[121\],438.285µm
s_araddr\[123\],428.185µm
s_rdata\[115\],420.155µm
s_rdata\[98\],405.39µm
s_araddr\[102\],382.845µm
s_rdata\[109\],382.355µm
s_rdata\[102\],376.945µm
net293,274.815µm
net98,229.505µm
net292,122.565µm
net291,64.16µm
net180,52.22µm
net59,48.08µm
net151,46.685µm
net6,46.315µm
net276,45.775µm
net190,45.5µm
net214,45.5µm
