2026-09-17 14:25:40 +0530: Memory Usage (423036K) : Starting running IHP-SG13G2 KLayout DRC runset on /home/jaikrishn/Documents/hardware/picorv32_axi4lite_port/phyisical_design/macros/picorv32/runs/run_12/58-klayout-streamout/picorv32_macro.gds
2026-09-17 14:25:40 +0530: Memory Usage (423192K) : Ruby Version for klayout: 3.3.10
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : Loading database to memory is complete.
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : IHP-SG13G2 KLayout DRC runset output at: /home/jaikrishn/Documents/hardware/picorv32_axi4lite_port/phyisical_design/macros/picorv32/runs/run_12/65-klayout-drc/reports/drc.klayout.lyrdb
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : Evaluate switches.
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : tables selected: main
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : KLayout will use 12 thread(s) in tiling mode.
2026-09-17 14:25:40 +0530: Memory Usage (432440K) : deep mode is enabled.
2026-09-17 14:25:40 +0530: Memory Usage (440124K) : passiv_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (440124K) : passiv_pin has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (440124K) : passiv_sbump has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (440124K) : passiv_pillar has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (440124K) : passiv_pdl has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_drw has 144146 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_pin has 78 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_mask has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_filler has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_nofill has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_slit has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_text has 78 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_opc has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_noqrc has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_res has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_iprobe has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : metal2_diffprb has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : baspoly_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : baspoly_pin has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : psd_drw has 82273 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : nldb_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : digibnd_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : via1_drw has 46962 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_pin has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_mask has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_filler has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_nofill has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_slit has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_text has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_opc has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_noqrc has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_res has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_iprobe has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backmetal1_diffprb has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : backpassiv_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : res_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : sram_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : trans_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : ind_drw has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : ind_pin has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : ind_text has 0 polygons
2026-09-17 14:25:40 +0530: Memory Usage (442172K) : salblock_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : via2_drw has 45785 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_drw has 71466 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_pin has 73 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_mask has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_filler has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_nofill has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_slit has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_text has 73 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_opc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_noqrc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_res has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_iprobe has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal3_diffprb has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nwell_drw has 41065 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nwell_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nbulay_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nbulay_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nbulay_block has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : emwind_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : emwind_opc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : deepco_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : deepco_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : mim_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : edgeseal_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : edgeseal_bound has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : substrate_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : substrate_text has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : dfpad_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : dfpad_pillar has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : dfpad_sbump has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : thickgateox_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pldb_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pwell_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pwell_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pwell_block has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : ic_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : via3_drw has 12745 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_drw has 9354 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_mask has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_filler has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_nofill has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_slit has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_text has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_opc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_noqrc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_res has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_iprobe has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal4_diffprb has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : heattrans_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : heatres_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pempoly_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : fbe_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : empoly_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : ldmos_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : pbiwind_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : digisub_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : nodrc_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : text_drw has 54 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : via4_drw has 9626 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_drw has 6004 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_mask has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_filler has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_nofill has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_slit has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_text has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_opc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_noqrc has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_res has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_iprobe has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : metal5_diffprb has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : radhard_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : memcap_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : varicap_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : flash_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : intbondvia_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : intbondmet_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : devbondvia_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : devbondmet_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : devtrench_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : redist_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : graphbot_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : graphtop_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : antvia1_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : antmetal2_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : graphcont_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : siwg_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : siwg_filler has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : siwg_nofill has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : sigrating_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : singrating_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : graphpas_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : emwind3_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : emwihv3_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : redbulay_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : smos_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : graphpad_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : polimide_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : polimide_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_drw has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_pin has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_esd has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_diode has 54 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_tsv has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_iprobe has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_diffprb has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_pillar has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_sbump has 0 polygons
2026-09-17 14:25:41 +0530: Memory Usage (442172K) : recog_otp has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : recog_pdiode has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : recog_mom has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : recog_momf has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : recog_pcm has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : colopen_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmetal1_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmetal1_filler has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmetal1_nofill has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmetal1_slit has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmetal1_opc has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmet1l_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmet1l_filler has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmet1l_nofill has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmet1l_slit has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphmet1l_opc has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : extblock_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : nldd_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : pldd_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : next_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : pext_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : nexthv_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : pexthv_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : graphgate_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : sinwg_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : sinwg_filler has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : sinwg_nofill has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442172K) : mempad_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topvia1_drw has 3766 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_drw has 2129 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_pin has 20 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_mask has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_filler has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_nofill has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_slit has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_text has 2 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_noqrc has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_res has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_iprobe has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal1_diffprb has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : inldpwl_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : polyres_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : polyres_pin has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : vmim_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : nbulaycut_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : antmetal1_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topvia2_drw has 200 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_drw has 240 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_pin has 20 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_mask has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_filler has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_nofill has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_slit has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_text has 2 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_noqrc has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_res has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_iprobe has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : topmetal2_diffprb has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : snsring_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : sensor_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : snsarms_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : snscmosvia_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : colwind_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : flm_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : hafniumox_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : memvia_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : thinfilmres_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : rfmem_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2m3 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2m4 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2m5 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2tm1 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2tm2 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m3m4 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m3m5 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m3tm1 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m3tm2 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m4m5 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m4tm1 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m4tm2 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m5tm1 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m5tm2 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_tm1tm2 has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m1sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m2sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m3sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m4sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_m5sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_tm1sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : norcx_tm2sub has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : snsbotvia_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : snstopvia_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : deepvia_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : fgetch_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : ctrgat_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : fgimp_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : emwihv_drw has 0 polygons
2026-09-17 14:25:42 +0530: Memory Usage (442300K) : lbe_drw has 0 polygons
